ComponentID:,Y
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30,avgQ_33,winQ_33,avgQ_36,winQ_36,avgQ_39,winQ_39,avgQ_42,winQ_42,avgQ_45,winQ_45
1,0.028330679999999994,0.009884369603449681,-0.935410833780014,<212>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9354108337800137,<565>,0.9962010500393174,<666>,0.7396153756372561,<554>
2,0.01528192,0.03800811246078394,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<565>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>
3,-0.037291890200000004,0.03871478393938556,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>
4,-0.13482637999999997,0.033823060914642246,0.9354108337800137,<655>,0.905015725650362,<555>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>
5,0.019546580000000004,0.003646070767771794,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7700104837669081,<312>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.13627155853701495,<343>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>
6,-0.06805692,0.03709493298165667,0.9658059419096657,<665>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.7396153756372561,<455>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.13627155853701473,<443>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.9050157256503621,<222>
7,-0.1535664,0.016060291748284022,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.5742150256241503,<544>,0.905015725650362,<555>,0.9354108337800137,<565>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<122>,-0.9050157256503621,<222>
8,0.02566666,0.008487010709572598,0.4088146756110444,<444>,0.13627155853701473,<443>,0.13627155853701473,<443>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.770010483766908,<456>,-0.13627155853701495,<433>,-0.5742150256241505,<332>,-0.5742150256241505,<332>,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>
9,-0.019230119999999996,0.015920610904911908,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.029128791476090894,<335>,0.9354108337800137,<565>,0.029128791476090894,<533>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9962010500393174,<111>,-0.935410833780014,<122>,-0.9050157256503621,<222>
10,-0.22162926000000002,0.07161710103259138,0.770010483766908,<654>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9658059419096657,<211>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.905015725650362,<555>
11,-0.029491000000000003,0.722791922249412,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,0.30167190855012055,<255>,0.9658059419096657,<566>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.4088146756110446,<333>
12,0.060618705999999994,0.14509960446372336,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.6046101337538021,<644>,0.5742150256241502,<445>,0.2712768004204688,<515>,0.13627155853701473,<443>,0.13627155853701473,<443>,-0.13627155853701495,<334>,0.4088146756110444,<444>,-0.4088146756110446,<333>,0.13627155853701473,<344>,-0.13627155853701495,<343>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
13,-1.2153547000000004e-10,4.1264361246427174e-10,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.13627155853701473,<443>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.13627155853701495,<433>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.059523899605742725,<633>
14,0.09103167999999996,0.01786809072110392,0.905015725650362,<555>,0.9962010500393174,<666>,0.905015725650362,<555>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.5742150256241505,<323>
