ComponentID:,Y
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30,avgQ_33,winQ_33,avgQ_36,winQ_36,avgQ_39,winQ_39,avgQ_42,winQ_42,avgQ_45,winQ_45,avgQ_48,winQ_48,avgQ_51,winQ_51,avgQ_54,winQ_54,avgQ_57,winQ_57,avgQ_60,winQ_60,avgQ_63,winQ_63
1,0.001602407926470587,0.00695337721321583,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9658059419096657,<656>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>
2,0.2606352941176471,0.015262556592426584,-0.6046101337538022,<133>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9658059419096657,<566>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
3,-0.33286544117647043,0.015836009452939802,0.6046101337538021,<644>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>
4,-0.04682727941176471,0.01764438252536316,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.770010483766908,<456>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
5,-0.007073067647058825,0.007240353535596439,0.9962010500393174,<666>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9050157256503621,<222>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
6,-0.05895865588235294,0.04482349169399111,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<434>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.4088146756110444,<444>,-0.13627155853701495,<433>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9658059419096657,<665>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>
7,-0.1441495882352941,0.04958498472089737,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9658059419096657,<656>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>
8,-0.015458532352941175,0.01560471369427917,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.7396153756372564,<322>,-0.7700104837669081,<123>,-0.13627155853701495,<334>,0.8004055918965598,<664>,0.7396153756372561,<554>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
9,0.006682558088235292,0.007656815371397076,-0.935410833780014,<122>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.9354108337800137,<565>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
10,-0.1530246470588235,0.17067915028908726,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.9658059419096657,<112>,-0.5742150256241505,<233>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.905015725650362,<555>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>
