ComponentID:,Y
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18
1,-0.020746391304347824,0.0035030619617344013,0.770010483766908,<654>,-0.5742150256241505,<332>,-0.9658059419096657,<112>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.5742150256241505,<233>
2,0.27932,0.0037010127873561734,0.4088146756110444,<444>,0.6046101337538021,<464>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
3,-0.3493091304347826,0.00128234809438026,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.7396153756372562,<223>
4,-0.09367852173913045,0.026365278035736718,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.5742150256241505,<233>,0.13627155853701473,<344>
5,-0.010086604347826086,0.002342112036728771,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<212>
6,-0.030136769565217384,0.007892123965697908,-0.935410833780014,<212>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>
7,-0.07738786956521738,0.006045664550117876,0.5742150256241503,<544>,0.4088146756110444,<444>,0.6046101337538021,<644>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
8,0.006610347826086958,0.008638484722745303,-0.30167190855012077,<234>,0.4088146756110444,<444>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.770010483766908,<456>,0.7396153756372561,<554>,-0.4088146756110446,<333>
9,0.010311491304347825,0.0023825242547080632,-0.6046101337538022,<133>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<545>,0.770010483766908,<654>
10,-0.2908692608695652,0.12205061352898441,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9658059419096657,<112>,-0.5742150256241505,<233>,-0.13627155853701495,<334>,0.4088146756110444,<444>
11,-0.3360639130434782,0.07832966525270699,-0.6046101337538022,<133>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<655>,0.7396153756372561,<455>
12,-0.11339834782608696,0.04235818305891944,-0.7700104837669081,<312>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.9354108337800137,<565>
13,2.9746339130434782e-09,1.6822251322287632e-09,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.7700104837669081,<123>,0.5278624748225301,<366>,0.5742150256241503,<544>,-0.13627155853701495,<433>,0.4088146756110444,<444>
14,0.06383030434782609,0.008998907278760028,0.3320670166797724,<643>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.7700104837669081,<123>
15,0.06142821739130435,0.005707337260484519,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9658059419096657,<665>,0.13627155853701473,<443>
16,-0.4495013043478261,0.08823808732526117,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>
17,2.6138383043478263e-09,1.878765620413931e-09,-0.6046101337538022,<133>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4974673666928782,<365>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>
18,0.13515739130434784,0.016792706547626775,-0.5742150256241505,<233>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.9354108337800137,<565>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.13627155853701473,<443>
19,0.039892565217391304,0.004133618572947469,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.6046101337538022,<313>
20,-0.485304347826087,0.004141360652361744,-0.6046101337538022,<133>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9658059419096657,<665>,0.7396153756372561,<554>,0.4088146756110444,<444>
