ComponentID:,Y
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30,avgQ_33,winQ_33,avgQ_36,winQ_36,avgQ_39,winQ_39,avgQ_42,winQ_42
1,-0.017246934042553192,0.0036674829192064264,0.9354108337800137,<565>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
2,0.05949963829787234,0.012176998792501208,-0.935410833780014,<122>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>
3,-0.08929497872340426,0.013551637990796162,0.9354108337800137,<655>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
4,-0.10622238297872341,0.009149117954354346,0.9354108337800137,<565>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.13627155853701473,<443>,-0.4088146756110446,<333>
5,0.0025831018936170206,0.009339583208850009,0.9354108337800137,<565>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.7396153756372561,<554>
6,-0.21313196808510637,0.05717956631621723,-0.5742150256241505,<332>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.13627155853701495,<334>
7,-0.24888638297872342,0.7132264277970872,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9050157256503621,<222>,0.905015725650362,<555>,0.9354108337800137,<556>,0.30167190855012066,<651>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,0.905015725650362,<555>,0.30167190855012055,<552>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
8,-0.0654964255319149,0.06586641175337951,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.13627155853701473,<443>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,0.13627155853701473,<344>,-0.05952389960574289,<441>,0.4088146756110444,<444>,0.5742150256241502,<445>
9,0.0022991946808510627,0.011551172776611713,0.5742150256241503,<454>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241503,<454>
10,-0.35605227659574457,0.10105082728428495,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>
