ComponentID:,Y
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27
1,0.009658977419354838,0.002907054721425292,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.7396153756372562,<223>,-0.4088146756110446,<333>
2,0.14785709677419356,0.014216677211153057,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.770010483766908,<456>,0.7396153756372561,<554>,0.13627155853701473,<443>
3,-0.1940993548387097,0.017068054471870382,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<232>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.13627155853701495,<334>
4,-0.07582587096774193,0.014531779234673439,0.9354108337800137,<655>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9658059419096657,<211>,-0.5742150256241505,<233>,-0.13627155853701495,<334>
5,0.0026937551612903217,0.0030268373494200724,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<323>,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.4088146756110444,<444>
6,-0.07753422580645161,0.011172926675558135,0.6046101337538021,<644>,-0.13627155853701495,<433>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7700104837669081,<123>
7,-0.1779645161290323,0.005044378435261072,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<434>,-0.4088146756110446,<333>,-0.5742150256241505,<323>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.7396153756372562,<223>
8,0.019579139677419356,0.010015000225494168,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.905015725650362,<555>,0.7396153756372561,<554>,0.7396153756372561,<545>,0.9354108337800137,<556>,0.9354108337800137,<655>
9,-0.002607995258064516,0.003633044523582568,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9658059419096657,<566>,0.7396153756372561,<554>,-0.13627155853701495,<433>,-0.4088146756110446,<333>
10,-0.310186935483871,0.11191497013269622,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9658059419096657,<121>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.5742150256241502,<445>
