ComponentID:,Z
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18
1,0.9770786363636365,0.009191694025019926,0.770010483766908,<654>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.13627155853701495,<334>
2,-0.0377115909090909,0.0193386429265793,-0.9658059419096657,<112>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.770010483766908,<456>,0.905015725650362,<555>,0.5742150256241503,<544>,-0.13627155853701495,<433>
3,0.000667160409090909,0.0012390282490403024,0.30167190855012055,<345>,0.9354108337800137,<565>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.4088146756110446,<333>
4,-0.014118449999999998,0.004248533762022547,-0.30167190855012077,<432>,-0.935410833780014,<122>,-0.5742150256241505,<323>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.5742150256241502,<445>
5,-0.02513613636363636,0.008144898890468218,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.6046101337538022,<313>,-0.7396153756372564,<322>,-0.5742150256241505,<233>,-0.13627155853701495,<334>,0.4088146756110444,<444>
6,-0.01273798181818182,0.022119120111931054,-0.4088146756110446,<333>,-0.8004055918965598,<113>,0.6046101337538021,<644>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
7,-0.0011284644999999998,0.001233241785082484,-0.7700104837669081,<213>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.6046101337538021,<464>,0.4088146756110444,<444>,0.4088146756110444,<444>
8,0.005789150318181818,0.009166709273261705,-0.4088146756110446,<333>,-0.7700104837669081,<321>,-0.10587645040736311,<236>,0.5742150256241503,<544>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
9,0.019120872727272722,0.03218394442821369,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9354108337800137,<556>,0.10587645040736295,<514>,0.13627155853701473,<443>,-0.4088146756110446,<333>
10,-0.006309409090909082,0.19720772233373599,0.5742150256241503,<544>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.6046101337538022,<331>,0.5742150256241502,<445>,0.9354108337800137,<655>
11,-0.000487280540909091,0.0008075905680550121,0.9354108337800137,<655>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,-0.05952389960574289,<441>,0.4088146756110444,<444>,0.4088146756110444,<444>
12,-0.006170355454545454,0.01343057614034068,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<556>,0.5742150256241503,<544>,0.4088146756110444,<444>
13,-1.7799073181818183e-08,3.840945809339524e-08,-0.13627155853701495,<343>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.604610133753802,<446>,0.13627155853701473,<443>,-0.33206701667977256,<134>
14,0.06609683181818181,0.034291217608719185,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<556>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.4088146756110446,<333>
15,0.002205349090909091,0.0019070667327407418,-0.4088146756110446,<333>,-0.33206701667977256,<134>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.6046101337538021,<644>,0.4088146756110444,<444>
16,0.012704440909090908,0.00914906102433265,0.770010483766908,<564>,-0.13627155853701495,<433>,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.7396153756372562,<223>,-0.13627155853701495,<334>,0.4088146756110444,<444>
17,3.933550909090909e-08,5.984963475424292e-08,-0.6046101337538022,<133>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.5742150256241502,<445>,0.770010483766908,<465>,0.7396153756372561,<554>
18,-0.024158213636363633,0.02947076239517729,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.7396153756372562,<223>,-0.13627155853701495,<334>,0.5742150256241502,<445>
19,-0.0017952254545454546,0.0028369552696440523,-0.7396153756372562,<223>,-0.9050157256503621,<222>,-0.9658059419096657,<121>,-0.9050157256503621,<222>,0.3320670166797724,<346>,0.7396153756372561,<554>,0.4088146756110444,<444>
20,0.015991495454545455,0.005980201753245854,0.3320670166797724,<652>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7700104837669081,<213>
