ComponentID:,Z
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24
1,0.9931892857142858,0.005219542897728133,0.5742150256241503,<454>,0.4088146756110444,<444>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.5742150256241505,<233>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.7396153756372561,<554>
2,-0.03453778571428571,0.013382661806438588,-0.935410833780014,<212>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.7396153756372561,<455>,0.9354108337800137,<655>,0.5742150256241503,<544>,0.5742150256241502,<445>,0.4088146756110444,<444>,0.4088146756110444,<444>
3,0.033730750000000004,0.007950831419350341,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<655>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.5742150256241505,<332>
4,-0.004165566428571429,0.0016438335420752097,-0.13627155853701495,<433>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>
5,0.030916882142857132,0.012971386281048804,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<655>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.5742150256241505,<332>
6,-0.02210655714285714,0.04270496215600736,0.7396153756372561,<455>,0.9354108337800137,<556>,0.3320670166797724,<643>,-0.7396153756372564,<322>,-0.935410833780014,<212>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
7,-0.0021938464285714285,0.0011063242594840626,-0.6046101337538022,<133>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.5742150256241502,<445>,0.9354108337800137,<556>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
8,0.014293596428571434,0.0035288059781989943,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4974673666928784,<214>
9,0.03808074928571429,0.017998512554883515,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
10,-0.19460343928571425,0.10845167230998179,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>
11,0.00024157939642857135,0.0005848241661267167,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.5742150256241503,<454>,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
12,0.006758364642857143,0.012190577761379742,-0.4088146756110446,<333>,-0.7700104837669081,<123>,-0.13627155853701495,<334>,0.5742150256241502,<445>,0.6046101337538021,<644>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
13,-2.4947357142857135e-08,4.838615523518972e-08,0.059523899605742725,<633>,-0.5742150256241505,<323>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
14,0.0019441000000000003,0.0072172408485316804,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.9354108337800137,<655>,0.905015725650362,<555>,0.4088146756110444,<444>
15,0.0007887640000000001,0.0011433903487358802,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.5742150256241502,<445>
16,0.009549550000000002,0.004639012489089523,0.770010483766908,<456>,0.905015725650362,<555>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.9962010500393174,<111>,-0.9050157256503621,<222>,-0.5742150256241505,<233>
17,-6.346996428571437e-09,7.922744536383157e-08,-0.13627155853701495,<433>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.7700104837669081,<312>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.5742150256241502,<445>,0.9658059419096657,<656>
18,0.04982017857142856,0.01040096232516688,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.9354108337800137,<556>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.5742150256241505,<332>
19,-0.0023878142857142863,0.00030537851303667356,0.13627155853701473,<443>,-0.6046101337538022,<313>,-0.7396153756372564,<322>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.5742150256241502,<445>
20,0.018181464285714287,0.002835945451849761,0.4088146756110444,<444>,0.770010483766908,<456>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372562,<223>,-0.5742150256241505,<332>
