ComponentID:,Z
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18
1,0.9784247826086956,0.01086733552783202,0.770010483766908,<654>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.9658059419096657,<211>,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.4088146756110444,<444>
2,-0.022719260869565213,0.008786597047269069,-0.935410833780014,<122>,-0.7396153756372562,<223>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.4088146756110444,<444>,-0.13627155853701495,<433>
3,0.012699415217391301,0.003703889363177542,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>
4,-0.01231173913043478,0.005113389349008715,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.4088146756110444,<444>
5,0.022134378260869565,0.005233064765005761,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<565>
6,0.03252665217391305,0.00440484860923975,-0.13627155853701495,<334>,0.6046101337538021,<464>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.7396153756372561,<554>
7,-0.0028051000000000005,0.0009654897522703857,-0.6046101337538022,<331>,-0.7700104837669081,<123>,0.5742150256241502,<445>,0.9354108337800137,<565>,0.5742150256241502,<445>,0.4088146756110444,<444>,0.13627155853701473,<443>
8,8.897039130434782e-05,0.00017105584902718786,-0.33206701667977256,<134>,0.4088146756110444,<444>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
9,0.023240065217391304,0.005597268678452927,-0.6046101337538022,<133>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.770010483766908,<654>
10,0.05239161739130435,0.1890060806123849,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9658059419096657,<112>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>
11,-1.7061482608695652e-09,2.389400015633636e-09,-0.6046101337538022,<133>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.30167190855012055,<435>
12,-0.005366817391304349,0.009020535474400338,-0.7700104837669081,<213>,0.13627155853701473,<344>,0.770010483766908,<456>,0.905015725650362,<555>,0.30167190855012055,<543>,-0.4088146756110446,<333>,0.4088146756110444,<444>
13,-7.565733478260869e-09,1.1306802496583392e-08,0.3320670166797724,<643>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.6046101337538022,<133>
14,-0.03354934782608696,0.0039831378673504825,-0.33206701667977256,<134>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<655>,0.770010483766908,<654>
15,-0.001008478260869565,0.0003851370732005647,0.770010483766908,<654>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9658059419096657,<112>,-0.13627155853701495,<334>
16,0.01667916086956522,0.007088697531235085,-0.33206701667977256,<134>,0.5742150256241502,<445>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<565>
17,-3.8868739130434784e-08,1.1847444344548086e-08,-0.33206701667977256,<431>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>
18,0.06069260869565218,0.005323962080836533,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.9354108337800137,<565>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.13627155853701473,<443>
19,-0.0008776032173913046,0.0003219099362242633,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
20,0.008509887695652174,0.0029560352998716467,-0.6046101337538022,<133>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>
