ComponentID:,Z
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30,avgQ_33,winQ_33,avgQ_36,winQ_36,avgQ_39,winQ_39,avgQ_42,winQ_42,avgQ_45,winQ_45,avgQ_48,winQ_48
1,0.9955703921568626,0.0021444803390668803,0.9354108337800137,<556>,0.9962010500393174,<666>,0.905015725650362,<555>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.7396153756372564,<232>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>
2,-0.016824607843137256,0.003601308912802216,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<565>,0.905015725650362,<555>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9050157256503621,<222>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.4088146756110446,<333>
3,0.012665656862745097,0.0023126516120945432,0.6046101337538021,<644>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.13627155853701473,<443>
4,-0.0030662843137254907,0.0011350342066837353,-0.7700104837669081,<123>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>
5,0.021980903921568627,0.019157098998338486,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9962010500393174,<666>,0.905015725650362,<555>,0.905015725650362,<555>,0.4088146756110444,<444>
6,0.005716896862745098,0.00740457833322947,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<565>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>
7,-0.0014212129411764706,0.0007326275511440113,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.9658059419096657,<566>,0.9962010500393174,<666>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.6046101337538022,<331>
8,-0.0023860501960784324,0.0009019303639536313,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.770010483766908,<456>
9,0.02321226568627451,0.02206541385927371,-0.5742150256241505,<332>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.905015725650362,<555>,0.9962010500393174,<666>,0.9658059419096657,<665>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>
10,0.24932901960784315,0.05109222481252636,-0.7700104837669081,<213>,0.13627155853701473,<344>,0.770010483766908,<456>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<434>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
11,1.6848294117647064e-08,3.47606243583021e-08,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.5742150256241505,<233>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.935410833780014,<221>
