ComponentID:,Z
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30,avgQ_33,winQ_33
1,0.9983456756756756,0.000765653017666882,-0.6046101337538022,<133>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
2,-0.011390032432432431,0.0029585223524183396,-0.5742150256241505,<233>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.9354108337800137,<565>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.7700104837669081,<123>
3,0.004083378081081082,0.0063254934210690405,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<655>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>
4,-0.00046741818405405405,0.001240441848449925,0.770010483766908,<654>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.7396153756372562,<223>
5,-0.009449954054054055,0.0069359913860491795,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.9658059419096657,<112>,-0.7396153756372562,<223>,-0.13627155853701495,<334>,0.7396153756372561,<455>
6,-0.2308933702702703,0.10106047952416672,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9658059419096657,<211>,-0.935410833780014,<122>,-0.7396153756372564,<322>,0.4088146756110444,<444>,0.9354108337800137,<556>
7,-0.00014327570810810806,0.0007184451457306187,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.05952389960574287,<144>,0.9354108337800137,<556>
8,-0.040980632162162155,0.0365005883946558,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7700104837669081,<123>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>
9,-0.01136626378378378,0.00900686283133975,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9658059419096657,<211>,-0.9962010500393174,<111>,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>
10,0.3204440540540541,0.03270129466479629,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<565>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.05952389960574289,<441>,0.5742150256241503,<544>
11,0.00018939087894594595,0.0005344337774429317,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.3320670166797725,<116>,-0.4088146756110446,<333>
12,0.03972890486486487,0.02780525623962157,-0.13627155853701495,<334>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<443>,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.770010483766908,<564>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>
13,1.7047825675675686e-08,1.9423925897301426e-08,0.13627155853701473,<443>,-0.13627155853701495,<334>,0.770010483766908,<465>,0.5742150256241503,<454>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<443>,-0.05952389960574289,<441>
14,-0.01984890405405405,0.01730274932801603,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.905015725650362,<555>,0.770010483766908,<654>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.7396153756372564,<322>
15,-0.00034574405405405403,0.0004910597108994994,0.770010483766908,<654>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,-0.5742150256241505,<332>,-0.6046101337538022,<133>
16,0.009490454054054052,0.0028318171546939082,0.9354108337800137,<565>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.6046101337538022,<133>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,0.5742150256241502,<445>
17,-1.9452761891891887e-08,2.9085759052693836e-08,-0.13627155853701495,<433>,-0.13627155853701495,<334>,0.7396153756372561,<455>,0.5742150256241502,<445>,0.5742150256241503,<454>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.6046101337538021,<644>,0.4088146756110444,<444>
18,0.0014397297297297303,0.019452603370894408,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9658059419096657,<121>,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.5742150256241502,<445>
19,0.00031137927027027033,0.0003454488011759876,0.4088146756110444,<444>,0.9354108337800137,<556>,0.5742150256241503,<544>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.13627155853701473,<344>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,0.13627155853701473,<344>,-0.4088146756110446,<333>
20,-0.00581669054054054,0.011405535446585275,0.905015725650362,<555>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.770010483766908,<564>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>
