0.023051,0.02197,0.021329,0.0202,0.019591,0.018228,0.016397,0.016704,0.015868,0.015182,0.014877,0.013888,0.013286,0.012036,0.011089,0.010712,0.010019,0.0097509,0.0099151,0.010068,0.0094943,0.00912,0.0089686,0.0088973,0.0087929,0.0087698,0.0087996,0.0089739,0.0090282,0.0093992,0.0094228,0.0099818,0.010576,0.011063,0.010999,0.010965,0.011406,0.011865,0.012298,0.012981,0.01262,0.012494,0.016092,0.017214,0.02012,0.023575,0.023614,0.024198,0.024414,0.024104
0.0010661,0.00016657,0.00031092,0.00014276,-0.00051129,-0.001396,-0.0022879,-0.0024778,-0.0055276,-0.0060689,-0.0074938,-0.0068802,-0.0062798,-0.0061427,-0.0063069,-0.0063651,-0.0065394,-0.0068322,-0.0068489,-0.0069448,-0.0070957,-0.0068271,-0.0068174,-0.0067659,-0.0068009,-0.0068517,-0.0071668,-0.0071376,-0.0072572,-0.0073809,-0.0079849,-0.0089998,-0.0084968,-0.008976,-0.0093176,-0.0092505,-0.0094377,-0.0095265,-0.0095647,-0.0095215,-0.0086495,-0.0071545,-0.0066413,-0.0065552,-0.005653,-0.0049329,-0.0038891,-0.003552,-0.0034268,-0.0028606
-0.0045846,-0.0043711,-0.0043999,-0.0042845,-0.0046014,-0.0044686,-0.0045479,-0.0046141,-0.0045432,-0.0043708,-0.0041787,-0.0040499,-0.0037015,-0.0034314,-0.0032457,-0.002955,-0.002339,-0.002142,-0.0015754,-0.0015815,-0.0013349,-0.0013076,-0.0013561,-0.0012618,-0.0010852,-0.0012126,-0.0010836,-0.0010108,-0.00097042,-0.00096086,-0.00097627,-0.00091323,-0.00082676,-0.00079056,-0.00073074,-0.00041844,-0.00037448,-0.00012305,-0.0001721,4.2212e-05,0.00021931,0.00034772,0.00039137,0.00033848,0.00025375,0.00015339,-0.00021712,-0.00045703,-0.00072173,-0.00099515
-0.047652,-0.048179,-0.048754,-0.0485,-0.04699,-0.045591,-0.042523,-0.042308,-0.042114,-0.042739,-0.043009,-0.043281,-0.04324,-0.042436,-0.041849,-0.041945,-0.041849,-0.041689,-0.041827,-0.041539,-0.039953,-0.036098,-0.036897,-0.033151,-0.030214,-0.030853,-0.029519,-0.028217,-0.026506,-0.026677,-0.024637,-0.024977,-0.025199,-0.023822,-0.022732,-0.022033,-0.021497,-0.020758,-0.020912,-0.021275,-0.024633,-0.024655,-0.025327,-0.026488,-0.027726,-0.02862,-0.029385,-0.030334,-0.030466,-0.031081
0.89916,0.89669,0.89604,0.89523,0.90224,0.91031,0.91395,0.91653,0.91221,0.90631,0.90273,0.90132,0.89917,0.902,0.9053,0.90491,0.90398,0.90226,0.89934,0.89933,0.89784,0.90142,0.90688,0.90835,0.90658,0.90727,0.90603,0.90448,0.90314,0.90056,0.90037,0.90085,0.89977,0.89991,0.89997,0.89996,0.89915,0.89916,0.89852,0.8983,0.88396,0.8796,0.88817,0.89288,0.89192,0.89401,0.89529,0.89642,0.89769,0.89842
0.34512,0.29753,0.30821,0.29778,0.27131,0.25232,0.23715,0.23057,0.24381,0.25108,0.24944,0.25362,0.28695,0.28993,0.28591,0.29483,0.30481,0.31262,0.3181,0.32272,0.32731,0.32386,0.31524,0.30784,0.3059,0.31164,0.31803,0.32241,0.33176,0.33102,0.33278,0.33347,0.33524,0.33548,0.33765,0.3442,0.34492,0.33551,0.32369,0.31502,0.34503,0.33821,0.31486,0.30302,0.34348,0.34667,0.35517,0.35718,0.34926,0.34139
0.0050956,0.0038136,0.0026521,0.0019782,0.0014236,0.0010239,0.00073565,-0.00052836,-0.00040213,0.00030156,0.00021151,0.00014441,-0.00012296,-8.8203e-05,-6.4591e-05,-4.9752e-05,-4.447e-05,3.4592e-05,2.482e-05,2.0446e-05,1.722e-05,-1.3442e-05,-9.2201e-06,-4.9047e-06,-5.3212e-06,-4.1493e-06,2.8449e-06,2.1365e-06,1.6678e-06,1.4274e-06,1.5377e-06,1.3499e-06,1.2497e-06,1.1163e-06,8.5537e-07,5.9447e-07,4.3776e-07,3.1075e-07,2.2292e-07,1.614e-07,1.0547e-07,8.3958e-08,5.9598e-08,4.4124e-08,0.049883,0.058147,0.061183,0.065556,0.054444,0.036063
-0.25235,-0.40669,-0.41308,-0.46811,-0.31219,-0.25857,-0.19261,-0.33755,-0.39377,-0.23351,-0.20915,-0.15192,-0.10648,-0.092917,-0.09226,-0.089793,-0.10883,-0.1998,-0.24304,-0.26404,-0.25176,-0.19717,-0.14321,-0.09658,-0.05813,-0.1079,-0.12187,-0.11197,-0.10423,-0.099957,-0.11619,-0.14238,-0.16507,-0.16814,-0.19642,-0.15631,-0.23193,-0.24298,-0.25268,-0.43839,-0.14151,-0.13898,-0.048818,-0.006209,0.016712,0.022678,0.039868,0.061744,0.084653,0.10487
0.90522,0.90596,0.9063,0.9071,0.9075,0.90835,0.9099,0.91002,0.9094,0.90856,0.90826,0.90808,0.90793,0.90772,0.9075,0.90665,0.90595,0.90542,0.90527,0.9052,0.90523,0.90514,0.90517,0.90454,0.90468,0.90469,0.90481,0.90401,0.90475,0.90347,0.90293,0.90319,0.90368,0.90314,0.90299,0.903,0.90337,0.90368,0.90402,0.90425,-0.89096,0.88673,0.89452,0.89451,0.89645,0.89786,0.89995,0.9009,0.90148,0.90194
-0.38423,-0.35374,-0.34062,-0.32526,-0.31499,-0.31141,-0.30796,-0.30262,-0.30599,-0.3108,-0.31546,-0.31369,-0.31436,-0.32077,-0.32273,-0.3194,-0.3172,-0.3158,-0.31563,-0.31467,-0.31411,-0.31545,-0.31714,-0.31662,-0.31451,-0.31585,-0.31479,-0.31537,-0.31479,-0.31467,-0.31424,-0.31188,-0.30877,-0.30818,-0.30743,-0.30668,-0.30535,-0.30496,-0.30496,-0.30936,-0.34035,-0.35342,-0.34367,-0.34723,-0.37627,-0.38498,-0.39134,-0.39003,-0.38416,-0.35225
-0.00054461,-0.00039696,-0.00028397,-0.00020527,-0.00014749,-0.00010626,-7.7045e-05,-4.1517e-05,-3.8902e-05,-3.7076e-05,-3.2589e-05,-2.9569e-05,-2.3433e-05,-1.6598e-05,-1.1539e-05,-1.1556e-05,-1.1158e-05,-9.1471e-06,-7.232e-06,-7.3851e-06,-3.5676e-06,-3.9584e-06,-3.6299e-06,-2.8187e-06,-2.5339e-06,-2.3416e-06,-2.3041e-06,-1.7157e-06,-1.5547e-06,-1.3821e-06,-1.2284e-06,-1.2683e-06,-1.1435e-06,-1.0469e-06,-9.6927e-07,-7.5185e-07,-4.116e-07,-3.7743e-07,-2.6638e-07,-1.8348e-07,-1.3929e-07,-8.8713e-08,-6.6605e-08,-4.996e-08,-0.025184,-0.034872,-0.033434,-0.031224,-0.036233,-0.030461
-0.02954,0.21082,0.24058,0.32403,0.39899,0.44181,0.46706,0.49403,0.50725,0.50915,0.51425,0.50728,0.50405,0.49965,0.49429,0.49756,0.4996,0.51513,0.53647,0.54688,0.55645,0.56354,0.56536,0.57801,0.59073,0.59317,0.5942,0.59178,0.58742,0.58035,0.57636,0.5734,0.56603,0.56037,0.55286,0.53575,0.51289,0.6031,0.62212,0.3,0.055509,0.085753,0.029886,-0.0079141,-0.028237,-0.057833,-0.06476,-0.06661,-0.067673,-0.072085
0.92278,0.92272,0.92284,0.92283,0.92273,0.92194,0.92204,0.92177,0.92182,0.9219,0.92188,0.9219,0.922,0.92198,0.92195,0.92195,0.92203,0.92207,0.92215,0.92217,0.92224,0.92224,0.9222,0.92218,0.92216,0.92223,0.92222,0.92225,0.92232,0.9224,0.92245,0.92244,0.92243,0.92242,0.92242,0.92242,0.92242,0.92247,0.92251,0.92261,0.92315,0.92424,0.9247,0.9242,0.92372,0.92375,0.92361,0.92344,0.9232,0.92292
0.34607,0.34582,0.34528,0.34468,0.34408,0.34327,0.34236,0.34162,0.34013,0.33705,0.33851,0.33734,0.33754,0.33677,0.336,0.33521,0.33532,0.33528,0.33443,0.33375,0.3338,0.33394,0.3341,0.33395,0.33385,0.33374,0.33369,0.33343,0.33329,0.33312,0.33302,0.33298,0.33296,0.33282,0.33265,0.3325,0.3324,0.33235,0.33232,0.33221,0.33163,0.33137,0.33786,0.34001,0.34565,0.34757,0.34799,0.3477,0.3485,0.34913
0.02205,0.020938,0.021095,0.021363,0.020688,0.020949,0.021003,0.021277,0.021239,0.021075,0.021153,0.021056,0.020857,0.020789,0.020608,0.020554,0.020526,0.020367,0.020304,0.020223,0.020075,0.019809,0.019742,0.019814,0.019815,0.019726,0.019579,0.019123,0.018395,0.017959,0.017514,0.017192,0.016491,0.015835,0.015756,0.01532,0.014797,0.014371,0.014035,0.014039,0.013923,0.013859,0.013233,0.013005,0.013036,0.013177,0.013476,0.013914,0.014303,0.014734
-0.024159,-0.024359,-0.023338,-0.02159,-0.013827,-0.0047089,0.0002941,-1.5474e-05,-0.00063801,0.00026408,-0.00072457,-0.00035575,-0.00086688,0.001189,0.0057907,0.0057656,0.0063829,0.0065173,0.0063682,0.006232,0.0062126,0.0070317,0.0096993,0.011539,0.011577,0.011053,0.010485,0.01069,0.0096468,0.0091,0.0086879,0.0085222,0.0081142,0.0078614,0.0074384,0.0069385,0.0061651,0.005518,0.0054325,0.0050256,0.0046304,0.003808,0.0021865,0.0023608,0.00045716,0.0001946,-0.0002855,-0.000624,-0.001564,-0.0017634
0.92529,0.92523,0.92528,0.9253,0.92537,0.92537,0.92541,0.92545,0.9256,0.92569,0.92578,0.92582,0.92585,0.92586,0.92582,0.92584,0.92588,0.92597,0.92604,0.92609,0.92608,0.92604,0.92598,0.92588,0.92579,0.92576,0.92571,0.92578,0.92582,0.92586,0.9259,0.92593,0.926,0.92608,0.92612,0.92612,0.92613,0.92618,0.92631,0.9265,0.92708,0.92782,0.92774,0.92741,0.92663,0.9262,0.92538,0.92551,0.92503,0.92473
-0.32956,-0.32926,-0.32928,-0.32935,-0.32956,-0.33054,-0.33083,-0.33175,-0.3325,-0.33268,-0.33267,-0.33261,-0.3326,-0.33271,-0.33326,-0.33396,-0.33397,-0.33372,-0.33348,-0.33326,-0.33304,-0.33347,-0.336,-0.33443,-0.33556,-0.33579,-0.33594,-0.33623,-0.33623,-0.33619,-0.33626,-0.33624,-0.33619,-0.33615,-0.33609,-0.33598,-0.33591,-0.33538,-0.33509,-0.334,-0.32764,-0.32551,-0.32439,-0.32622,-0.32936,-0.32959,-0.331,-0.33162,-0.33292,-0.33375
0.022273,0.021152,0.020172,0.019567,0.019559,0.019335,0.019274,0.019275,0.019112,0.019053,0.019034,0.018838,0.018555,0.018278,0.018007,0.017954,0.017953,0.017753,0.017502,0.01729,0.017104,0.016893,0.016647,0.01642,0.016228,0.016122,0.016035,0.015902,0.015804,0.015736,0.015675,0.015613,0.015567,0.015552,0.015495,0.015458,0.015441,0.015315,0.015239,0.015055,0.01484,0.014793,0.015229,0.015483,0.017592,0.017383,0.018404,0.019483,0.019218,0.019955
-0.033776,-0.033538,-0.033571,-0.033625,-0.029145,-0.023989,-0.021793,-0.021223,-0.02169,-0.020587,-0.021655,-0.021817,-0.021829,-0.020048,-0.017481,-0.016334,-0.015959,-0.016068,-0.016297,-0.016668,-0.016792,-0.014768,-0.014077,-0.012144,-0.010758,-0.011591,-0.01218,-0.01194,-0.013326,-0.013121,-0.012974,-0.015427,-0.014264,-0.015091,-0.015473,-0.016011,-0.016315,-0.016853,-0.017194,-0.018196,-0.018746,-0.020562,-0.024327,-0.024569,-0.027639,-0.027885,-0.028996,-0.028816,-0.029487,-0.029917
