0.010855,0.015427,0.023352,0.035215,0.036134,0.043263,0.043249,0.045873,0.047111,0.047575,0.047377,0.046799,0.047291,0.0454,0.039838,0.035715,0.028258,0.025685,0.025043,0.02224,0.019876,0.016701,0.016126,0.015265,0.014674,0.011659,0.0088677,0.008618
-0.003888,-0.011034,-0.018441,-0.022454,-0.024309,-0.028169,-0.032441,-0.037769,-0.038008,-0.039126,-0.039851,-0.039888,-0.039291,-0.038365,-0.035455,-0.033287,-0.030734,-0.030742,-0.030109,-0.029573,-0.027076,-0.024999,-0.019949,-0.017336,-0.015109,-0.014108,-0.011989,-0.0091793
-0.0012088,-0.0010222,-0.00068278,8.6807e-05,0.0017257,0.0018231,0.0026846,0.0034668,0.0037134,0.0041646,0.0041343,0.0040177,0.0036543,0.0032045,0.0028234,0.0024774,0.0019283,0.0017349,0.0013918,0.0014164,0.0013563,0.0013475,0.0012323,0.0011666,0.00091599,0.00037132,-0.00010902,-0.0014926
-0.015486,-0.0069101,0.015391,0.020714,0.022051,0.02735,0.035473,0.035891,0.039191,0.040867,0.042678,0.044053,0.043584,0.043384,0.043001,0.043112,0.042937,0.042643,0.041702,0.041046,0.038983,0.036897,0.031493,0.032619,0.024169,0.02372,0.019976,0.014599
0.9003,0.90092,0.90073,0.90076,0.90061,0.90066,0.90062,0.90049,0.90011,0.89972,0.89951,0.8994,0.89936,0.89936,0.89935,0.89934,0.89929,0.89924,0.8992,0.89918,0.89917,0.89916,0.89913,0.89914,0.89937,0.8994,0.89976,0.89992
0.34843,0.35294,0.35798,0.3626,0.36757,0.36717,0.36814,0.36938,0.37104,0.3722,0.37322,0.37373,0.3743,0.37539,0.37506,0.37481,0.37463,0.37445,0.37422,0.37381,0.37306,0.37283,0.37213,0.3712,0.36495,0.35898,0.35396,0.3493
0.016384,0.033081,0.042011,0.051948,0.054364,0.055089,0.059042,0.057545,0.059916,0.060427,0.061191,0.061576,0.061975,0.062148,0.062512,0.063159,0.063177,0.062128,0.062839,0.061897,0.061899,0.061747,0.061746,0.061821,0.049492,0.032856,0.029418,0.023663
0.065824,0.064632,0.059749,0.05229,0.03236,0.015509,0.017082,0.013872,0.013743,0.013998,0.016763,0.022689,0.031095,0.033526,0.037725,0.040752,0.044867,0.048668,0.047404,0.049717,0.050198,0.050103,0.049188,0.04862,0.049675,0.04945,0.05042,0.05198
0.89755,0.89777,0.89829,0.89869,0.89905,0.89905,0.89913,0.899,0.899,0.89887,0.89836,0.89763,0.89745,0.89697,0.89666,0.8961,0.896,0.89576,0.89568,0.89568,0.89615,0.89849,0.89883,0.89848,0.89813,0.89781,0.89742,0.89803
-0.19613,-0.17866,-0.16416,-0.14271,-0.12784,-0.11381,-0.10416,-0.10104,-0.1031,-0.10688,-0.11286,-0.11723,-0.12219,-0.12367,-0.13143,-0.14994,-0.17132,-0.1848,-0.19559,-0.21202,-0.23042,-0.2453,-0.26521,-0.28402,-0.30279,-0.32258,-0.33612,-0.34772
