0.048206,0.051693,0.054181,0.053754,0.055264,0.056906,0.058467,0.060909,0.062765,0.065502,0.068673,0.077508,0.082466,0.083597,0.087696,0.08891,0.091459,0.091962,0.092754,0.092698,0.091877,0.090758,0.088022,0.081774,0.080094,0.074102,0.066856,0.065851,0.060478,0.058215,0.051844,0.05261,0.051918,0.052852,0.053481,0.054418,0.054757,0.055319,0.055842,0.056741,0.056951,0.057536,0.058462,0.058917,0.05936,0.060237,0.060148,0.060103,0.060035,0.059927,0.061089,0.061588,0.061859,0.06225,0.061971,0.062442,0.062447,0.062533,0.062507,0.062463,0.062456,0.062353,0.062281,0.062223,0.062084,0.061893,0.061717,0.061467
-0.0094439,-0.010214,-0.011217,-0.011639,-0.013435,-0.015857,-0.020902,-0.022692,-0.025356,-0.024668,-0.02499,-0.025093,-0.024737,-0.02165,-0.019295,-0.018615,-0.018634,-0.018805,-0.018792,-0.017684,-0.017874,-0.018592,-0.019681,-0.021007,-0.021794,-0.023517,-0.022678,-0.023056,-0.022561,-0.021461,-0.019784,-0.016781,-0.010744,-0.010386,-0.0058601,-0.0062857,-0.0051604,-0.0034326,-0.0023952,-0.00176,-0.00040584,0.0010981,0.0020812,0.002247,0.0023364,0.0021394,0.0013485,0.0016409,0.00097941,0.00021692,-0.00024561,-0.00076772,-0.00072198,-0.0022631,-0.0023866,-0.0029662,-0.0033662,-0.0036747,-0.0037049,-0.0041005,-0.003943,-0.0039236,-0.0039129,-0.0040957,-0.0040574,-0.0042395,-0.0042396,-0.0043016
0.0016966,0.0016866,0.0016353,0.0017089,0.0018455,0.0019629,0.0020729,0.0011558,0.00060571,-2.1573e-05,0.0005047,0.00078579,0.00079434,0.0010135,0.00052702,2.0718e-05,-0.00031637,-0.00063563,-0.00098369,-0.0010661,-0.000445,-0.00038728,-1.7758e-05,0.00056565,0.0014721,0.0032674,0.0050091,0.0069485,0.0061914,0.0052195,0.0057111,0.0061912,0.0048619,0.004412,0.0035775,0.0023311,0.0018048,0.0017417,0.0011199,0.00051674,0.00020707,-4.4163e-05,-0.00016913,-0.0003186,-0.00062819,-0.00086956,-0.0010384,-0.00096923,-0.0009019,-0.00084615,-0.00074164,-0.00062614,-0.00040887,-0.00047401,-0.00037251,-0.00026449,-9.9048e-05,2.746e-05,0.00011646,0.0001073,9.2641e-05,6.7548e-05,9.6632e-05,0.0001165,0.00012964,0.00014172,0.00016173,0.00015802
0.0012004,0.00041327,-0.0022388,-0.0066408,-0.0098997,-0.017365,-0.015165,-0.014817,-0.018713,-0.022157,-0.028774,-0.041281,-0.049537,-0.050496,-0.050922,-0.052714,-0.052395,-0.052062,-0.055083,-0.058049,-0.058255,-0.059847,-0.059743,-0.061296,-0.063379,-0.061453,-0.061411,-0.057225,-0.052738,-0.048087,-0.044975,-0.044235,-0.041445,-0.039495,-0.038278,-0.036381,-0.036329,-0.035675,-0.034915,-0.034272,-0.034466,-0.034647,-0.034685,-0.033778,-0.032768,-0.031065,-0.031032,-0.02923,-0.027756,-0.026728,-0.025655,-0.025875,-0.024801,-0.024042,-0.023572,-0.023279,-0.023187,-0.02315,-0.023138,-0.023017,-0.022825,-0.022132,-0.02248,-0.022649,-0.023203,-0.023454,-0.024264,-0.025166
0.88984,0.89187,0.89424,0.8956,0.89623,0.89676,0.897,0.898,0.89831,0.89924,0.89961,0.90008,0.89991,0.90501,0.90583,0.90655,0.90807,0.90899,0.91004,0.91033,0.91079,0.91034,0.90921,0.90824,0.90633,0.90625,0.90536,0.90427,0.90358,0.90273,0.90228,0.90247,0.90342,0.90379,0.90403,0.90401,0.90377,0.90343,0.90397,0.90386,0.90392,0.90393,0.90391,0.90378,0.90384,0.90383,0.90376,0.90366,0.90354,0.90349,0.90346,0.90343,0.90338,0.90318,0.90316,0.90305,0.90295,0.90285,0.90276,0.90265,0.90264,0.90265,0.90258,0.90247,0.90237,0.9023,0.90224,0.90219
0.33804,0.32896,0.32088,0.31519,0.31532,0.31242,0.3108,0.33179,0.33432,0.33812,0.3433,0.34603,0.34448,0.33512,0.32103,0.31189,0.30141,0.29924,0.29918,0.29643,0.29512,0.29775,0.30221,0.32305,0.3271,0.33192,0.33571,0.33761,0.33882,0.33866,0.33626,0.33352,0.32687,0.32373,0.32139,0.32137,0.31496,0.31269,0.30935,0.30961,0.30858,0.30791,0.30801,0.32079,0.32546,0.33032,0.33401,0.33571,0.33683,0.33735,0.33796,0.33824,0.33804,0.33783,0.33772,0.3377,0.33785,0.33811,0.33824,0.33883,0.34005,0.33995,0.34031,0.34067,0.34064,0.34128,0.34117,0.34177
0.027277,0.021619,0.020791,0.015636,0.0098708,0.010432,0.0068699,0.030186,0.060054,0.076485,0.089444,0.097341,0.076667,0.05146,0.038467,0.024038,0.01861,0.020463,0.015334,0.014746,0.013926,0.011142,0.011203,0.03078,0.059023,0.074545,0.085109,0.085306,0.084847,0.072931,0.070718,0.071469,0.069949,0.071401,0.073089,0.073975,0.060542,0.040401,0.030303,0.022197,0.018159,0.016605,0.012693,0.027577,0.046077,0.051669,0.05343,0.050901,0.049839,0.048835,0.047603,0.046271,0.046655,0.046157,0.046293,0.046721,0.049367,0.051941,0.053217,0.055175,0.05753,0.061182,0.063061,0.065529,0.070488,0.070139,0.072507,0.077171
0.015069,0.0019654,-0.0071503,-0.0062815,-0.0078225,-0.0080669,-0.010675,-0.0073905,-0.0040746,-0.0032408,-0.0074657,-0.015569,-0.013743,-0.0068579,-0.0079276,-0.0050989,-0.0035689,-0.0020805,-9.3294e-05,-0.00028462,-0.0016155,0.0016417,0.0045363,0.0090914,0.013341,0.012992,0.016543,0.027339,0.040254,0.054782,0.070224,0.074092,0.075465,0.075517,0.07563,0.06641,0.045249,0.025421,0.01558,0.009548,0.00056264,-0.00099427,-0.0051525,-0.0041489,0.00074126,0.0025201,0.0051318,0.015019,0.02458,0.027229,0.030169,0.032462,0.035027,0.039274,0.045129,0.050063,0.04996,0.04961,0.048987,0.048309,0.043989,0.033492,0.033004,0.020048,0.014194,-0.0006842,-0.023658,-0.025549
0.89734,0.89833,0.89916,0.90079,0.90378,0.90333,0.90308,0.90398,0.90612,0.90892,0.90895,0.91082,0.91014,0.91,0.91056,0.91069,0.91081,0.91073,0.9106,0.91054,0.91046,0.9107,0.91098,0.91081,0.91071,0.91138,0.9115,0.91172,0.91258,0.91252,0.91223,0.91183,0.911,0.91024,0.91048,0.91004,0.9097,0.90865,0.90884,0.90873,0.90866,0.90864,0.90857,0.9085,0.9085,0.90853,0.9085,0.90844,0.90838,0.90836,0.90838,0.90841,0.90844,0.9085,0.9088,0.9087,0.90885,0.90887,0.90885,0.90882,0.90895,0.90896,0.90906,0.90916,0.90922,0.90925,0.90927,0.90928
-0.27063,-0.25906,-0.21557,-0.17247,-0.096617,-0.0035272,0.074138,0.11632,0.13917,0.16509,0.17951,0.18742,0.19899,0.21471,0.23145,0.24645,0.25837,0.27086,0.2758,0.28972,0.30335,0.28596,0.25095,0.26,0.16995,0.075809,-0.0048389,-0.098464,-0.15454,-0.20393,-0.24665,-0.27596,-0.29642,-0.30792,-0.31367,-0.31588,-0.31976,-0.32242,-0.32613,-0.32639,-0.32547,-0.325,-0.32435,-0.33243,-0.33638,-0.33931,-0.34169,-0.34256,-0.34257,-0.34263,-0.34195,-0.34157,-0.34094,-0.34035,-0.33973,-0.33922,-0.3389,-0.33878,-0.3383,-0.33792,-0.3377,-0.33775,-0.3378,-0.33773,-0.33786,-0.338,-0.33828,-0.33848
