0.017688,0.019285,0.023596,0.0299,0.040926,0.04195,0.046201,0.0488,0.05142,0.054887,0.057893,0.060437,0.06035,0.060299,0.060992,0.060641,0.060534,0.060701,0.060443,0.059101,0.055607,0.056078,0.055644,0.054633,0.053754,0.052696,0.051507,0.05147,0.050931,0.050184,0.049186,0.047905,0.045242,0.042334
0.015462,0.015676,0.01004,0.001205,-0.0066347,-0.0068725,-0.012793,-0.012634,-0.013816,-0.014421,-0.014095,-0.012377,-0.011003,-0.0081539,-0.0070505,-0.0060277,-0.0048453,-0.0035987,-0.0034053,-0.0025696,-0.0017267,-0.0016705,-0.0016359,-0.00234,-0.0031615,-0.0028904,-0.0026337,-0.0029955,-0.002931,-0.0027696,-0.0020486,-0.0019959,-0.0021563,-0.0021393
-0.0017364,-0.0018218,0.000661,0.001622,0.0039763,0.0040894,0.0044092,0.0054472,0.0054178,0.0053232,0.0046294,0.003872,0.0033551,0.003339,0.0028273,0.002266,0.0019198,0.0011073,2.2623e-05,-0.00031875,-0.0014864,-0.00042088,-0.00010182,0.00023845,-0.00053341,-0.00092705,-0.001138,-0.0011026,-0.0011855,-0.0012081,-0.0012192,-0.0012714,-0.0017672,-0.0018774
-0.023046,-0.019331,-0.012502,0.0037136,0.0047709,0.015972,0.027591,0.034816,0.039937,0.044857,0.050648,0.052343,0.055862,0.059174,0.061196,0.062493,0.065287,0.064806,0.064495,0.063453,0.060897,0.060811,0.058394,0.058246,0.058169,0.054507,0.051685,0.05081,0.049008,0.04959,0.04817,0.046103,0.04527,0.043628
0.90115,0.90121,0.90184,0.90282,0.90365,0.90363,0.90384,0.90367,0.90352,0.90432,0.90482,0.9047,0.90457,0.90478,0.90526,0.90572,0.90597,0.90654,0.90677,0.9071,0.90715,0.90716,0.907,0.90606,0.9065,0.90492,0.90517,0.90503,0.9048,0.90452,0.9042,0.90369,0.90369,0.90362
0.33342,0.33248,0.33516,0.33712,0.3387,0.33982,0.34171,0.34399,0.346,0.34704,0.34688,0.34646,0.34641,0.34545,0.34364,0.34198,0.33907,0.33931,0.33756,0.3365,0.33562,0.33594,0.33652,0.33647,0.33708,0.33791,0.33975,0.34111,0.34225,0.3421,0.34409,0.34443,0.34386,0.34397
0.033013,0.033653,0.040999,0.040866,0.043275,0.050175,0.050283,0.053601,0.053797,0.054798,0.057869,0.058373,0.059802,0.063124,0.067684,0.063564,0.06568,0.069232,0.068667,0.069025,0.068926,0.069585,0.069814,0.069707,0.069533,0.06897,0.067097,0.066071,0.063377,0.062882,0.0617,0.060459,0.05932,0.05749
0.055855,0.055592,0.053724,0.046549,0.04038,0.04057,0.038188,0.038244,0.036589,0.035786,0.035283,0.034849,0.034312,0.033825,0.032463,0.03255,0.03262,0.030479,0.02948,0.029718,0.028139,0.023892,0.026837,0.02531,0.025046,0.024495,0.02849,0.029329,0.029166,0.030584,0.0315,0.032791,0.037958,0.042896
-0.88322,-0.86831,0.88631,0.9021,0.90883,0.91314,0.91287,0.9123,0.91201,0.91167,0.90995,0.90945,0.90805,0.90906,0.90926,0.90915,0.90868,0.90776,0.90686,0.90475,0.90282,0.90133,0.89956,0.8995,0.89963,0.89972,0.89878,0.89822,0.89785,0.89767,0.89766,0.8982,0.89879,0.89883
-0.27412,-0.29195,-0.19094,-0.16998,-0.14809,-0.12657,-0.10994,-0.092411,-0.070579,-0.07221,-0.077411,-0.086201,-0.088406,-0.082011,-0.073711,-0.070659,-0.068225,-0.075584,-0.089185,-0.10553,-0.12409,-0.13782,-0.14593,-0.15534,-0.15427,-0.15696,-0.16633,-0.15699,-0.21933,-0.24474,-0.28108,-0.30952,-0.33101,-0.34736
