0.0076474,0.010717,0.010873,0.011688,0.01336,0.016055,0.018286,0.019066,0.019396,0.020011,0.020509,0.020863,0.02077,0.021624,0.022664,0.022672,0.022772,0.024117,0.025429,0.025232,0.026185,0.026837,0.028073,0.028794,0.031656,0.032277,0.037736,0.035377,0.035232
0.0097436,0.0047651,0.00037522,-0.0042146,-0.0043838,-0.011619,-0.019585,-0.021812,-0.021656,-0.020194,-0.018468,-0.018876,-0.019355,-0.016992,-0.015093,-0.013289,-0.010772,-0.0089073,-0.0069871,-0.0055435,-0.0047794,-0.0038792,-0.0037725,-0.0029785,-0.0023717,-0.0019039,-0.00027087,-0.00033016,-0.00082253
-0.006119,-0.0059881,-0.0058331,-0.0060191,-0.0060091,-0.0056137,-0.0050393,-0.0053127,-0.0055973,-0.0060545,-0.0064648,-0.0059052,-0.0051971,-0.0047197,-0.0052962,-0.0060417,-0.0049958,-0.0049632,-0.0051622,-0.0051346,-0.0050324,-0.0046992,-0.0048271,-0.0047669,-0.0050383,-0.0047628,-0.0049469,-0.0048762,-0.0048212
-0.0059603,-0.00076812,0.00087563,0.001713,0.0055965,0.0075315,0.0077748,0.0079318,0.0074886,0.007785,0.0068647,0.0079887,0.0075846,0.005567,0.0024532,0.0040673,0.00079525,-0.0017136,-0.015815,-0.015757,-0.020972,-0.022413,-0.024063,-0.023936,-0.023156,-0.026607,-0.02393,-0.02003,-0.016114
0.90989,0.91288,0.91571,0.91667,0.91785,0.91251,0.90557,0.90795,0.91369,0.91527,0.91762,0.91351,0.90805,0.90508,0.90541,0.90808,0.91045,0.91102,0.9104,0.91036,0.91047,0.91045,0.91052,0.91057,0.91055,0.91003,0.90885,0.90745,0.9065
0.25996,0.239,0.21685,0.20608,0.20528,0.23173,0.25545,0.25164,0.23727,0.22485,0.21272,0.21091,0.20667,0.19879,0.1934,0.18862,0.18658,0.22853,0.23275,0.24072,0.25053,0.25668,0.26354,0.27448,0.27361,0.26971,0.2656,0.25542,0.25073
4.8278e-09,9.8665e-09,6.1356e-09,5.1699e-09,3.9423e-09,2.671e-09,2.0041e-09,3.4849e-09,4.4401e-09,1.6605e-09,-9.9794e-10,-1.9827e-09,-7.7795e-10,-6.791e-10,-4.9047e-10,9.8478e-10,3.0224e-09,-2.2935e-09,7.1262e-09,8.4903e-09,-1.0915e-09,2.367e-09,-6.1799e-09,-4.1805e-09,3.4921e-09,-1.2368e-09,5.4985e-10,6.4774e-09,2.5982e-09
0.13233,0.23334,0.3083,0.35949,0.40785,0.47162,0.52522,0.53061,0.51971,0.50652,0.48519,0.47211,0.45713,0.44701,0.44508,0.4417,0.44046,0.3203,0.45361,0.49172,0.53545,0.36576,0.31735,0.24596,0.34937,0.39454,0.4165,0.43019,0.43889
0.881,0.88033,0.88039,0.8791,0.87731,0.87921,0.88001,0.88083,0.88257,0.88394,0.8837,0.88667,0.88909,0.88997,0.8898,0.88999,0.89011,0.89001,0.89434,0.90014,0.90175,0.90333,0.90695,0.90674,0.90649,0.90708,0.90868,0.90902,0.90824
-0.45628,-0.46658,-0.46517,-0.46816,-0.47137,-0.46765,-0.46702,-0.44597,-0.42755,-0.41519,-0.40687,-0.39279,-0.38032,-0.37552,-0.36927,-0.36775,-0.36093,-0.36201,-0.35089,-0.33549,-0.33117,-0.32626,-0.32629,-0.31027,-0.29798,-0.28523,-0.27156,-0.26648,-0.26997
-0.00047866,-0.00037613,-0.00025592,-0.00022248,-0.00021784,-0.00017375,-0.00015457,-0.00013766,-0.00010757,-9.0837e-05,-7.3277e-05,-7.9829e-05,-7.8363e-05,-7.9498e-05,-6.9948e-05,-6.204e-05,-5.3566e-05,-4.6316e-05,-4.1327e-05,-4.0058e-05,-4.1388e-05,-3.7254e-05,-2.9983e-05,-2.122e-05,-1.5389e-05,-1.0995e-05,-8.1649e-06,-5.7937e-06,-4.197e-06
0.12655,0.1255,0.13511,0.13613,0.14009,0.14338,0.14594,0.19025,0.23559,0.25149,0.26815,0.27588,0.2824,0.29146,0.29208,0.29531,0.29994,0.30358,0.31815,0.33229,0.33712,0.34462,0.34308,0.38512,0.43741,0.46233,0.53355,0.50931,0.46242
0.92174,0.92167,0.92096,0.92085,0.92063,0.91834,0.91501,0.91654,0.91653,0.91683,0.91755,0.91732,0.91775,0.91827,0.9184,0.91881,0.91932,0.91941,0.91965,0.92069,0.92004,0.91997,0.92064,0.92062,0.92126,0.92129,0.92389,0.9234,0.92396
0.29934,0.30551,0.30502,0.31178,0.32073,0.3359,0.35209,0.35606,0.35975,0.36631,0.36796,0.37266,0.37888,0.3817,0.38202,0.38238,0.3834,0.38219,0.38195,0.38192,0.38189,0.38089,0.38021,0.37943,0.37809,0.37633,0.37297,0.37164,0.36985
0.070485,0.071554,0.071051,0.066714,0.0585,0.05513,0.047233,0.041726,0.040356,0.038463,0.034794,0.027305,0.027763,0.027355,0.027871,0.030569,0.031325,0.03252,0.033826,0.034455,0.035521,0.03641,0.037586,0.038242,0.03811,0.037677,0.037652,0.037227,0.036488
0.034203,0.03438,0.035479,0.0338,0.032669,0.019735,0.0054112,0.0037312,0.0038554,0.003359,0.0030353,-0.0022913,-0.010745,-0.011383,-0.014461,-0.013726,-0.01361,-0.016427,-0.016538,-0.01791,-0.019289,-0.019546,-0.021883,-0.021926,-0.025001,-0.026268,-0.025058,-0.024424,-0.027414
0.92129,0.92252,0.92346,0.9238,0.92448,0.92416,0.92382,0.92619,0.92719,0.92724,0.92772,0.92786,0.92787,0.92789,0.92789,0.92766,0.92755,0.92756,0.92703,0.92692,0.92691,0.92651,0.92662,0.92638,0.92631,0.92627,0.92624,0.92628,0.92654
-0.36747,-0.36836,-0.36842,-0.36854,-0.36775,-0.37097,-0.37122,-0.36604,-0.35874,-0.35296,-0.34924,-0.34671,-0.34242,-0.3428,-0.34241,-0.34336,-0.34684,-0.34752,-0.34876,-0.34828,-0.34681,-0.34627,-0.34491,-0.34036,-0.33971,-0.33537,-0.32881,-0.32373,-0.31969
-0.023267,-0.022796,-0.021334,-0.01329,-0.01313,-6.0543e-07,-0.00040561,0.0056008,0.002489,0.0058988,0.0096095,0.013487,0.01683,0.026967,0.036218,0.03706,0.048906,0.051993,0.054265,0.0539,0.055158,0.056334,0.062948,0.064154,0.065291,0.065688,0.060872,0.05444,0.054013
0.010835,0.013091,0.014707,0.013619,0.015205,0.0042414,-0.0084353,-0.010245,-0.010725,-0.010869,-0.011021,-0.016032,-0.022043,-0.02438,-0.026216,-0.022744,-0.021726,-0.021736,-0.023162,-0.024315,-0.025501,-0.025776,-0.027594,-0.030077,-0.031946,-0.037456,-0.035864,-0.040883,-0.043813
