0.010709,0.018005,0.023647,0.028723,0.037547,0.037729,0.043663,0.044292,0.047529,0.050926,0.058206,0.062722,0.06524,0.065936,0.069522,0.070864,0.071718,0.071771,0.07229,0.072995,0.076142,0.076215,0.07529,0.073632,0.071012,0.067845,0.063211,0.054901,0.052301,0.046294,0.041075,0.036559,0.032452
0.018211,0.017311,0.01594,0.012553,0.012773,0.0070112,-0.0022323,-0.014264,-0.016984,-0.024196,-0.026605,-0.025856,-0.02561,-0.025815,-0.026062,-0.026468,-0.027219,-0.027758,-0.027115,-0.02641,-0.025441,-0.022134,-0.020791,-0.02025,-0.01975,-0.019028,-0.017634,-0.018254,-0.018554,-0.018007,-0.017659,-0.016744,-0.016029
-0.0033915,-0.0040316,-0.0049258,-0.0048121,-0.0039876,-0.0031719,-0.0016568,0.00032272,-0.00013673,-0.00061881,-0.00034805,-0.0010036,-0.0017728,-0.0013203,-0.00044812,0.00070962,0.00044181,0.00076147,0.00099856,0.00075743,0.00058613,-0.00075749,-0.0024057,-0.0026669,-0.0028511,-0.003135,-0.0027352,-0.0025557,-0.0017189,-0.00075421,0.0013951,0.00054099,0.0016711
-0.075842,-0.054346,-0.045908,-0.030037,-0.022999,-0.013287,0.0055354,0.02281,0.035246,0.058794,0.075019,0.090792,0.089756,0.093368,0.093344,0.092792,0.092208,0.092119,0.091832,0.088008,0.084019,0.085104,0.082266,0.080105,0.077893,0.075367,0.069151,0.057154,0.052747,0.044424,0.036532,0.02877,0.023105
0.90167,0.90205,0.90377,0.90558,0.90903,0.90886,0.91198,0.91548,0.91588,0.91719,0.91624,0.91593,0.91634,0.9167,0.91722,0.91745,0.91751,0.91747,0.91746,0.91772,0.9188,0.92296,0.92778,0.92817,0.92709,0.92588,0.92455,0.92288,0.92082,0.91953,0.91766,0.91766,0.91594
0.32488,0.32318,0.3291,0.33619,0.33539,0.34158,0.33196,0.32244,0.32208,0.3236,0.32543,0.32627,0.32627,0.32332,0.31937,0.31741,0.31713,0.31707,0.31713,0.31658,0.31448,0.30097,0.29056,0.29245,0.29403,0.2968,0.29968,0.30406,0.31049,0.31432,0.31696,0.31894,0.3204
0.046353,0.047136,0.047738,0.048683,0.050132,0.049079,0.041859,0.039241,0.038435,0.034583,0.031812,0.028695,0.028724,0.023311,0.019399,0.01795,0.016176,0.015784,0.014634,0.014737,0.014053,0.013437,0.012286,0.012552,0.011494,0.011305,0.011284,0.017973,0.020387,0.021305,0.02699,0.032975,0.032453
0.078381,0.07738,0.070459,0.07131,0.06888,0.068091,0.069042,0.057317,0.046726,0.046584,0.046232,0.045671,0.044111,0.028722,0.016716,0.018032,0.016869,0.017368,0.016734,0.017109,0.017532,0.016526,0.020019,0.028234,0.034522,0.041263,0.046198,0.050617,0.052842,0.054072,0.053471,0.054442,0.054592
0.89829,0.89218,0.90574,0.92134,0.92818,0.93041,0.92843,0.92603,0.92488,0.92428,0.92399,0.92137,0.92164,0.92179,0.92205,0.92236,0.92275,0.92272,0.92209,0.91957,0.91716,0.91342,0.91483,0.91291,0.91243,0.91191,0.91164,0.91142,0.91082,0.91095,0.911,0.91105,0.91121
-0.24282,-0.23392,-0.087009,-0.02613,0.041323,0.078071,0.073434,0.059376,0.049432,0.051585,0.061093,0.07165,0.086322,0.10548,0.11292,0.11157,0.10948,0.11592,0.1241,0.11763,0.11242,0.091278,0.058614,0.023182,-0.0016705,-0.012177,-0.057008,-0.11771,-0.14211,-0.16493,-0.19132,-0.22172,-0.2505
