0.0019469,0.0035023,0.0043355,0.0045732,0.0049445,0.0051783,0.0055117,0.0053619,0.0052235,0.0050652,0.0049447,0.0051973,0.0051222,0.0051789,0.0050561,0.0048078,0.0049521,0.0047571,0.0042814,0.0043602,0.0044499,0.0037971,0.0038033,0.0034997,0.0035215,0.0033588,0.0032125,0.0031139,0.0030516,0.0030497,0.0031446,0.0034457,0.003949,0.0044453,0.0048142,0.005063,0.0052146,0.0053162,0.0053377,0.005234,0.0050924,0.0048493,0.0043767,0.0044141,0.003439,0.0028914,0.00076718,0.00073149,0.00070752,0.0018277,0.0014008,0.0019769,0.0018874,0.0015987,0.00041117
0.016556,0.017924,0.018619,0.020367,0.021326,0.023054,0.023366,0.023699,0.023793,0.024179,0.024554,0.024954,0.025207,0.025298,0.025196,0.025114,0.025219,0.025266,0.025269,0.025333,0.02545,0.025456,0.025497,0.025485,0.02543,0.025412,0.025385,0.025535,0.025643,0.025664,0.025177,0.023054,0.023317,0.022958,0.022323,0.022862,0.022987,0.023063,0.02191,0.022092,0.022167,0.022288,0.022401,0.022335,0.022239,0.022349,0.023692,0.025606,0.026065,0.026969,0.027394,0.027516,0.027369,0.027111,0.026723
-0.0030294,-0.0026519,-0.0020003,-0.0023469,-0.0024563,-0.0026476,-0.0028132,-0.0025546,-0.0024798,-0.0024814,-0.0025426,-0.0025458,-0.0026021,-0.0026688,-0.0027139,-0.0027353,-0.0028145,-0.0028598,-0.0028698,-0.0028613,-0.0028955,-0.002957,-0.0029575,-0.0029791,-0.002993,-0.0030084,-0.0030355,-0.0030299,-0.0030521,-0.0030659,-0.0030578,-0.0030112,-0.0029165,-0.0028797,-0.0028119,-0.0026211,-0.0023876,-0.0024337,-0.0022607,-0.0022828,-0.002141,-0.002152,-0.0021838,-0.0021633,-0.0019379,-0.001503,-0.0012516,-0.0015355,-0.0019948,-0.0022103,-0.0022106,-0.002287,-0.0023735,-0.0024327,-0.0024599
-0.030292,-0.031836,-0.037173,-0.043897,-0.043433,-0.042145,-0.042819,-0.044153,-0.044286,-0.044617,-0.044399,-0.043798,-0.042933,-0.042219,-0.042817,-0.041882,-0.04214,-0.042328,-0.042148,-0.042081,-0.04191,-0.04151,-0.040797,-0.041267,-0.04096,-0.04068,-0.04019,-0.040487,-0.040647,-0.04066,-0.039968,-0.039327,-0.040154,-0.040179,-0.040076,-0.039995,-0.040624,-0.040573,-0.040754,-0.041142,-0.042031,-0.042027,-0.0421,-0.041613,-0.04215,-0.042235,-0.039681,-0.038328,-0.036294,-0.035443,-0.035699,-0.034641,-0.03454,-0.034669,-0.034787
0.89407,0.89333,0.89297,0.89495,0.90051,0.90512,0.90784,0.90824,0.90824,0.9094,0.91176,0.91227,0.91355,0.91425,0.91381,0.91331,0.91279,0.91262,0.91455,0.91405,0.91527,0.91529,0.91527,0.91545,0.91583,0.91643,0.91665,0.91907,0.91866,0.91872,0.9185,0.91798,0.91608,0.91401,0.91348,0.91322,0.91319,0.91317,0.91101,0.90848,0.90697,0.90585,0.90524,0.90426,0.90271,0.90013,0.88821,0.88245,0.8882,0.88736,0.88808,0.88844,0.88878,0.88889,0.88873
0.32357,0.31419,0.30187,0.27964,0.24273,0.22016,0.21014,0.21549,0.22562,0.2347,0.24365,0.25646,0.26567,0.253,0.24742,0.23642,0.22549,0.22422,0.23095,0.23152,0.23293,0.23734,0.22746,0.21374,0.2147,0.21653,0.21241,0.21279,0.21604,0.21921,0.22136,0.22533,0.23023,0.23467,0.2331,0.23398,0.2338,0.23411,0.23638,0.24263,0.25476,0.27242,0.2756,0.263,0.25106,0.23978,0.25153,0.26842,0.27032,0.26725,0.33207,0.33468,0.35244,0.36231,0.3577
0.0045044,0.0032748,0.0024421,0.0017169,0.0012685,0.00091148,0.00065537,0.00047085,0.00034529,-0.0002526,-0.0001798,-0.00012437,-9.3514e-05,6.6008e-05,4.8348e-05,3.4809e-05,2.5065e-05,1.9493e-05,-1.4873e-05,-1.0719e-05,8.0866e-06,5.896e-06,4.4596e-06,3.1204e-06,2.2788e-06,1.7488e-06,1.5839e-06,1.2608e-06,8.7119e-07,7.2775e-07,7.1065e-07,5.864e-07,4.588e-07,3.229e-07,3.082e-07,2.5297e-07,2.6089e-07,2.0801e-07,1.4233e-07,1.3179e-07,1.4987e-07,1.1807e-07,9.0651e-08,7.8007e-08,5.6417e-08,4.4108e-08,2.3703e-08,1.7861e-08,1.42e-08,1.2175e-08,0.052741,0.067884,0.083463,0.0962,0.078634
0.1294,-0.20422,-0.19982,-0.29548,-0.40244,-0.47472,-0.5184,-0.52993,-0.52687,-0.50729,-0.49073,-0.48151,-0.46344,-0.48836,-0.51616,-0.5491,-0.592,-0.59621,-0.57429,-0.57061,-0.56458,-0.55071,-0.4481,-0.30028,-0.35992,-0.43906,-0.49691,-0.53128,-0.5338,-0.53591,-0.53901,-0.54149,-0.5487,-0.5484,-0.55325,-0.55591,-0.55469,-0.55357,-0.556,-0.37143,-0.5099,-0.52483,-0.56737,-0.61975,-0.65645,-0.68424,-0.68599,-0.34107,-0.28466,-0.16112,-0.10095,-0.054258,-0.0046436,0.035901,0.066903
-0.89644,-0.89712,-0.89785,0.90033,0.90402,0.90408,0.90424,0.90592,0.90798,0.90727,0.90752,0.90744,0.90714,0.90677,0.90616,0.90645,0.90619,0.90574,0.90649,0.90743,0.90736,0.90701,0.9071,0.90684,0.90653,0.90628,0.90624,0.90661,0.90719,0.90695,0.90709,0.90708,0.90701,0.90688,0.90744,0.90786,0.90799,0.90825,0.90835,0.90842,0.90839,0.90854,0.90869,0.90876,0.90863,0.90839,-0.89596,0.89049,0.89418,0.89597,0.89742,0.89867,0.89964,0.9001,0.9006
-0.39075,-0.38073,-0.37146,-0.33006,-0.31746,-0.30353,-0.28989,-0.28493,-0.26971,-0.26695,-0.27721,-0.28129,-0.28745,-0.2902,-0.29135,-0.29542,-0.29452,-0.30252,-0.30205,-0.30342,-0.30391,-0.30453,-0.30428,-0.30343,-0.30513,-0.29952,-0.2919,-0.28629,-0.28097,-0.2823,-0.29245,-0.30034,-0.2971,-0.29658,-0.29548,-0.29947,-0.29994,-0.3066,-0.30817,-0.30334,-0.28453,-0.26003,-0.2417,-0.26869,-0.2756,-0.27865,-0.35162,-0.36005,-0.36185,-0.39954,-0.40975,-0.4182,-0.41942,-0.41624,-0.40972
