0.040765,0.046006,0.051442,0.059377,0.071878,0.074335,0.080492,0.086445,0.095095,0.0976,0.10404,0.10556,0.10909,0.10959,0.11056,0.11104,0.11129,0.11141,0.11224,0.1129,0.11277,0.11264,0.11296,0.11309,0.11303,0.11287,0.11214,0.11089,0.10965,0.10722,0.10194,0.094547,0.093073,0.084769,0.084023,0.071639,0.071447,0.060454,0.046521,0.036219,0.029345,0.026973
-0.014305,-0.016746,-0.019579,-0.026306,-0.027379,-0.027383,-0.02813,-0.028926,-0.02952,-0.029479,-0.02926,-0.028785,-0.028143,-0.027499,-0.026816,-0.026244,-0.025582,-0.024781,-0.024317,-0.023886,-0.023281,-0.022962,-0.023099,-0.022533,-0.022118,-0.022119,-0.021838,-0.02167,-0.02179,-0.023338,-0.024309,-0.026088,-0.028208,-0.03033,-0.033734,-0.033735,-0.033797,-0.031934,-0.03094,-0.024621,-0.021953,-0.015724
0.0017813,0.0016639,0.0015159,0.0013342,0.0015344,0.0015662,0.0016187,0.0021501,0.0021256,0.0023809,0.0025884,0.0025664,0.0024517,0.0022105,0.0019608,0.0016487,0.0016403,0.0015667,0.0014458,0.0007371,0.00067643,0.00048032,0.00037319,0.00023219,0.00016792,0.00011432,5.8715e-05,-5.6657e-06,-5.8382e-05,-0.00017497,-0.00010521,0.00016062,0.00071761,0.0041334,0.0071354,0.0055428,0.005082,0.0053441,0.0039365,0.0026732,0.00052724,0.00020455
-0.018014,-0.0062846,0.0086478,0.036189,0.04173,0.047798,0.070749,0.088654,0.093682,0.10739,0.1117,0.12299,0.12505,0.12743,0.13179,0.13524,0.1403,0.14023,0.14227,0.14393,0.14747,0.14917,0.15135,0.15261,0.15217,0.15436,0.15367,0.1543,0.15297,0.14621,0.13986,0.12413,0.11856,0.09979,0.081251,0.068304,0.058891,0.047462,0.035787,0.025964,0.0094298,-0.021864
0.89842,0.89909,0.89887,0.89946,0.90005,0.90084,0.90124,0.90164,0.90191,0.90246,0.90365,0.90484,0.90556,0.90618,0.90912,0.90863,0.90888,0.91028,0.90942,0.91018,0.9101,0.91065,0.91055,0.91047,0.91087,0.91088,0.91106,0.91124,0.91141,0.91147,0.91122,0.91116,0.91073,0.90964,0.90947,0.9086,0.90591,0.90594,0.90465,0.90436,0.90442,0.90411
0.36868,0.37077,0.3725,0.37475,0.3748,0.37454,0.3751,0.37544,0.37627,0.37516,0.37414,0.37358,0.37168,0.36483,0.36611,0.36562,0.36577,0.36394,0.36493,0.36415,0.36355,0.36301,0.36266,0.36242,0.36225,0.36218,0.36218,0.36217,0.36219,0.36299,0.36494,0.3693,0.36914,0.36956,0.36889,0.36997,0.37039,0.37341,0.37344,0.37219,0.36956,0.36405
0.060326,0.059825,0.059146,0.057217,0.054225,0.052254,0.04911,0.048829,0.046474,0.044239,0.043249,0.043259,0.042913,0.042715,0.042434,0.041642,0.040363,0.03809,0.037046,0.036548,0.035789,0.035677,0.035711,0.035258,0.035226,0.035239,0.035063,0.03468,0.033869,0.033486,0.032612,0.031381,0.032218,0.032848,0.038185,0.034779,0.036715,0.035813,0.035143,0.035078,0.038104,0.04132
0.0033952,0.0081741,0.019446,0.022862,0.03166,0.040876,0.049538,0.059516,0.065343,0.074178,0.079809,0.083202,0.083685,0.086877,0.091257,0.096291,0.10262,0.10283,0.10483,0.10572,0.10638,0.10684,0.10855,0.11062,0.11316,0.11476,0.11411,0.11346,0.11284,0.11302,0.11151,0.10951,0.10752,0.0987,0.093608,0.067743,0.040888,0.026771,0.011708,-0.0032245,-0.061066,-0.059089
0.90553,0.9051,0.90401,0.90175,0.89928,0.89855,0.89779,0.89799,0.89807,0.89847,0.89919,0.89967,0.89977,0.8999,0.90013,0.90005,0.89995,0.9001,0.9001,0.90005,0.8999,0.89989,0.8998,0.89979,0.89979,0.8998,0.89975,0.89975,0.89972,0.89972,0.89975,0.8999,0.90046,0.90204,0.90448,0.90832,0.91114,0.9096,0.90877,0.90907,0.90721,0.9047
-0.023351,0.068384,0.12618,0.18955,0.21489,0.22687,0.23568,0.24043,0.24243,0.23708,0.23239,0.23094,0.23232,0.23412,0.23611,0.23864,0.23869,0.23889,0.23807,0.2381,0.23769,0.23721,0.23713,0.23722,0.23724,0.23733,0.24193,0.24603,0.26048,0.30378,0.26988,0.23118,0.22961,0.1632,0.11123,-0.042539,-0.099547,-0.17672,-0.21676,-0.25848,-0.28845,-0.303
