0.011971,0.012145,0.012368,0.012565,0.012463,0.0121,0.011761,0.011505,0.011554,0.011431,0.011429,0.011385,0.01136,0.01129,0.011271,0.011297,0.011334,0.011518,0.011742,0.012447,0.012418,0.013125,0.013916,0.014921,0.015632,0.015979,0.01622,0.016326,0.016388,0.016375,0.01636,0.01628,0.016182,0.016063,0.016166,0.016254,0.016251,0.016362,0.016338,0.016648,0.017018,0.017618,0.018242,0.019172,0.020997,0.023067,0.023328
-0.0086893,-0.0087605,-0.0092168,-0.009363,-0.0093073,-0.0092079,-0.0092353,-0.0092449,-0.0092836,-0.010073,-0.0099168,-0.01005,-0.010063,-0.010052,-0.010323,-0.010356,-0.010679,-0.010934,-0.011241,-0.011712,-0.011695,-0.011983,-0.012423,-0.013338,-0.013849,-0.015083,-0.014966,-0.01626,-0.017518,-0.017493,-0.017609,-0.017789,-0.018012,-0.017851,-0.018,-0.017856,-0.017543,-0.017293,-0.017238,-0.017518,-0.017929,-0.018664,-0.018323,-0.019509,-0.03397,-0.044213,-0.050936
-0.0046948,-0.0045963,-0.0047807,-0.0053331,-0.0058452,-0.0061068,-0.0067634,-0.0066313,-0.0070378,-0.0070216,-0.0069505,-0.0068875,-0.0068295,-0.0068861,-0.0069396,-0.0069739,-0.0070132,-0.0070403,-0.0070295,-0.0070003,-0.0069524,-0.0068614,-0.0067331,-0.0065361,-0.0062031,-0.0062311,-0.0060591,-0.0053314,-0.0054341,-0.0051202,-0.0048299,-0.0043453,-0.0036877,-0.0036797,-0.0035151,-0.003493,-0.0034987,-0.0034479,-0.003479,-0.0035576,-0.0036463,-0.0039808,-0.0046631,-0.0049386,-0.0034314,-0.0008708,0.00047789
-0.026862,-0.027289,-0.026131,-0.022751,-0.019269,-0.019331,-0.018407,-0.016894,-0.016008,-0.015726,-0.015729,-0.015466,-0.015113,-0.014669,-0.014173,-0.013924,-0.012223,-0.011216,-0.0083294,-0.0038656,-0.002244,0.0023791,0.0063834,0.01075,0.013906,0.014776,0.019876,0.019387,0.019166,0.019293,0.019135,0.018724,0.017049,0.017854,0.017548,0.01688,0.016051,0.013841,0.010975,0.0063785,0.0059973,0.0041434,0.0026557,0.0031979,-0.007248,-0.020153,-0.025743
0.89534,0.89402,0.89718,0.90131,0.90898,0.91364,0.9165,0.9169,0.91565,0.91693,0.91703,0.91781,0.91745,0.91799,0.91838,0.91879,0.91929,0.91972,0.92015,0.92056,0.92076,0.92088,0.92101,0.92126,0.92129,0.9214,0.92146,0.91804,0.91278,0.90734,0.9066,0.9049,0.90309,0.90066,0.90046,0.89981,0.89868,0.89746,0.89737,0.89678,0.89618,0.89646,0.89614,0.89609,0.89684,0.89598,0.89426
0.30968,0.30401,0.28127,0.25929,0.23709,0.21943,0.20709,0.19985,0.20485,0.22694,0.24416,0.25441,0.26052,0.26307,0.26405,0.26326,0.25746,0.24489,0.2365,0.22974,0.22516,0.22107,0.22046,0.21929,0.21817,0.2185,0.21792,0.25192,0.26948,0.28535,0.29858,0.30523,0.31416,0.31902,0.31107,0.29841,0.29005,0.28321,0.29752,0.30547,0.31268,0.32016,0.32535,0.34447,0.35295,0.35437,0.34773
0.0033737,0.0027107,0.0019576,0.0014063,0.0010164,0.00073069,0.00052522,0.00037717,0.00027117,-0.00014721,-0.00014042,-0.00010099,-7.2588e-05,-5.214e-05,-2.8384e-05,-2.8577e-05,-2.1444e-05,1.5021e-05,1.0991e-05,5.987e-06,5.6502e-06,4.1489e-06,2.4146e-06,2.4926e-06,2.1271e-06,1.8296e-06,1.5459e-06,-1.1959e-06,-8.2687e-07,-7.7249e-07,-6.5303e-07,-4.7799e-07,2.6189e-07,2.8334e-07,1.9451e-07,1.4356e-07,1.1199e-07,8.0654e-08,5.4965e-08,4.649e-08,3.327e-08,2.3205e-08,1.5831e-08,0.0053885,0.012288,0.022895,0.036623
0.034286,0.026034,0.02014,0.023225,0.023146,0.022718,0.02265,0.022731,-0.25192,-0.26634,-0.2896,-0.32164,-0.33638,-0.3499,-0.35757,-0.37488,-0.42011,-0.28694,-0.22711,-0.16686,-0.1096,-0.073889,-0.049618,-0.025952,-0.020113,-0.018771,-0.014736,-0.14147,-0.21617,-0.34567,-0.37624,-0.42808,-0.4177,-0.38573,-0.53851,-0.57344,-0.61581,-0.65054,-0.2066,-0.26233,-0.12616,-0.090625,-0.031636,-0.011366,-0.018505,-0.025022,-0.0045166
-0.89207,-0.88869,-0.88773,-0.88462,-0.88231,-0.87952,-0.87873,-0.8791,-0.87939,-0.87875,-0.87845,-0.87831,-0.87817,-0.87791,-0.87797,-0.87761,-0.87767,-0.87767,-0.87787,-0.87972,-0.88059,-0.882,-0.8829,-0.88342,-0.88369,-0.88383,-0.8838,-0.88393,-0.88406,-0.88415,-0.88526,-0.88559,-0.88557,-0.88466,-0.88435,-0.88431,-0.88491,-0.88527,-0.88544,-0.88584,-0.88699,-0.88622,-0.88505,-0.87107,0.86736,0.86662,-0.85969
-0.39944,-0.39304,-0.38233,-0.37871,-0.37691,-0.37752,-0.37741,-0.37287,-0.36779,-0.36644,-0.36512,-0.36614,-0.36699,-0.36458,-0.35357,-0.35033,-0.34613,-0.35312,-0.35935,-0.35818,-0.35781,-0.35813,-0.35725,-0.35817,-0.35968,-0.3579,-0.35654,-0.35119,-0.35124,-0.35096,-0.35075,-0.35178,-0.35216,-0.34963,-0.35324,-0.36057,-0.36164,-0.36133,-0.35421,-0.35849,-0.36766,-0.3723,-0.38477,-0.41928,-0.41421,-0.4158,-0.39199
-0.00010706,-7.8009e-05,-5.9471e-05,-4.2648e-05,-3.2061e-05,-2.3053e-05,-1.6566e-05,-1.3836e-05,-1.3476e-05,-1.3323e-05,-1.1752e-05,-8.9245e-06,-6.7835e-06,-6.5924e-06,-5.0181e-06,-3.9605e-06,-3.8956e-06,-3.0808e-06,-1.7322e-06,-1.5886e-06,-1.2675e-06,-1.06e-06,-9.1464e-07,-6.3267e-07,-6.7735e-07,-5.8566e-07,-4.4484e-07,-3.936e-07,-3.5876e-07,-2.1206e-07,-2.0545e-07,-1.1615e-07,-7.3451e-08,-7.3073e-08,-5.2768e-08,-3.7827e-08,-2.5306e-08,-1.7503e-08,-1.3366e-08,-1.0113e-08,-8.1892e-09,-7.1008e-09,5.2796e-10,-2.1026e-09,7.1038e-10,1.3815e-09,3.3527e-09
-0.16869,0.2238,0.048487,0.33103,0.3648,0.44245,0.51735,0.34983,0.28616,0.42135,0.48212,0.53206,0.57457,0.38301,0.31906,0.23638,0.16178,0.35801,0.41509,0.48269,0.54576,0.58502,0.61447,0.62762,0.63755,0.42065,0.35936,0.2671,0.42062,0.46843,0.48139,0.47917,0.55695,0.56188,0.50867,0.30548,0.19177,0.038125,-0.021173,0.022513,-0.074223,-0.097708,-0.14897,-0.074224,-0.062348,-0.041535,0.1411
0.92147,0.92151,0.92149,0.92143,0.92127,0.92098,0.92076,0.92075,0.92064,0.92053,0.92047,0.92046,0.92039,0.92033,0.92028,0.92024,0.92022,0.92017,0.92014,0.92013,0.9201,0.92002,0.9199,0.91985,0.91973,0.9197,0.91973,0.91974,0.91975,0.91985,0.91992,0.9201,0.92024,0.92044,0.92055,0.92091,0.92152,0.92214,0.92261,0.92253,0.92257,0.92249,0.92246,0.92236,0.92199,0.92175,0.92135
0.33754,0.33742,0.33713,0.33662,0.33665,0.33626,0.33616,0.33605,0.33597,0.33575,0.33551,0.33478,0.33425,0.33382,0.33367,0.33363,0.33304,0.33296,0.33197,0.33209,0.33091,0.33088,0.32957,0.32879,0.32826,0.32797,0.32769,0.32725,0.32708,0.327,0.32697,0.32693,0.32686,0.32663,0.32646,0.32605,0.32537,0.32457,0.32275,0.3209,0.32088,0.31916,0.31841,0.31799,0.31838,0.31892,0.3197
