0.011571,0.012334,0.013176,0.014189,0.016129,0.016885,0.018205,0.019841,0.023291,0.024396,0.030278,0.030366,0.034829,0.037024,0.036786,0.038508,0.039485,0.04204,0.041917,0.041206,0.041038,0.040414,0.039879,0.037754,0.036229,0.032353,0.030358,0.028336,0.024417,0.020728
-0.01663,-0.016024,-0.016598,-0.016664,-0.018758,-0.021792,-0.024459,-0.027652,-0.030602,-0.034353,-0.035113,-0.037941,-0.038117,-0.039014,-0.039746,-0.040717,-0.041587,-0.041281,-0.040653,-0.037482,-0.036776,-0.035511,-0.03567,-0.034206,-0.032123,-0.032807,-0.030146,-0.029372,-0.027435,-0.025069
-0.0030543,-0.0031499,-0.0031797,-0.0032243,-0.0028105,-0.0026775,-0.0011852,-0.0010368,-0.00028359,0.00031339,0.0012161,0.0011559,0.001212,0.0011651,0.00098046,0.00041397,-7.1685e-05,-0.00050018,-0.0011861,-0.0012521,-0.0013519,-0.0015187,-0.0015131,-0.0012948,-0.0012306,-0.0013069,-0.0013012,-0.0015898,-0.0025232,-0.0036896
0.028411,0.025871,0.024926,0.024822,0.025142,0.025386,0.02448,0.02249,0.020127,0.018367,0.017229,0.016419,0.015873,0.015745,0.015304,0.015502,0.015865,0.016999,0.021018,0.022097,0.024066,0.027127,0.027428,0.028326,0.028078,0.02618,0.021841,0.019905,0.01779,0.014148
0.90104,0.90103,0.90101,0.90093,0.90047,0.90021,0.90039,0.90029,0.90088,0.90187,0.90246,0.9033,0.90436,0.90486,0.9058,0.90556,0.90599,0.90594,0.90582,0.90555,0.90517,0.90505,0.90449,0.90454,0.90403,0.90367,0.90319,0.90273,0.90234,0.9018
0.35999,0.36021,0.36033,0.36126,0.36285,0.36435,0.36506,0.36413,0.36251,0.35888,0.35437,0.34765,0.34733,0.34599,0.34379,0.34305,0.34283,0.34308,0.34374,0.34606,0.34866,0.35113,0.35294,0.35456,0.35554,0.35598,0.35628,0.35629,0.35626,0.35606
0.030344,0.030348,0.030477,0.031073,0.032521,0.034087,0.037988,0.044316,0.034316,0.024613,0.017026,0.01402,0.011731,0.0097096,0.0091333,0.0079111,0.0070883,0.0054947,0.016638,0.028108,0.031059,0.036359,0.037006,0.038655,0.040432,0.042123,0.042939,0.043027,0.042893,0.042712
0.053722,0.053687,0.053739,0.053665,0.053491,0.053773,0.053736,0.051779,0.054983,0.052507,0.053791,0.054632,0.056579,0.056504,0.056436,0.05587,0.055264,0.054426,0.052531,0.048954,0.045422,0.045962,0.046428,0.04527,0.044603,0.044471,0.044277,0.044039,0.044028,0.043933
-0.88638,-0.88641,-0.88664,-0.88731,-0.88989,-0.89304,-0.89516,-0.89669,-0.89694,-0.89797,-0.8982,-0.89716,-0.89615,-0.89647,-0.89612,-0.89561,-0.8935,-0.89518,-0.89412,-0.8938,-0.89401,-0.89492,-0.89655,-0.89767,-0.8985,-0.89977,-0.90038,-0.90085,-0.90119,-0.90128
-0.29841,-0.28303,-0.2516,-0.21612,-0.17403,-0.11928,-0.077134,-0.13895,-0.13809,-0.13952,-0.12701,-0.10555,-0.088815,-0.076557,-0.071487,-0.072031,-0.082649,-0.097606,-0.12132,-0.13741,-0.1456,-0.16388,-0.19392,-0.22921,-0.25955,-0.28879,-0.31493,-0.33278,-0.3468,-0.3637
