0.0169,0.017191,0.017245,0.017244,0.017734,0.017436,0.016914,0.016889,0.016887,0.016743,0.016262,0.01518,0.013867,0.013531,0.014596,0.016228,0.016341,0.015284,0.014318,0.013707,0.012858,0.012517,0.012266,0.011855,0.0105,0.0097951,0.0071796,0.0074698,0.0071524,0.0065956,0.0063432,0.0049753,0.0051418,0.0048674,0.0047748,0.0048912,0.005036,0.0054475,0.0062253,0.0082012,0.0080691,0.009838,0.010757,0.012168,0.014323,0.017647,0.018127,0.019362,0.020056,0.021046,0.0212,0.021823
-0.0012964,-0.0015486,-0.0016802,-0.0018029,-0.0016041,-0.0015531,-0.0017418,-0.0023778,-0.0030624,-0.0046244,-0.0073967,-0.0086877,-0.01078,-0.012037,-0.014993,-0.017306,-0.018855,-0.021445,-0.020485,-0.021042,-0.020576,-0.021896,-0.022651,-0.022651,-0.021617,-0.021002,-0.02147,-0.021592,-0.021133,-0.021392,-0.019122,-0.022957,-0.026162,-0.02777,-0.027439,-0.027542,-0.026696,-0.027248,-0.027232,-0.027095,-0.026229,-0.026371,-0.025094,-0.023483,-0.021196,-0.020818,-0.019542,-0.018328,-0.016053,-0.016006,-0.014733,-0.013584
-0.0027585,-0.0027807,-0.0028179,-0.0029345,-0.0028336,-0.0021852,-0.0017173,-0.001166,-0.00093661,-0.00092929,-0.0009754,-0.0010701,-0.00097679,-0.00087412,-0.00021409,0.0014228,0.0015858,0.0013463,0.0012615,0.0024923,0.0033187,0.0040501,0.0051459,0.0058407,0.0038317,0.004702,0.0044062,0.0050133,0.0041882,0.0050215,0.0053282,0.0042314,0.0028619,0.0020722,0.0021455,0.0018822,0.0016849,0.001412,0.0014667,0.0015553,0.0016378,0.001726,0.0016194,0.0015972,0.0012984,0.00086615,0.00078266,0.00046839,6.4188e-05,-0.00027175,-0.00065447,-0.00091847
-0.036635,-0.036709,-0.035691,-0.034594,-0.034876,-0.03278,-0.028808,-0.025749,-0.022062,-0.018346,-0.013716,-0.0041051,-0.0010828,0.0076192,0.014161,0.016815,0.016291,0.018914,0.024081,0.02156,0.020386,0.013184,0.012682,0.010514,0.014984,0.017695,0.015408,0.014084,0.015566,0.0099479,0.0087022,0.0087917,0.0093153,0.01114,0.014298,0.013543,0.01393,0.013961,0.013174,0.013101,0.012505,0.012101,0.011496,0.01054,0.0095476,0.0083811,0.0059485,0.0040328,0.0024669,8.5524e-05,-0.0016641,-0.0054945
0.89199,0.89167,0.89167,0.89175,0.89189,0.89207,0.89229,0.89244,0.89229,0.89185,0.8917,0.89112,0.89052,0.88983,0.88913,0.88849,0.88805,0.88764,0.8877,0.88749,0.88751,0.88702,0.88658,0.88626,0.88535,0.88444,0.88316,0.88359,0.88307,0.88208,0.88139,0.88061,0.87955,0.87888,0.87828,0.87805,0.87785,0.87776,0.87784,0.87803,0.87824,0.87873,0.87948,0.88035,0.88105,0.88171,0.882,0.88314,0.88453,0.88523,0.88581,0.88783
0.34946,0.34983,0.34997,0.34988,0.34963,0.34861,0.34762,0.34501,0.3442,0.3467,0.34653,0.34744,0.34941,0.35067,0.35635,0.364,0.37075,0.37334,0.37387,0.37367,0.37383,0.3758,0.37937,0.38061,0.38323,0.38489,0.38695,0.38728,0.38969,0.39309,0.39711,0.39746,0.40066,0.40154,0.40185,0.40668,0.40621,0.4064,0.40572,0.39903,0.3945,0.39601,0.39302,0.38834,0.38603,0.38231,0.3783,0.37367,0.36909,0.36546,0.36207,0.3606
-1.5016e-09,-1.5436e-09,-1.5276e-09,-1.4978e-09,-2.7904e-09,-4.2443e-09,-1.8727e-09,-1.7337e-09,-1.4004e-09,-1.1089e-09,-9.2211e-10,-1.8124e-10,-4.3634e-10,-1.0441e-09,-1.7191e-09,-1.7026e-09,-2.0361e-09,-1.9351e-09,-1.9902e-09,-1.8838e-09,-1.7458e-09,-1.9141e-09,-1.57e-09,5.5001e-10,-2.902e-09,-2.1573e-09,-1.9641e-09,-6.4735e-11,-3.3637e-10,-5.0249e-10,-1.9122e-10,-4.8151e-10,-6.0424e-10,-1.9665e-10,-3.4409e-10,-9.8356e-11,1.6302e-10,-3.1697e-10,4.7784e-11,-4.4603e-11,5.3074e-10,9.657e-10,1.3443e-09,2.2628e-10,-5.3551e-10,-1.5108e-09,-1.7534e-09,-2.0145e-09,-2.3025e-09,-2.7767e-09,-2.6863e-09,-2.422e-09
0.1549,0.15366,0.15876,0.15964,0.1625,0.16401,0.16584,0.1675,0.16697,0.16585,0.16367,0.16231,0.16201,0.16347,0.16371,0.15631,0.15888,0.16755,0.14982,0.15069,0.16768,0.16695,0.17123,0.15073,0.12278,0.10901,0.11349,0.12356,0.13311,0.10902,0.091306,0.094,0.094034,0.10602,0.12455,0.12622,0.11367,0.11486,0.020534,-0.0091794,-0.18688,-0.1833,-0.13836,-0.092923,-0.068072,-0.043795,-0.016307,0.020032,0.025372,0.040686,0.055583,0.069421
0.9097,0.9095,0.90932,0.90913,0.90851,0.90806,0.90751,0.90686,0.90631,0.90498,0.90029,0.89744,0.89608,0.8935,0.90783,0.92514,0.93629,0.9331,0.92135,0.9177,0.91264,0.92451,0.93779,0.94469,0.93921,0.92446,0.90783,0.91041,0.90912,0.92544,0.94088,-0.89551,-0.89613,0.89518,0.89024,0.88773,0.88578,0.88508,0.88782,0.89073,0.89288,0.89477,0.89669,0.89736,0.89852,0.89964,0.90181,0.90286,0.90346,0.90445,0.90529,0.9064
-0.37288,-0.37269,-0.37328,-0.37214,-0.36618,-0.34147,-0.31575,-0.27977,-0.25245,-0.22713,-0.21284,-0.20791,-0.20658,-0.20837,-0.060458,-0.018349,0.072155,0.024237,-0.0025691,-0.044976,-0.081243,0.0011887,0.031298,0.079538,0.024598,-0.0074496,-0.051428,-0.096013,-0.11844,-0.0099268,0.030322,-0.14264,-0.12643,-0.15269,-0.19575,-0.222,-0.24687,-0.26337,-0.26777,-0.27255,-0.26127,-0.25508,-0.25835,-0.27029,-0.28787,-0.3019,-0.31736,-0.33068,-0.33863,-0.34422,-0.34692,-0.34803
