0.060486,0.060532,0.060546,0.060599,0.060655,0.060696,0.060721,0.06073,0.060731,0.060727,0.060727,0.060822,0.060868,0.061176,0.062153,0.062971,0.065409,0.064082,0.063236,0.062876,0.063027,0.062309,0.061622,0.060461,0.05989,0.059987,0.059493,0.059481,0.059307,0.059472,0.059743,0.059983,0.058896,0.056218,0.056098,0.055296,0.053747,0.053868,0.053424,0.052516,0.052888,0.053206,0.054222,0.054483,0.055594,0.055705,0.056485,0.056453,0.05714,0.057255,0.057947,0.057758,0.058593,0.058594,0.058746,0.058927,0.059838,0.05973,0.059631,0.059511
0.0038095,0.0038209,0.0038223,0.0038306,0.0038343,0.0038383,0.0038594,0.0039006,0.0039404,0.0040165,0.0041506,0.0043012,0.0044879,0.0044125,0.0035263,0.0057701,0.0076672,0.010327,0.012668,0.014783,0.016466,0.018191,0.017517,0.019918,0.021498,0.02233,0.022359,0.021726,0.020893,0.020334,0.020658,0.020948,0.019149,0.02123,0.021806,0.02083,0.020476,0.01889,0.018204,0.017483,0.015618,0.012518,0.010405,0.0089785,0.0079634,0.0065915,0.0033182,0.0056729,0.003982,0.0041183,0.0022407,0.0020033,0.001159,0.001321,0.00063387,0.00061114,8.034e-05,-0.00043654,-0.0008519,-0.0022737
-0.00041698,-0.00049211,-0.00054706,-0.00059911,-0.0006561,-0.00070844,-0.00075176,-0.00078839,-0.00079477,-0.000794,-0.00079102,-0.00078982,-0.00081103,-0.00082408,-0.00023256,-0.0012525,-0.0018308,-0.0015387,-0.0013929,-0.00097259,-0.00045614,0.00016246,0.00067453,0.0010369,0.0012397,0.0014538,0.0015063,2.8455e-05,-0.00011519,-0.00093224,-0.0016439,-0.0025537,-0.0028254,-0.0028628,-0.0034874,-0.0037061,-0.0039229,-0.0040035,-0.004027,-0.0039499,-0.0037727,-0.0034866,-0.0031753,-0.0028427,-0.0025682,-0.0021944,-0.0020482,-0.0019335,-0.0017111,-0.0016053,-0.0015517,-0.0015335,-0.0015558,-0.0016074,-0.0016667,-0.0017548,-0.001875,-0.001965,-0.0022134,-0.0022128
-0.030513,-0.030384,-0.030255,-0.030056,-0.029908,-0.029835,-0.029842,-0.029853,-0.029992,-0.030405,-0.031335,-0.032019,-0.031942,-0.031138,-0.027156,-0.01738,-0.01381,-0.0010736,0.017291,0.034578,0.044799,0.058889,0.060381,0.063933,0.062517,0.065449,0.068967,0.079153,0.08937,0.088486,0.084946,0.082025,0.067521,0.031446,0.014177,0.010353,-0.0048317,-0.016295,-0.022726,-0.024122,-0.025903,-0.025925,-0.026428,-0.025962,-0.025436,-0.02474,-0.023909,-0.022571,-0.021835,-0.021776,-0.021846,-0.021783,-0.021836,-0.021891,-0.021907,-0.021864,-0.02173,-0.021644,-0.021494,-0.02128
0.90501,0.90501,0.90501,0.90502,0.90504,0.90506,0.90507,0.90509,0.9051,0.90514,0.90518,0.90517,0.90487,0.90399,0.89884,0.90143,0.8923,0.88242,0.88136,0.88012,0.87906,0.87763,0.87637,0.87527,0.87448,0.87399,0.87336,0.87335,0.87329,0.87387,0.87466,0.87616,0.88079,0.89357,0.89715,0.89833,0.89943,0.90176,0.90328,0.90403,0.9036,0.90456,0.90493,0.90494,0.90508,0.90528,0.90547,0.90564,0.90567,0.90583,0.90591,0.90617,0.90629,0.90665,0.90745,0.90748,0.90771,0.90773,0.90783,0.90783
0.32204,0.3221,0.32222,0.32241,0.32261,0.32264,0.32276,0.32278,0.32282,0.32263,0.30508,0.2895,0.24154,0.15289,0.10943,-0.013228,-0.05655,-0.091509,-0.14332,-0.16918,-0.18218,-0.18393,-0.17765,-0.17058,-0.16174,-0.15393,-0.14951,-0.13635,-0.11787,-0.12589,-0.10021,-0.054994,0.014587,0.075597,0.1367,0.16707,0.20322,0.23231,0.25556,0.27014,0.28,0.2878,0.28877,0.29146,0.29355,0.29875,0.29918,0.30438,0.30859,0.31133,0.31388,0.31597,0.31752,0.31596,0.31605,0.31617,0.31619,0.31625,0.31634,0.31634
0.091256,0.091271,0.091537,0.091797,0.091855,0.091834,0.091876,0.091817,0.091873,0.093364,0.069209,0.049918,0.035257,0.024925,0.019574,0.014217,0.011947,0.009542,0.0062298,0.0048297,0.0040613,0.0027813,0.0022123,0.0018269,0.0015843,0.0012408,0.00099155,0.00079901,0.00053805,0.00040169,0.00031671,0.00026516,0.00018965,0.0001367,0.018132,0.03382,0.039016,0.040031,0.037916,0.039149,0.040174,0.041538,0.043609,0.047863,0.049393,0.055166,0.058083,0.048285,0.04966,0.062355,0.063392,0.06698,0.070697,0.075211,0.076574,0.077469,0.076138,0.07757,0.077443,0.078021
-0.10141,-0.10316,-0.10387,-0.10368,-0.10386,-0.10392,-0.10371,-0.10328,-0.1029,-0.10388,-0.10797,-0.084736,-0.14582,-0.061459,-0.028434,0.072421,-0.38883,0.19091,-0.08746,-0.06173,-0.060066,-0.074754,-0.071041,-0.070959,-0.061221,-0.058607,-0.063103,-0.052496,-0.033731,-0.045461,-0.059553,0.025636,0.077431,0.084703,0.08677,0.073512,0.049356,0.054975,0.065978,0.068683,0.074334,0.079672,0.08359,0.086218,0.082623,0.075991,0.067411,0.03341,0.0063877,-0.0090721,-0.024832,-0.021671,-0.030374,-0.038699,-0.043062,-0.042574,-0.029768,-0.014742,0.0043083,0.011416
0.90559,0.90559,0.90559,0.90559,0.90559,0.90559,0.90558,0.90557,0.90557,0.90551,0.90551,0.90551,0.90551,0.90534,0.90439,0.90221,0.90239,0.90147,0.89978,0.89761,0.89451,0.89391,0.89209,0.8907,0.88986,0.88787,0.88839,0.88701,0.88656,0.8857,0.88477,0.88502,0.88493,0.88578,0.88711,0.89055,0.89227,0.89399,0.8959,0.89753,0.89868,0.90005,0.90107,0.90203,0.90265,0.90314,0.90381,0.90431,0.90463,0.90487,0.90485,0.90491,0.90549,0.90593,0.90617,0.90652,0.90673,0.90691,0.90727,0.90755
-0.35389,-0.35372,-0.35369,-0.3537,-0.35367,-0.35346,-0.35323,-0.35323,-0.35329,-0.35337,-0.35345,-0.35343,-0.35347,-0.35371,-0.35553,-0.36077,-0.36195,-0.36342,-0.36503,-0.36827,-0.37704,-0.37206,-0.37201,-0.37561,-0.37806,-0.38072,-0.38414,-0.38295,-0.38043,-0.37728,-0.37431,-0.36928,-0.36676,-0.36209,-0.35924,-0.35696,-0.35548,-0.35307,-0.352,-0.34831,-0.348,-0.34266,-0.33889,-0.33647,-0.33863,-0.33331,-0.33727,-0.33808,-0.33889,-0.33989,-0.34032,-0.34041,-0.33998,-0.33981,-0.33953,-0.33923,-0.33883,-0.33822,-0.33849,-0.33802
