0.053751,0.054274,0.053493,0.053485,0.05377,0.055017,0.057134,0.058881,0.060366,0.06198,0.06325,0.064912,0.066054,0.067853,0.071019,0.071109,0.071929,0.075598,0.080265,0.081123,0.08408,0.089277,0.089963,0.092799,0.095162,0.099583,0.10115,0.10164,0.1029,0.10442,0.10551,0.10659,0.10819,0.10772,0.10734,0.10877,0.11052,0.10923,0.11056,0.11029,0.11115,0.11112,0.10793,0.10691,0.10322,0.093264,0.089312,0.081775,0.078285,0.077127,0.072581
-0.012573,-0.013534,-0.014129,-0.014103,-0.014104,-0.01388,-0.013538,-0.013852,-0.014006,-0.015579,-0.015459,-0.015851,-0.015959,-0.017526,-0.017879,-0.017885,-0.017846,-0.017575,-0.017663,-0.017617,-0.017603,-0.017606,-0.017571,-0.017555,-0.017483,-0.017402,-0.017382,-0.017314,-0.017299,-0.017336,-0.017281,-0.017215,-0.017163,-0.017177,-0.017185,-0.017161,-0.017109,-0.016961,-0.016834,-0.016697,-0.016543,-0.016532,-0.016627,-0.01703,-0.017266,-0.017362,-0.017246,-0.017088,-0.016821,-0.016819,-0.016305
-0.0021271,-0.0018045,-0.0018388,-0.0017906,-0.0023955,-0.0020975,-0.002829,-0.0024621,-0.0024043,-0.0027893,-0.0027663,-0.0030896,-0.0033185,-0.0032515,-0.0032469,-0.0030946,-0.0029117,-0.0027092,-0.0027506,-0.0023536,-0.0023942,-0.0024211,-0.0021597,-0.0020028,-0.0016737,-0.0012775,-0.00098879,-0.00079825,-0.00082555,-0.00084888,-0.00071803,-0.00075219,-0.00062,-0.00067194,-0.00064438,-0.00062984,-0.00061984,-0.0005959,-0.0005361,-0.00041051,-0.00039196,-0.00046502,-0.0006207,-0.00091862,-0.00097887,-0.001999,-0.0027591,-0.0032927,-0.0030189,-0.0036685,-0.0038722
0.044838,0.044422,0.03071,0.031668,0.028318,0.023545,0.024122,0.025735,0.027193,0.032293,0.042312,0.048397,0.055159,0.061412,0.066595,0.070342,0.075436,0.084201,0.090697,0.095989,0.10192,0.11016,0.11065,0.11178,0.1165,0.11803,0.12016,0.12165,0.12451,0.1238,0.12326,0.1297,0.12612,0.1255,0.12494,0.1269,0.12761,0.12923,0.13253,0.13275,0.13374,0.13446,0.13457,0.13443,0.13406,0.13241,0.1305,0.12285,0.11816,0.11092,0.096836
0.89702,0.89704,0.89728,0.8976,0.8978,0.898,0.89826,0.89863,0.8989,0.89931,0.90053,0.90051,0.90165,0.9017,0.90256,0.90286,0.90329,0.90389,0.90434,0.90496,0.90504,0.90537,0.90556,0.90635,0.90577,0.9061,0.90618,0.9063,0.90628,0.90655,0.90681,0.90679,0.90679,0.90699,0.9071,0.90722,0.90747,0.9075,0.90749,0.9076,0.9077,0.90776,0.90777,0.90789,0.90791,0.90791,0.90795,0.90773,0.90741,0.90739,0.90645
0.35729,0.35814,0.3581,0.36018,0.36129,0.36142,0.36158,0.36174,0.36189,0.36174,0.36168,0.36161,0.3615,0.36109,0.36068,0.35941,0.35806,0.35746,0.35666,0.35637,0.35597,0.35385,0.35381,0.35416,0.35478,0.35553,0.35529,0.35517,0.35534,0.35533,0.35524,0.35513,0.3551,0.35504,0.35497,0.35465,0.35466,0.35381,0.35414,0.353,0.3527,0.35247,0.35127,0.34957,0.34774,0.34625,0.34505,0.34498,0.34507,0.34541,0.34604
0.052087,0.05277,0.052781,0.05284,0.053396,0.051986,0.051751,0.0502,0.047108,0.048492,0.04676,0.045281,0.045401,0.044841,0.044382,0.043754,0.0439,0.043343,0.043199,0.042976,0.042589,0.041711,0.040883,0.039763,0.03914,0.038257,0.036638,0.037098,0.035314,0.034044,0.033225,0.032751,0.032746,0.032826,0.032613,0.032599,0.03269,0.032271,0.031906,0.031514,0.032372,0.035019,0.033599,0.035527,0.037059,0.038544,0.039884,0.040311,0.041401,0.04263,0.048952
0.03531,0.034309,0.031489,0.030317,0.028046,0.029767,0.029246,0.029458,0.030919,0.032422,0.034142,0.033448,0.034665,0.034828,0.035268,0.035232,0.035449,0.035414,0.035298,0.034049,0.033829,0.033223,0.032312,0.032349,0.030806,0.02914,0.027525,0.027747,0.027953,0.025775,0.02586,0.025356,0.024947,0.024104,0.02299,0.022955,0.022636,0.022839,0.022872,0.023153,0.023169,0.023277,0.029477,0.042723,0.053398,0.061818,0.058068,0.054247,0.052304,0.050878,0.045135
0.88677,0.88696,0.88946,0.89186,0.88946,0.89093,0.89131,0.89152,0.89201,0.89263,0.89385,0.89552,0.89632,0.89719,0.89773,0.89851,0.89914,0.90002,0.90131,0.90134,0.90194,0.90234,0.90336,0.90318,0.90388,0.90512,0.9052,0.90514,0.90619,0.90564,0.90614,0.90603,0.90595,0.90629,0.90648,0.90656,0.90659,0.9066,0.90657,0.90654,0.9065,0.90643,0.90632,0.90569,0.90559,0.90507,0.90379,0.9035,0.90292,0.90214,0.90163
-0.23868,-0.273,-0.28089,-0.27121,-0.25881,-0.23394,-0.20492,-0.18418,-0.1709,-0.16635,-0.17908,-0.19701,-0.20355,-0.20302,-0.19996,-0.20126,-0.20388,-0.20472,-0.20439,-0.20699,-0.21046,-0.21241,-0.21125,-0.20147,-0.19322,-0.19018,-0.19031,-0.1882,-0.18407,-0.17828,-0.17659,-0.1743,-0.17311,-0.17272,-0.17325,-0.17495,-0.1803,-0.18602,-0.19383,-0.20391,-0.22421,-0.24493,-0.26031,-0.27227,-0.28549,-0.28555,-0.28853,-0.29244,-0.29559,-0.29747,-0.30131
