0.99762,0.99762,0.9976,0.99757,0.99756,0.99754,0.99753,0.9975,0.99747,0.99742,0.99741,0.99713,0.99725,0.9971,0.99689,0.99669,0.99648,0.99628,0.99614,0.99592,0.99579,0.99563,0.99553,0.99536,0.9954,0.99544,0.99525,0.99531,0.99526,0.9953,0.99538,0.99536,0.99542,0.9955,0.99551,0.99553,0.99562,0.99578,0.99578,0.99608,0.99625,0.99677,0.99719,0.99786,0.99807,0.99855,0.99854,0.99873,0.99871,0.99864,0.99865,0.9986,0.99855,0.99851,0.99849,0.99837,0.99839,0.99836,0.99834,0.99832,0.99832,0.99832,0.99827,0.99822,0.99816,0.99816
-0.022392,-0.021973,-0.022302,-0.022549,-0.02265,-0.02271,-0.022585,-0.022674,-0.022799,-0.022836,-0.023047,-0.023045,-0.022938,-0.022573,-0.022274,-0.021632,-0.021079,-0.020489,-0.019931,-0.019641,-0.019755,-0.019817,-0.019968,-0.020109,-0.020106,-0.020161,-0.020128,-0.020003,-0.019747,-0.019443,-0.01922,-0.019279,-0.019233,-0.019234,-0.019268,-0.019222,-0.019164,-0.018838,-0.018324,-0.018014,-0.017437,-0.015439,-0.014865,-0.011439,-0.011104,-0.0078356,-0.0076979,-0.0075233,-0.0075051,-0.0080613,-0.0088592,-0.010364,-0.011889,-0.013236,-0.014519,-0.015227,-0.016048,-0.01642,-0.016903,-0.018122,-0.018404,-0.018979,-0.019486,-0.019669,-0.022177,-0.020792
0.00074709,0.00081737,0.00080663,0.00043586,0.0006037,0.00081992,0.0007191,0.00092424,0.001299,0.0015113,0.0020019,0.0029773,0.0028581,0.0034904,0.0040064,0.0050204,0.0061385,0.0060594,0.0071806,0.0087024,0.0099734,0.010994,0.012953,0.014499,0.015318,0.016259,0.017789,0.019055,0.018911,0.018837,0.018801,0.018777,0.019792,0.020422,0.020789,0.020617,0.020749,0.018453,0.017819,0.014909,0.010354,0.0051358,0.0058729,0.0032209,0.0016377,-0.0016096,-0.0013733,-0.0026308,-0.0032796,-0.0041042,-0.0049493,-0.0063024,-0.0071915,-0.0077643,-0.0085682,-0.0094428,-0.0086821,-0.0092308,-0.0093051,-0.0093507,-0.0097757,-0.0097536,-0.010475,-0.01049,-0.010981,-0.01134
-0.005622,-0.005061,-0.0042572,-0.0035105,-0.0035595,-0.0031877,-0.003094,-0.0031519,-0.0032364,-0.0032757,-0.0039322,-0.0039792,-0.0045004,-0.0052656,-0.0060434,-0.00815,-0.0081785,-0.0091281,-0.009808,-0.010438,-0.010929,-0.011437,-0.0118,-0.012751,-0.013062,-0.013358,-0.013473,-0.014071,-0.014087,-0.014193,-0.014199,-0.014171,-0.014258,-0.01439,-0.014673,-0.014483,-0.014518,-0.013335,-0.01199,-0.011156,-0.0095626,-0.0082006,-0.0073882,-0.0062999,-0.005558,-0.0041292,-0.0024041,-0.001771,-0.00047884,0.00057313,0.001408,0.0023178,0.0023297,0.0024642,0.0025404,0.002543,0.0024975,0.0024407,0.0024022,0.0023194,0.0020765,0.0019311,0.0017696,0.0014366,0.001498,0.0014437
-0.0042051,-0.0045329,-0.0050312,-0.0057583,-0.0075187,-0.006636,-0.0064302,-0.0071542,-0.0067412,-0.0061739,-0.005846,-0.0027829,-0.0011946,-0.0029166,-0.0014469,-0.0016683,-0.00098688,-0.00029611,0.00083855,0.0020509,0.0019093,0.003342,0.0031189,0.0029598,0.0043526,0.0040991,0.0053294,0.0052542,0.0056158,0.0073101,0.0069872,0.0082043,0.008999,0.0091374,0.0097178,0.010137,0.011193,0.014461,0.01443,0.014958,0.014338,0.013055,0.011802,0.010105,0.0071006,0.0066136,0.0054382,0.0046965,0.0027844,0.0024042,0.00095769,-0.0009268,-0.0022342,-0.0029994,-0.0033961,-0.0034817,-0.0034563,-0.0033409,-0.0030403,-0.0028556,-0.002106,-0.0020062,-0.0020697,-0.0020172,-0.0018081,-0.0016411
0.013083,0.013751,0.013096,0.012656,0.012686,0.012623,0.01242,0.012522,0.012502,0.012996,0.013591,0.013858,0.015125,0.016288,0.016407,0.016931,0.017977,0.018323,0.019017,0.019772,0.020289,0.022036,0.020915,0.02275,0.022791,0.022658,0.023103,0.023245,0.023337,0.02337,0.023643,0.023937,0.024158,0.024324,0.024444,0.024517,0.024923,0.025814,0.026879,0.02831,0.028218,0.025978,0.025943,0.018527,0.018325,0.01473,0.0097681,0.0082456,0.0062585,0.0046684,0.0026448,0.0027199,0.0025711,-0.10017,-0.13399,-0.1741,-0.20916,-0.23494,-0.25684,-0.17087,-0.13821,-0.10207,-0.069576,-0.049026,-0.026285,-0.025478
-0.0071762,-0.0069159,-0.0070632,-0.0069941,-0.0069472,-0.0068365,-0.0064583,-0.0061524,-0.0058048,-0.0058039,-0.005975,-0.0059856,-0.0059462,-0.0058406,-0.0059484,-0.005873,-0.0057811,-0.0057174,-0.0054921,-0.0052496,-0.0052961,-0.0050704,-0.0048725,-0.0047363,-0.0046575,-0.004658,-0.0046507,-0.0046717,-0.0046923,-0.0047424,-0.0048778,-0.004985,-0.005064,-0.0051829,-0.0051338,-0.0050468,-0.0049185,-0.0047323,-0.0046877,-0.0045576,-0.0046858,-0.0053744,-0.0053376,-0.005562,-0.0055423,-0.0055616,-0.0055053,-0.0054824,-0.0054823,-0.0055595,-0.0056825,-0.0068355,-0.009402,-0.0071604,-0.004672,-0.0024333,-0.0026616,-0.0021122,-0.0019162,-0.0041238,-0.0067721,-0.0083667,-0.0082447,-0.008137,-0.008089,-0.0080216
0.00061887,0.000523,0.00044902,0.00036917,0.00030545,0.00026755,0.00021643,0.00014935,0.00016389,0.0001608,0.00010089,8.2426e-05,0.00010046,5.5854e-05,3.3701e-05,-0.0017073,-0.0032254,-0.0035695,-0.0034631,-0.0027705,-0.0020106,-0.001184,-0.0011372,-0.00084985,-0.00099849,-0.00093926,-0.00077873,-0.0006564,-0.0007031,-0.00054463,-0.00042416,-0.00025847,-0.00035821,-0.00028733,-0.00029024,-0.00028981,-0.00029398,-0.00022064,-0.00013219,-2.9138e-05,6.9868e-06,5.695e-06,0.00015423,0.00043744,0.00044483,0.00030821,0.00059418,0.00053597,0.00055484,0.00099943,0.0010741,0.0009645,0.0008043,0.00067749,0.00056836,0.00055379,0.00046753,0.00032828,0.00038401,0.00030538,0.00021903,0.00010813,9.8697e-06,3.5118e-05,-6.8226e-05,-0.00017091
-0.007328,-0.007903,-0.0081645,-0.0087075,-0.0088423,-0.008823,-0.0091096,-0.0091261,-0.0087342,-0.0068868,-0.0057902,-0.0048221,-0.0032613,-0.0024586,-0.0019767,-0.0012095,-0.00057766,7.5137e-06,0.00060452,0.0020451,0.0035718,0.0058336,0.0068804,0.0071526,0.0076253,0.0079967,0.0084974,0.0093923,0.010285,0.011757,0.012608,0.014194,0.01521,0.015006,0.015552,0.016041,0.016996,0.01829,0.019811,0.018151,0.016759,0.013705,0.01161,0.0082429,0.0062871,0.0059561,0.0049879,0.0045478,0.0024331,0.0011823,0.00073196,-0.00027764,-0.0014178,-0.0019253,-0.0021098,-0.002411,-0.0023166,-0.0024032,-0.0022931,-0.0021785,-0.001926,-0.0016058,-0.0013002,-0.00098518,-0.00079113,-7.3388e-05
0.13582,0.14506,0.14653,0.16111,0.19784,0.24309,0.28522,0.31677,0.33023,0.33288,0.32417,0.30261,0.27753,0.25413,0.22273,0.22574,0.2164,0.21709,0.21468,0.20397,0.19225,0.18542,0.17748,0.1718,0.17351,0.17136,0.16551,0.15937,0.15552,0.15102,0.14504,0.13952,0.13056,0.12777,0.10915,0.089484,0.081572,0.098938,0.12515,0.14205,0.1599,0.19792,0.21678,0.21101,0.21221,0.20445,0.19976,0.19592,0.19267,0.19304,0.19394,0.14303,0.10245,0.074379,0.049299,0.032714,0.021832,0.014755,0.011291,0.0063596,0.0033364,-0.001154,0.00051043,-0.0042731,-0.006121,-0.007037
