0.98698,0.99024,0.99334,0.99592,0.99841,0.99872,0.9988,0.99866,0.99742,0.9956,0.99135,0.98867,0.98672,0.98606,0.98231,0.98109,0.98018,0.98037,0.98013,0.97962,0.9796,0.98117,0.98277,0.98591,0.98884,0.99132,0.99341,0.99593,0.99644,0.99752,0.99828,0.99876,0.99909
-0.017297,-0.013199,-0.013,-0.013991,-0.014321,-0.019752,-0.023256,-0.020726,-0.018395,-0.01507,-0.0093804,-0.0013776,0.0045117,0.0077947,0.012818,0.014648,0.016017,0.01866,0.02247,0.025207,0.025323,0.026233,0.026557,0.022352,0.020834,0.018642,0.012018,0.013884,0.012457,0.0092977,0.0073827,0.0049922,0.0029229
-0.00048337,-0.00022919,-0.0034277,-0.0035904,-0.0072301,-0.0047995,-0.00049791,0.0053717,0.0067137,0.0098069,0.0096772,0.012153,0.01529,0.014815,0.013252,0.012063,0.012846,0.01281,0.012571,0.013545,0.014779,0.019351,0.023515,0.024657,0.024251,0.024272,0.023496,0.02286,0.021498,0.020043,0.016382,0.018029,0.016069
0.005457,0.0039516,0.0033269,0.0021223,0.001623,0.00074829,-0.00098448,-0.0024809,-0.0036512,-0.0061083,-0.0079198,-0.0092491,-0.0092526,-0.0095592,-0.0095559,-0.0095739,-0.0097502,-0.0096183,-0.0096904,-0.009351,-0.0089703,-0.00907,-0.0087887,-0.008563,-0.0082843,-0.0079366,-0.00704,-0.0052727,-0.0047163,-0.0036365,-0.0028221,-0.002135,-0.0016984
-0.037804,-0.034664,-0.022702,-0.0097778,0.0038379,0.0047013,0.012072,0.019719,0.022333,0.031118,0.025718,0.024377,0.027681,0.029913,0.033053,0.035257,0.036841,0.03647,0.036087,0.036035,0.037344,0.042585,0.048096,0.048655,0.047003,0.045308,0.043243,0.040821,0.03704,0.034031,0.030606,0.030498,0.026766
-0.030552,-0.030428,-0.022715,-0.012039,-0.0096885,-0.00034023,-0.039979,-0.080868,-0.12256,-0.15566,-0.15403,-0.15846,-0.16002,-0.17848,-0.20077,-0.21441,-0.22007,-0.22201,-0.22417,-0.22538,-0.22739,-0.23051,-0.22967,-0.21262,-0.21219,-0.20304,-0.19234,-0.15165,-0.096561,-0.067615,-0.047552,-0.035892,-0.030871
-0.0066191,-0.0067281,-0.0067853,-0.0068456,-0.0068963,-0.0068569,-0.0058364,-0.0054586,-0.0053485,-0.0048099,-0.0044259,-0.0039921,-0.0039952,-0.0032461,-0.0027001,-0.0024982,-0.0022515,-0.0021968,-0.0020367,-0.0020514,-0.001956,-0.0018702,-0.0017104,-0.001748,-0.0016006,-0.0015745,-0.0015723,-0.0027052,-0.0030687,-0.0032179,-0.0041075,-0.0050706,-0.0049987
-0.0017191,-0.0018858,-0.0017993,-0.0017998,-0.0017823,-0.001835,-0.0018348,-0.00073469,0.00018154,-7.2562e-05,-0.00014198,-0.00020369,-0.00023969,0.00016766,0.0004336,0.0003223,0.00031824,0.00030865,0.00029593,0.00028968,0.00027629,0.00025496,7.5167e-06,-0.00042301,-0.00065023,-0.0009081,-0.0010314,-0.0013607,-0.0015008,-0.0015465,-0.0014827,-0.0016527,-0.0017029
-0.034769,-0.031932,-0.020686,-0.006816,0.00078733,0.0086129,0.014709,0.023219,0.027478,0.03435,0.03965,0.043005,0.044449,0.044297,0.044406,0.044934,0.045597,0.046049,0.045961,0.045672,0.046743,0.052854,0.046796,0.048759,0.047674,0.046606,0.045793,0.044407,0.037866,0.038836,0.035866,0.036314,0.035908
0.23422,0.1985,0.13048,0.1324,0.12587,0.098672,0.033102,-0.027297,-0.087608,-0.13167,-0.15759,-0.16954,-0.17319,-0.18406,-0.2138,-0.24584,-0.27151,-0.28646,-0.29103,-0.295,-0.29539,-0.28417,-0.25761,-0.23155,-0.19187,-0.13757,-0.095051,-0.118,-0.099736,-0.061338,-0.033449,-0.030646,-0.043611
0.00020321,0.00016235,0.00012902,8.499e-05,6.4371e-05,4.6992e-05,3.2754e-05,2.4625e-05,1.4338e-05,1.493e-05,1.2839e-05,8.3081e-06,7.7471e-06,5.6103e-06,4.3903e-06,3.8406e-06,2.9733e-06,2.872e-06,2.075e-06,1.5227e-06,1.0799e-06,8.1753e-07,6.7114e-07,5.4084e-07,3.9128e-07,2.8327e-07,1.8119e-07,1.8444e-07,1.4426e-07,1.0033e-07,7.5013e-08,0.0012072,0.0019812
0.046804,0.0087293,0.24019,-0.1245,-0.10422,-0.073847,-0.042972,-0.036458,-0.02845,-0.034431,-0.05031,-0.11181,-0.099735,-0.074094,-0.050873,-0.032478,-0.02053,-0.010441,-0.0013671,0.0016689,0.002508,0.01516,0.23851,0.18605,0.13696,0.10072,0.094675,0.062804,0.055674,0.037393,0.029433,0.022543,0.017229
-6.9421e-08,-5.8849e-08,-2.2532e-08,-4.6941e-08,-4.7532e-08,-3.5698e-08,-3.1508e-08,-3.4644e-08,-3.4563e-08,-2.7741e-08,2.5688e-08,-4.5178e-10,-1.7565e-08,-2.2444e-08,-2.0069e-08,-1.9725e-08,-1.9551e-08,-1.997e-08,-1.8664e-08,-5.8452e-08,-5.8178e-08,-5.713e-08,-5.4507e-08,-3.2758e-08,-2.8024e-08,-4.132e-08,-3.6388e-08,-1.9074e-08,2.111e-09,1.3669e-08,2.246e-08,2.1546e-08,9.527e-09
-0.04831,-0.047431,-0.051466,-0.051714,-0.053258,-0.05366,-0.054255,-0.054315,-0.057258,-0.055273,-0.056868,-0.058609,-0.060282,-0.06113,-0.060977,-0.060735,-0.060845,-0.060841,-0.060806,-0.060836,-0.061273,-0.0621,-0.062496,-0.063733,-0.065177,-0.064777,-0.065235,-0.065028,-0.064336,-0.063858,-0.063076,-0.059323,-0.061737
0.00072328,0.00075589,0.000737,0.00056582,0.00049965,0.00035835,2.8371e-05,-7.8297e-05,-8.398e-05,-0.00023663,-0.00027269,-0.00037182,-0.00042469,-0.00068731,-0.00087243,-0.0010521,-0.0010524,-0.0011626,-0.0012886,-0.0013405,-0.0012951,-0.0010187,-0.00068309,-0.00038737,-0.00012401,0.00028471,0.0002156,0.00034883,0.00048236,0.00071752,0.00066974,0.00068795,0.00073247
-0.00074262,-0.001241,-0.00035915,0.001558,0.0033857,0.010632,0.0094755,0.010895,0.011296,0.012009,0.012201,0.011892,0.011606,0.011722,0.011705,0.011684,0.011644,0.011528,0.011045,0.0098843,0.0093919,0.005846,0.0052209,0.0036036,0.0032911,0.0030268,0.0030631,0.00301,0.0029948,0.0030004,0.0029965,0.0029901,0.0030474
3.8299e-08,3.9451e-08,6.8766e-08,4.0646e-08,2.3023e-08,1.0665e-08,2.2145e-08,2.0855e-08,1.971e-08,1.2093e-08,2.7275e-08,4.1874e-08,3.8151e-08,3.2097e-08,2.8842e-08,2.3477e-08,2.325e-08,2.0385e-08,1.869e-08,8.3628e-09,1.3116e-08,6.5102e-09,4.5056e-09,1.6707e-08,1.1666e-08,3.1198e-08,4.8438e-08,4.0311e-08,2.611e-08,4.7167e-08,3.1612e-08,4.3599e-08,3.8335e-08
0.012117,0.02007,0.027858,0.03542,0.042557,0.048397,0.052052,0.055978,0.056879,0.058826,0.061915,0.065618,0.066094,0.067123,0.06837,0.069102,0.069511,0.070232,0.070755,0.071438,0.072533,0.073298,0.07303,0.072464,0.071638,0.070556,0.066769,0.066669,0.063453,0.060192,0.060219,0.059628,0.057983
0.0014401,0.001331,0.001261,0.0011191,0.00088659,0.00061267,-2.0817e-05,-2.7935e-05,-0.00028238,-0.00040244,-0.00035434,-0.000486,-0.00075738,-0.00073544,-0.00087015,-0.00094015,-0.00098971,-0.0012038,-0.0012104,-0.0012568,-0.0012919,-0.0013281,-0.0013777,-0.0013341,-0.0011972,-0.0012513,-0.0011124,-0.00091798,-0.00088256,-0.00077527,-0.00067872,-0.00048758,-0.00039926
-0.029073,-0.017598,-0.011185,-0.0075263,-0.004364,0.00091658,0.0051751,0.0062557,0.0071713,0.0077327,0.0067192,0.0052503,0.0047058,0.0058987,0.0064196,0.0068765,0.0065921,0.0061611,0.005191,0.0046404,0.0036203,-0.00088252,0.0020177,0.0030371,0.0039265,0.0022196,0.0012772,0.00090796,0.00056559,0.00026334,-1.0696e-05,-0.00047806,-0.0013592
