0.99276,0.99259,0.99262,0.99265,0.99279,0.99311,0.99314,0.99345,0.99381,0.99432,0.99484,0.9954,0.99577,0.99602,0.99621,0.9965,0.99673,0.99697,0.99714,0.99726,0.99736,0.99735,0.99739,0.99736,0.99727,0.99716,0.99701,0.99677,0.99677,0.99639,0.9963,0.99603,0.99581,0.99572,0.99579,0.99572,0.9957,0.99569,0.9957,0.99572,0.99573,0.99575,0.99577,0.99581,0.99593,0.99598,0.99605,0.99611
-0.0078559,-0.0079116,-0.0078839,-0.0079091,-0.0079696,-0.0078554,-0.0078267,-0.0075877,-0.007488,-0.007115,-0.0068131,-0.0066327,-0.0066406,-0.0067743,-0.0071456,-0.0083207,-0.010349,-0.010319,-0.010106,-0.0098837,-0.0096759,-0.0095577,-0.0093859,-0.0096378,-0.0094818,-0.0094056,-0.0094083,-0.0094799,-0.0095037,-0.0095984,-0.0097479,-0.0099611,-0.01054,-0.01135,-0.011408,-0.011627,-0.01182,-0.011996,-0.01236,-0.012287,-0.012178,-0.01209,-0.012464,-0.01232,-0.01209,-0.012236,-0.012253,-0.012333
-0.0022042,-0.0061734,-0.0095558,-0.0087247,-0.010677,-0.010206,-0.011082,-0.01151,-0.01143,-0.011203,-0.010935,-0.010602,-0.010215,-0.010205,-0.0093143,-0.0097603,-0.0091716,-0.0086607,-0.0086431,-0.0087312,-0.0085047,-0.0086055,-0.008683,-0.0089297,-0.0098054,-0.0097191,-0.011562,-0.013309,-0.014472,-0.014236,-0.015007,-0.014925,-0.014722,-0.015201,-0.015561,-0.015998,-0.016553,-0.016476,-0.017051,-0.016969,-0.01743,-0.017793,-0.018004,-0.01805,-0.018005,-0.017952,-0.017794,-0.017607
0.0042004,0.0043648,0.0044329,0.0044408,0.0044209,0.0043595,0.0040515,0.0040003,0.0038381,0.0036274,0.0031717,0.0029423,0.0024818,0.0024625,0.0021461,0.0018699,0.0015739,0.0010493,0.0011778,0.00097486,0.00098396,0.0013361,0.0016883,0.0017345,0.0021536,0.0026218,0.0031251,0.0034645,0.0036622,0.0037915,0.0039015,0.0042221,0.0047185,0.0046743,0.0051761,0.0052222,0.0055636,0.0058587,0.0067491,0.0065999,0.0067798,0.0069426,0.0070613,0.0072623,0.0072069,0.0073439,0.0072809,0.0072686
0.001221,0.0011232,0.00081988,0.00050115,0.00032018,0.00011364,3.9933e-05,-0.00045689,-0.0012743,-0.0013367,-0.0021327,-0.0031058,-0.0028013,-0.0025236,-0.0046869,-0.0038453,-0.0046002,-0.0050118,-0.0052169,-0.0049982,-0.0046955,-0.0039713,-0.0036096,-0.0037897,-0.0041214,-0.0035947,-0.0038658,-0.0039057,-0.0039221,-0.0040446,-0.004089,-0.0042237,-0.0042878,-0.0043489,-0.0045143,-0.0046772,-0.0048296,-0.0051268,-0.0052441,-0.0057774,-0.0056625,-0.0062348,-0.0066584,-0.0069551,-0.0071558,-0.0073375,-0.0075199,-0.0073857
-0.24123,-0.24824,-0.27193,-0.27632,-0.28769,-0.29,-0.29293,-0.29694,-0.29236,-0.2866,-0.28405,-0.27144,-0.27149,-0.28106,-0.28788,-0.28343,-0.27366,-0.27718,-0.28941,-0.30605,-0.31661,-0.32267,-0.31896,-0.30698,-0.29696,-0.30665,-0.31807,-0.32482,-0.3306,-0.34529,-0.3565,-0.34256,-0.33529,-0.33924,-0.33957,-0.33878,-0.32841,-0.32781,-0.32407,-0.31721,-0.3098,-0.29704,-0.28439,-0.28297,-0.27059,-0.26352,-0.27047,-0.15821
-1.9963e-06,-1.6154e-06,-1.168e-06,-9.2257e-07,-6.8251e-07,-5.5959e-07,-3.718e-07,-2.5826e-07,-1.919e-07,-1.2654e-07,-9.549e-08,-6.1896e-08,-4.8526e-08,-3.8533e-08,-2.6341e-08,-2.144e-08,-1.9918e-08,-1.9797e-08,-1.6458e-08,-1.1753e-08,-7.1581e-09,-5.6042e-09,-4.4922e-09,1.0809e-09,6.609e-09,5.7051e-11,-5.0916e-09,-2.2241e-09,6.209e-10,6.8027e-10,6.9131e-09,6.5618e-09,5.2606e-09,3.7599e-09,7.0216e-09,7.576e-09,1.9359e-09,-4.1489e-09,-5.923e-09,-3.0102e-09,1.2615e-09,3.1476e-09,-9.9557e-10,-3.1939e-09,-2.7899e-09,-9.422e-10,1.4417e-11,-0.0040492
0.0061239,0.0044556,0.0029238,0.0014759,0.0014541,0.0014056,0.0025588,0.0024236,0.0072496,0.0092954,0.00881,0.0080916,0.0044389,-0.0063748,-0.028636,-0.014858,-0.012964,-0.014116,-0.018868,-0.031913,-0.057605,-0.058256,-0.041833,-0.035458,-0.029017,-0.028324,-0.042708,-0.054346,-0.051293,-0.03818,-0.034792,-0.035568,-0.037692,-0.043224,-0.039531,-0.031943,-0.027353,-0.026909,-0.033254,-0.034758,-0.039212,-0.031625,-0.017078,-0.0013469,0.002961,0.0016023,0.0024085,0.00089335
0.0012694,0.001167,0.0010446,0.0010236,0.0010417,0.00084461,0.00049606,9.4783e-05,-0.00015074,-0.00078359,-0.00083912,-0.0013119,-0.0021577,-0.0030179,-0.0040466,-0.003743,-0.0037853,-0.0042748,-0.0044472,-0.0043794,-0.0042243,-0.0037635,-0.0032403,-0.0032641,-0.0034113,-0.003587,-0.0038222,-0.0040238,-0.0039136,-0.0039041,-0.0039325,-0.003986,-0.0041513,-0.0042617,-0.0042994,-0.0045534,-0.0047728,-0.0049466,-0.0051772,-0.0052558,-0.0054785,-0.0059426,-0.0058464,-0.0058839,-0.0058499,-0.0058098,-0.0057459,-0.0058537
0.19716,0.19094,0.19111,0.19655,0.205,0.21832,0.25237,0.2873,0.3112,0.32918,0.34066,0.35495,0.35732,0.3574,0.35958,0.35357,0.35455,0.36038,0.36412,0.37438,0.3844,0.36105,0.35041,0.35447,0.3544,0.35462,0.35211,0.35239,0.34487,0.33443,0.32972,0.3302,0.33787,0.34713,0.35491,0.366,0.37449,0.38082,0.379,0.38993,0.38977,0.38073,0.39225,0.37488,0.34508,0.33321,0.32552,0.3278
