0.99693,0.99698,0.99706,0.99712,0.99718,0.99725,0.99746,0.9976,0.99779,0.99796,0.9981,0.99822,0.99823,0.99823,0.99814,0.99807,0.99801,0.99794,0.99784,0.99774,0.99765,0.99757,0.99739,0.99726,0.99723,0.99718,0.99715,0.99715,0.99714,0.99714,0.99715,0.99718,0.99731,0.99758,0.99789,0.99833,0.99882,0.99901,0.99901,0.99884,0.99812,0.99754,0.99682,0.99631,0.99641,0.99628
-0.0051367,-0.0052054,-0.005307,-0.0055477,-0.0076442,-0.0063003,-0.0071892,-0.010912,-0.008221,-0.010681,-0.011686,-0.012684,-0.014315,-0.015188,-0.015269,-0.015819,-0.016215,-0.01648,-0.016587,-0.016566,-0.016175,-0.016438,-0.016156,-0.015962,-0.016093,-0.016136,-0.017052,-0.016507,-0.01794,-0.01803,-0.018415,-0.018474,-0.018197,-0.017179,-0.016869,-0.016657,-0.01534,-0.013488,-0.009713,-0.0089999,-0.0060013,-0.0037458,-0.0040385,-0.0032059,-0.0026994,-0.0018048
-0.016364,-0.015987,-0.015452,-0.014125,-0.012572,-0.010731,-0.0080155,-0.0068322,-0.0057615,-0.0062053,-0.0065168,-0.0036405,-0.0010225,0.00082844,0.0021576,0.0020617,0.0032729,0.003088,0.0033117,0.0047171,0.0061227,0.0058868,0.0070683,0.0076993,0.0081314,0.0084583,0.0090559,0.0095043,0.0095326,0.0097866,0.010085,0.010247,0.0093177,0.0093714,0.0079108,0.0058378,0.0040051,-0.0018583,-0.0020995,-0.0055864,-0.0083438,-0.010283,-0.012812,-0.012736,-0.012993,-0.014026
0.0087454,0.0086334,0.0083951,0.0080868,0.0077598,0.0067049,0.0054955,0.0041754,0.0025697,0.0008791,-0.0015667,-0.0024499,-0.0041631,-0.00502,-0.0072194,-0.007531,-0.0089621,-0.009854,-0.010623,-0.011072,-0.011288,-0.011919,-0.011667,-0.012221,-0.012082,-0.01191,-0.011584,-0.011737,-0.010811,-0.011398,-0.010694,-0.0099502,-0.0077017,-0.0075402,-0.0063243,-0.0040877,-0.0032628,0.00010671,0.00050735,0.0022922,0.0036089,0.0042935,0.005405,0.0057319,0.0054681,0.006007
0.0047377,0.0046092,0.0045437,0.0042993,0.0048126,0.0059622,0.0055366,0.0062956,0.006958,0.0077603,0.0088687,0.011063,0.011323,0.013181,0.014302,0.014396,0.015525,0.015071,0.015853,0.016236,0.01681,0.016705,0.016572,0.016989,0.017009,0.017127,0.017219,0.017283,0.017328,0.017246,0.014323,0.01423,0.011094,0.0071088,0.0037058,0.001221,-0.0009265,-0.0031312,-0.0075115,-0.0082441,-0.0099925,-0.011871,-0.013196,-0.015237,-0.016523,-0.018149
-0.0097562,-0.0096411,-0.0090335,-0.0079432,-0.0048738,-3.9745e-05,0.00033993,0.0087516,0.01046,0.011671,0.014281,0.018493,0.018859,0.021466,0.022066,0.023106,0.023852,0.024865,0.024755,0.02488,0.025166,0.025245,0.025312,0.025254,0.025197,0.025157,0.025152,0.025155,0.025181,0.025174,0.024355,0.023684,0.021408,0.018316,0.013066,0.011982,0.0073723,-0.0026291,-0.0033481,-0.0082675,-0.01223,-0.014496,-0.015788,-0.016182,-0.017562,-0.098473
-0.007232,-0.0072222,-0.0072004,-0.0069847,-0.0068726,-0.0066592,-0.0065027,-0.0061835,-0.0061747,-0.005937,-0.0059692,-0.0058499,-0.0056046,-0.0049312,-0.0049609,-0.0047644,-0.0045516,-0.0041727,-0.0037448,-0.0038146,-0.0035116,-0.0033796,-0.0033254,-0.0033491,-0.0033056,-0.0033081,-0.0033218,-0.0033237,-0.0033181,-0.0033083,-0.0033279,-0.0039881,-0.0043816,-0.0050364,-0.0051021,-0.00576,-0.0068212,-0.0073201,-0.0075686,-0.0084354,-0.0082132,-0.0083254,-0.0088,-0.0092927,-0.0097774,-0.0079992
0.001514,0.001214,0.00063166,0.00039322,0.00040738,0.00057897,0.00059132,-0.00034252,-0.00017143,-0.00047013,-0.00070342,-0.00090505,-0.0011069,-0.0011653,-0.0016531,-0.002325,-0.0032202,-0.0041681,-0.0044239,-0.0047067,-0.0048446,-0.0049222,-0.0045524,-0.0038816,-0.0037603,-0.0035506,-0.0034735,-0.0034283,-0.0031625,-0.0029466,-0.0023663,-0.0017557,-0.0015023,-0.0011588,-0.0011086,-0.00098841,-0.00083586,-0.00070078,-0.00058255,-0.00059532,-0.0006457,-0.00011741,0.00060097,0.0010767,0.0020805,0.0019841
0.0044083,0.0041705,0.0037643,0.0034173,0.0048398,0.0057934,0.0063713,0.0065009,0.0070521,0.0076976,0.0086825,0.010693,0.012979,0.014346,0.015754,0.016812,0.017854,0.017722,0.018004,0.018407,0.018593,0.018753,0.018938,0.018922,0.019054,0.019274,0.019205,0.019144,0.019027,0.018721,0.015372,0.0139,0.010274,0.0070936,0.0031759,0.0013076,-0.00061811,-0.0053918,-0.0064257,-0.0090461,-0.011036,-0.012892,-0.014103,-0.015031,-0.015437,-0.015471
0.060792,0.12542,0.20346,0.25232,0.29013,0.312,0.31764,0.30456,0.28511,0.26392,0.2431,0.22402,0.20577,0.18875,0.18422,0.17544,0.16912,0.17133,0.16483,0.1615,0.16191,0.16071,0.15469,0.15311,0.14516,0.13949,0.13226,0.13489,0.12647,0.1132,0.11391,0.10824,0.095945,0.08718,0.083978,0.084145,0.098509,0.10423,0.12218,0.12549,0.10863,0.080934,0.066626,0.05529,0.048874,0.073832
