0.99806,0.99539,0.99182,0.98291,0.98189,0.97734,0.97372,0.9715,0.97036,0.96899,0.96753,0.96766,0.96932,0.96945,0.9692,0.96913,0.97053,0.97435,0.97548,0.97906,0.98324,0.9888
-0.073643,-0.073722,-0.069507,-0.053499,-0.049408,-0.038307,-0.024833,-0.027305,-0.024163,-0.022596,-0.019385,-0.016131,-0.018359,-0.01745,-0.01762,-0.018659,-0.023878,-0.032051,-0.042724,-0.05335,-0.057369,-0.055696
0.00027776,0.001616,0.0023475,0.0025502,0.0026605,0.0024369,0.002248,0.0018785,0.0014612,0.0010915,0.00038941,0.00036171,0.00010514,-0.00029278,-0.00064144,-0.00097721,-0.0010732,-0.0007698,-0.00061987,-3.0911e-05,-0.00021866,-0.00012292
-0.01072,-0.013143,-0.018529,-0.019639,-0.018964,-0.018663,-0.017976,-0.018612,-0.018335,-0.017862,-0.017206,-0.016529,-0.014729,-0.012719,-0.012298,-0.012124,-0.011743,-0.010589,-0.0094101,-0.0085052,-0.0063842,-0.0059264
-0.016201,-0.014759,-0.015787,-0.022132,-0.026362,-0.030757,-0.031488,-0.035686,-0.032815,-0.031894,-0.033605,-0.034255,-0.034357,-0.031809,-0.028635,-0.02794,-0.027687,-0.023014,-0.017302,-0.0129,-0.01323,-0.01038
-0.019061,-0.014726,-0.026444,-0.054051,-0.053785,-0.042731,0.051483,0.024937,0.0065939,0.0022451,-0.0055286,-0.013141,-0.016262,-0.015699,-0.01524,-0.015633,-0.014631,-0.012848,-0.011609,-0.011628,-0.011474,-0.011003
-0.0035869,-0.0037166,-0.0029637,-0.0019811,-0.0022346,-0.0022742,-0.0018919,-0.0014474,-0.00062953,0.00027388,-0.00013397,-0.00080213,0.00033733,0.00078462,0.00012438,-9.0729e-05,-0.00017488,-0.00050376,-0.00057213,-0.0010085,-0.0011009,-0.0012335
-0.00043209,-9.2243e-05,0.00030345,0.00030216,-0.002012,-0.0040019,-0.0022976,-0.00033187,0.030794,0.028856,0.017813,0.014254,0.0098012,0.0075469,0.0057619,0.0051558,0.00408,0.0031881,0.002583,0.0021985,0.0019991,0.0018919
-0.01153,-0.012228,-0.017924,0.030548,0.038684,0.04211,0.046054,0.050465,0.052222,0.054809,0.053992,0.055349,0.053869,-0.049717,0.039329,0.031871,0.027539,-0.021782,-0.014114,-0.0090778,-0.010178,-0.009631
0.23259,0.16774,0.074347,-0.012564,-0.07357,-0.12098,-0.16373,-0.19483,-0.21626,-0.23103,-0.23612,-0.23246,-0.14512,-0.10489,-0.32371,0.08137,0.09438,0.23114,0.26978,0.26088,0.25652,0.24771
0.00018698,0.00013611,9.9309e-05,7.1369e-05,5.1898e-05,3.0408e-05,2.9774e-05,1.8827e-05,1.9305e-05,1.6355e-05,1.0735e-05,9.9381e-06,-0.0010654,-0.00092929,-0.0033347,-0.0013775,-0.0013975,-0.0010771,-0.00079206,-0.00065649,-0.00046565,-0.00030549
-0.048664,-0.035653,-0.020943,-0.013506,-0.0091004,-0.0063118,-0.0042114,-0.0013369,0.00086868,0.0026035,0.0040379,0.0049339,0.0047616,0.0052693,0.0080824,0.0061413,-0.0040908,-0.0080782,-0.0080163,-0.0056206,-0.0032944,-0.0036196
-9.0276e-08,1.0544e-08,-3.2011e-08,-3.6344e-08,3.5369e-09,-9.3855e-09,2.168e-08,-5.4901e-10,-2.3774e-08,-2.0924e-08,-1.9427e-08,-1.6332e-08,5.9352e-09,-2.3884e-08,4.9916e-08,-2.4261e-08,1.3257e-08,-9.1084e-08,-1.0611e-07,-4.2125e-08,2.5808e-09,3.7457e-08
0.012106,0.035582,0.043658,0.062546,0.073427,0.080079,0.090701,0.09206,0.10291,0.10413,0.10476,0.10597,0.10169,0.10055,0.09123,0.069241,0.065193,0.051509,0.038292,0.023959,0.0088364,-0.0042991
-0.00019424,-0.00052109,-0.0011405,-0.0018731,-0.00058379,0.0014259,0.0024951,0.003352,0.0036842,0.0035797,0.0038287,0.0039436,0.0040688,0.0042111,0.0042987,0.0043869,0.0036402,0.002629,0.001845,0.0018772,0.0018204,0.0017439
0.026253,0.028518,0.021656,0.016716,0.011333,0.0099407,0.0068667,0.0044715,0.003675,0.002671,0.0021977,0.0014249,0.0037881,0.0035436,0.0053486,0.0081789,0.011514,0.015249,0.020109,0.025691,0.025153,0.025199
-6.8076e-08,-2.8366e-08,-3.4285e-08,2.5455e-08,2.6942e-09,-5.4242e-09,1.1951e-08,-2.4105e-08,-2.5287e-09,-4.5016e-09,-1.0892e-09,-1.1623e-09,3.9276e-08,8.0624e-08,1.1102e-07,1.0246e-07,1.2351e-07,1.2129e-07,1.2065e-07,1.0825e-07,9.943e-08,8.8309e-08
-0.0021288,-0.0048097,-0.014062,-0.023656,-0.032871,-0.03984,-0.044374,-0.049041,-0.052678,-0.054062,-0.055953,-0.056814,-0.055147,-0.053065,-0.043952,-0.031096,-0.017123,-0.0033452,0.01488,0.017468,0.032436,0.037753
-0.0037033,-0.0039798,-0.0035654,-0.003741,-0.0041073,-0.0043542,-0.0044112,-0.004334,-0.0044006,-0.0043501,-0.00431,-0.0041872,-0.0027011,-0.00020718,0.0035801,0.0033422,0.0030578,0.0013622,0.00041916,0.00065451,0.00025787,0.00018358
0.032446,0.030821,0.0074751,0.014362,0.016777,0.015908,0.016358,0.016016,0.016021,0.016002,0.015347,0.015171,0.016029,0.016437,0.016917,0.017866,0.018767,0.010342,0.0077566,0.0062472,0.012517,0.01623
