0.99586,0.99589,0.99584,0.99583,0.99585,0.99589,0.99593,0.9963,0.99608,0.99613,0.99629,0.99644,0.99643,0.99648,0.99647,0.99641,0.99627,0.99624,0.99615,0.99605,0.99597,0.99588,0.9958,0.99533,0.99541,0.99524,0.99511,0.99484,0.99503,0.99504,0.9949,0.99478,0.9946,0.99445,0.99447,0.99449,0.99449,0.99448,0.99434,0.99406,0.99397,0.99395,0.99398,0.99403,0.994,0.99408,0.99415,0.9943,0.9947,0.99509,0.99556,0.99596,0.99625
-0.0076192,-0.0074854,-0.0079619,-0.0076792,-0.0078179,-0.0079667,-0.00824,-0.0084061,-0.0085719,-0.0089103,-0.0088752,-0.0087515,-0.009346,-0.0089151,-0.0089212,-0.00888,-0.0087154,-0.0087993,-0.0087877,-0.0089106,-0.0094005,-0.0092022,-0.0095169,-0.0093206,-0.0090442,-0.0093591,-0.0093997,-0.0095656,-0.0099398,-0.0097853,-0.010103,-0.010128,-0.010172,-0.01035,-0.010603,-0.010597,-0.010484,-0.010355,-0.010169,-0.010135,-0.0099966,-0.0096616,-0.0094308,-0.0091215,-0.0084813,-0.0085796,-0.0080957,-0.0078042,-0.0070704,-0.0050835,-0.0050845,-0.0040491,-0.0053106
-0.017673,-0.017705,-0.017477,-0.017501,-0.017075,-0.015956,-0.01648,-0.015116,-0.015751,-0.014684,-0.013722,-0.0134,-0.011999,-0.010646,-0.0089585,-0.0093221,-0.0094104,-0.0063898,-0.0035006,-4.4275e-05,0.00031301,0.0013521,0.0024957,0.0026016,0.00317,0.0031428,0.003357,0.0035148,0.0035842,0.0035445,0.0035105,0.0034837,0.0034669,0.0034897,0.0035646,0.0035803,0.003609,0.0036814,0.003675,0.0037242,0.0037457,0.00374,0.0037582,0.0037647,0.0038762,0.003852,0.0037671,0.0037321,0.0035228,0.0034669,0.0032294,0.0028277,0.0024761
0.0054743,0.005486,0.0055725,0.0055589,0.0055941,0.0055644,0.0055266,0.0048974,0.0046951,0.0043116,0.003463,0.0029851,0.0021607,0.0013149,0.00038227,-0.00060312,-0.001905,-0.0028583,-0.003194,-0.0031823,-0.0033689,-0.0037287,-0.004001,-0.0042657,-0.0044587,-0.0048422,-0.0049609,-0.0049485,-0.0049807,-0.0049948,-0.0050159,-0.0050313,-0.0050535,-0.0050926,-0.0051132,-0.0051724,-0.0052989,-0.0052769,-0.0054484,-0.0056155,-0.0057464,-0.0057288,-0.0058135,-0.0058388,-0.0057721,-0.0053904,-0.0052103,-0.0048752,-0.0042706,-0.0037886,-0.0031611,-0.0026063,-0.0021691
0.0027819,0.0027273,0.0026006,0.0023436,0.0015814,-0.00086595,-0.0025184,-0.0011779,-0.0028668,-0.0042647,-0.0051305,-0.0055228,-0.0056378,-0.0056066,-0.0055123,-0.0053058,-0.0049485,-0.0047443,-0.0046343,-0.0042306,-0.0041401,-0.0041845,-0.0037427,-0.0030853,-0.0023794,-0.0017483,-0.0012252,-0.0012071,-0.001367,-0.0011637,-0.0010701,-0.0010518,-0.00095867,-0.00093337,-0.00089473,-0.00082765,-0.00072546,-0.00065242,-0.00060214,-0.00059866,-0.00057546,-0.00047488,-0.00046935,-0.00045743,-0.00039269,-0.0004975,-0.00058331,-0.00080118,-0.0013739,-0.0019825,-0.0026749,-0.00325,-0.0031101
-0.10912,-0.14508,-0.17804,-0.19159,-0.1958,-0.20277,-0.20365,-0.20198,-0.20249,-0.2078,-0.21057,-0.22126,-0.23876,-0.25808,-0.27548,-0.2793,-0.27096,-0.27637,-0.27637,-0.2836,-0.29037,-0.29348,-0.31381,-0.33603,-0.33302,-0.32655,-0.32568,-0.3222,-0.31889,-0.3212,-0.30859,-0.29052,-0.28156,-0.28636,-0.28552,-0.30856,-0.32914,-0.32162,-0.31022,-0.31014,-0.30238,-0.31872,-0.3258,-0.32359,-0.31766,-0.31457,-0.30986,-0.31479,-0.31899,-0.31836,-0.3071,-0.30508,-0.28812
-0.0075438,-0.005047,-0.0037722,-0.0026345,-0.0017083,-0.0013214,-0.00096513,-0.00067713,-0.00046594,-0.00032931,-0.00024956,-0.00016935,-0.00012955,-9.3359e-05,-7.1015e-05,-6.5479e-05,-6.2587e-05,-4.5732e-05,-3.339e-05,-2.4477e-05,-1.8137e-05,-1.8407e-05,-1.3978e-05,-9.8669e-06,-6.1902e-06,-5.8613e-06,-4.549e-06,-3.5865e-06,-3.1611e-06,-2.5089e-06,-1.8942e-06,-1.6996e-06,-1.2443e-06,-9.8491e-07,-8.9462e-07,-6.8283e-07,-4.6018e-07,-4.0246e-07,-2.8756e-07,-2.3652e-07,-1.682e-07,-1.5962e-07,-1.2058e-07,-9.7917e-08,-7.723e-08,-4.837e-08,-3.3415e-08,-2.6058e-08,-1.7114e-08,-1.0719e-08,-3.5071e-09,-5.2347e-09,-5.9139e-09
0.0014868,0.0013697,0.0010106,0.0030136,0.0034967,0.0033294,0.0046921,0.019774,0.027063,0.015596,0.012981,-0.020415,-0.03199,-0.076897,-0.066535,-0.056998,-0.049718,-0.030249,-0.066514,-0.084737,-0.10373,-0.11341,-0.1199,-0.11625,-0.090232,-0.08913,-0.071717,-0.074635,-0.090278,-0.08838,-0.062541,-0.054451,-0.043945,-0.048759,-0.059358,-0.092099,-0.087864,-0.079382,-0.075303,-0.095517,-0.10403,-0.12132,-0.1172,-0.085956,-0.086126,-0.065504,-0.059888,-0.083581,-0.090165,-0.085661,-0.093328,-0.062682,-0.021202
0.001447,0.0014087,0.0012473,0.00092663,0.00019694,1.3172e-05,-0.00099906,-0.002249,-0.0032763,-0.0057431,-0.0062184,-0.0054552,-0.0057053,-0.0057438,-0.0054164,-0.0045129,-0.0044632,-0.0036438,-0.0026374,-0.0034406,-0.0019927,-0.0013318,-0.00123,-0.0012387,-0.0012137,-0.00062262,-0.00071741,-0.00017974,0.0001379,0.00010297,0.00018312,0.00023195,0.00026007,0.00036218,0.0003958,0.00044272,0.00049241,0.00056848,0.00067491,0.00066705,0.00069509,0.00069586,0.0006849,0.0006898,0.0006822,0.00059462,0.0003738,0.00021348,-0.00038771,-0.0015235,-0.001438,-0.0025474,-0.0023518
-0.0037095,-0.0045552,0.078227,0.11691,0.17239,0.21593,0.24616,0.2714,0.28574,0.29037,0.29271,0.28972,0.28716,0.29071,0.29684,0.29651,0.29653,0.30473,0.29633,0.30506,0.30737,0.31175,0.3075,0.32616,0.34382,0.34774,0.35375,0.34915,0.35129,0.34173,0.3347,0.33764,0.34298,0.345,0.34557,0.34456,0.34309,0.34408,0.3453,0.34292,0.34205,0.34145,0.34201,0.34228,0.34405,0.34606,0.34728,0.34687,0.35149,0.35485,0.37072,0.38303,0.36583
