0.99388,0.99447,0.99414,0.99436,0.99456,0.99517,0.9952,0.99514,0.99539,0.99533,0.99547,0.99544,0.99543,0.99557,0.99579,0.9961,0.99633,0.99663,0.99666,0.99758,0.99778,0.99811,0.99839,0.99868,0.99883,0.99895,0.99913,0.99926,0.99944,0.99947,0.99959,0.99954,0.99967,0.99974,0.99976,0.99976,0.99977,0.99977,0.99976,0.9997,0.99973,0.99969,0.99952,0.99949,0.9994,0.9993,0.99891,0.99852,0.99821,0.9979,0.99755,0.99711,0.99639,0.99626
-0.020909,-0.020403,-0.020314,-0.020105,-0.019825,-0.018761,-0.018093,-0.01575,-0.01287,-0.0090799,-0.008174,-0.0069799,-0.0049249,-0.0013031,-0.0025957,-0.0046039,-0.0090532,-0.019302,-0.018778,-0.022855,-0.024434,-0.026954,-0.026444,-0.026857,-0.027272,-0.027804,-0.026925,-0.029959,-0.032902,-0.035831,-0.037916,-0.038895,-0.039679,-0.04224,-0.043097,-0.044166,-0.04435,-0.043826,-0.039485,-0.037666,-0.029496,-0.028756,-0.025291,-0.022797,-0.021047,-0.019554,-0.020472,-0.020815,-0.021247,-0.02151,-0.021813,-0.022018,-0.022168,-0.022133
-0.0012213,-0.0012318,-0.0012423,-0.001213,-0.0011471,-0.00086226,-0.00088517,-0.00038328,3.1823e-06,0.0003381,0.001143,0.0019018,0.0035854,0.0065188,0.0091195,0.0097677,0.0076766,0.0068181,0.0063401,0.0047024,0.0045856,0.0051158,0.0026509,0.0020695,0.0027146,0.0031776,0.0038188,0.00038841,0.00059767,0.00050064,0.0004574,0.00036684,0.00030294,0.00026281,0.0001757,0.00020619,0.00027921,0.0003343,0.00014346,0.00018048,0.00017692,0.00018762,0.00026945,0.00044366,0.00068218,0.00093289,0.0011029,0.0010521,0.00097519,0.00088969,0.0009401,0.00091933,0.00089354,0.00087681
0.005229,0.0052288,0.0051018,0.0049811,0.0048508,0.0048528,0.0048219,0.0046377,0.004484,0.0040434,0.0036064,0.0031449,0.0024351,0.0021445,0.0019837,0.0024623,0.0023994,0.0027819,0.0029475,0.0030419,0.002843,0.0028405,0.0023207,0.0021473,0.0019489,0.0014657,0.00098346,0.00074274,0.00068916,0.00066121,0.00059387,0.00038354,0.00033055,0.0001784,-0.00013397,-7.4103e-05,-0.00041394,-0.00079183,-0.0012226,-0.00088703,-0.0010475,-0.0010218,-0.00085695,-0.0006149,-0.00029806,-0.00025234,0.00027664,0.00082442,0.00087475,0.0011412,0.0017762,0.0017482,0.0021144,0.0026812
-0.031979,-0.03202,-0.032013,-0.031995,-0.031978,-0.031971,-0.032007,-0.032171,-0.032313,-0.032688,-0.032516,-0.0322,-0.032315,-0.032888,-0.032846,-0.02448,-0.025715,-0.023324,-0.021993,-0.0087377,-0.016493,-0.011939,-0.0073618,-0.011738,-0.013247,-0.010733,-0.010046,-0.0073906,-0.0047483,-0.0045974,-0.0048249,-0.0040704,-0.0041723,-0.0038215,-0.0032127,-0.0033948,-0.0029504,-0.0030423,-0.0048631,-0.0095248,-0.011564,-0.018987,-0.02013,-0.026105,-0.027061,-0.030034,-0.032291,-0.039729,-0.034832,-0.037778,-0.040053,-0.039747,-0.040973,-0.043132
-0.011783,-0.011969,-0.012044,-0.012068,-0.01207,-0.012066,-0.012079,-0.012139,-0.012171,-0.012216,-0.012266,-0.01224,-0.011788,-0.009883,-0.0090148,-0.0055057,0.0006406,0.0016024,0.002999,0.006928,0.0086573,0.0091751,0.014335,0.01113,0.014047,0.013592,0.013017,0.012898,0.013244,0.013398,0.013565,0.01332,0.013296,0.013368,0.013485,0.013382,0.013326,0.013233,0.01287,0.011603,0.010004,0.0082089,0.0063611,0.0049999,0.0023088,0.0020144,0.00066467,-0.00048241,-0.0025517,-0.0040164,-0.0063822,-0.0048823,-0.0060262,-0.0066589
-0.0056353,-0.0056004,-0.0055962,-0.0056072,-0.00562,-0.0056016,-0.0055932,-0.005591,-0.0055828,-0.0055838,-0.0055856,-0.0056089,-0.005961,-0.0060079,-0.0062668,-0.0069414,-0.0073488,-0.0077181,-0.0079335,-0.0082257,-0.0083339,-0.0083447,-0.0084106,-0.008412,-0.0083921,-0.0083844,-0.0083524,-0.0083586,-0.00838,-0.0084031,-0.008427,-0.0084097,-0.0084125,-0.008409,-0.0084058,-0.0083913,-0.008353,-0.008377,-0.0083595,-0.0083341,-0.0082343,-0.0080481,-0.0075902,-0.0073679,-0.0074143,-0.0073181,-0.0072527,-0.0070043,-0.0069819,-0.006897,-0.006899,-0.006871,-0.0068677,-0.0068779
-0.002476,-0.0024705,-0.0024357,-0.0024292,-0.0024248,-0.0023942,-0.0023452,-0.0023345,-0.0023038,-0.0022801,-0.0022811,-0.0023341,-0.0024466,-0.0026099,-0.0027102,-0.0028874,-0.0030421,-0.0030317,-0.0030901,-0.0030718,-0.0031247,-0.0031465,-0.0031681,-0.0031934,-0.0032277,-0.0032535,-0.0032511,-0.0032528,-0.0032601,-0.0032701,-0.0032913,-0.0032904,-0.0032929,-0.003294,-0.0032952,-0.0032995,-0.0033073,-0.0035018,-0.0034874,-0.0035216,-0.0035353,-0.0035366,-0.0035268,-0.0034945,-0.0034768,-0.0034285,-0.0033334,-0.0033468,-0.0033402,-0.0033327,-0.0033331,-0.0033362,-0.0033378,-0.0033379
-0.028043,-0.028316,-0.028326,-0.028221,-0.028147,-0.028236,-0.029277,-0.029589,-0.030331,-0.031627,-0.032967,-0.032661,-0.032382,0.035247,0.040107,-0.034446,-0.025871,-0.021404,-0.016385,-0.010925,-0.0039398,-0.0018075,-0.00022401,-0.0011112,-0.0023114,-0.0033485,-0.006062,-0.0050239,-0.0014302,-0.0010791,-0.00054416,-0.00099313,-0.0016441,-0.001743,-0.0011224,-0.00046101,-0.00052679,-0.00094947,-0.0049985,-0.014413,-0.017891,-0.025532,-0.031421,-0.035706,-0.041338,-0.039917,-0.040634,-0.040859,-0.044004,-0.045233,-0.04592,-0.047179,-0.047508,-0.048916
-5.3294e-05,-9.2744e-05,-0.00015057,0.021533,0.057147,0.073338,0.074233,0.062517,0.059913,0.059705,0.063698,0.066529,0.087007,0.090721,0.086718,0.059591,0.036618,0.0077339,-0.014801,-0.011084,-0.02304,-0.039025,-0.042325,-0.057029,-0.071899,-0.067805,-0.049162,-0.029356,-0.027266,-0.043287,-0.070881,-0.093343,-0.1066,-0.097612,-0.079558,-0.074141,-0.079448,-0.089558,-0.10932,-0.12088,-0.10767,-0.095137,-0.075115,-0.050956,-0.0318,-0.010135,0.015574,0.03661,0.044588,0.041407,0.034411,0.031771,0.031889,0.030701
