0.99761,0.99773,0.99788,0.99783,0.9978,0.998,0.99809,0.99814,0.99818,0.99816,0.99803,0.99799,0.99792,0.99785,0.9978,0.99769,0.99761,0.99736,0.99755,0.99746,0.99744,0.9974,0.99736,0.99733,0.99729,0.99727,0.9972,0.9972,0.99721,0.99719,0.99718,0.99718,0.99707,0.99694,0.99677,0.9966,0.99633,0.9963,0.99607,0.9958,0.99566,0.99554,0.99555,0.99554,0.99559,0.99574,0.99577,0.99587,0.99599,0.99645,0.99691,0.99715,0.99768,0.99852,0.99844,0.99881,0.99895,0.99907,0.99904
-0.010546,-0.011598,-0.012183,-0.013136,-0.016095,-0.01599,-0.015653,-0.015212,-0.014573,-0.01209,-0.0096709,-0.012032,-0.01081,-0.012865,-0.013019,-0.013994,-0.015109,-0.016087,-0.017005,-0.016974,-0.018076,-0.018158,-0.017794,-0.017661,-0.01749,-0.017456,-0.017097,-0.016822,-0.016467,-0.01601,-0.016213,-0.016742,-0.018687,-0.016951,-0.018467,-0.01813,-0.017655,-0.017144,-0.01656,-0.017333,-0.017227,-0.017063,-0.017005,-0.016868,-0.01693,-0.016206,-0.014522,-0.012935,-0.013103,-0.012702,-0.014544,-0.013641,-0.013686,-0.014522,-0.014615,-0.01369,-0.011229,-0.0094469,-0.0088893
-0.00044183,-0.00042292,-0.00035669,0.00011468,0.00050045,0.00084797,0.0011012,0.0013475,0.0016461,0.0026431,0.0030582,0.0034414,0.0037078,0.004255,0.005069,0.005972,0.0077261,0.0078913,0.0094192,0.0095005,0.010467,0.011674,0.011369,0.012188,0.012075,0.012018,0.012367,0.013132,0.013174,0.01307,0.013497,0.01356,0.014107,0.014105,0.016392,0.015059,0.016335,0.017269,0.017963,0.01843,0.018746,0.018997,0.019018,0.019175,0.019151,0.01909,0.018926,0.018679,0.018269,0.017821,0.017177,0.015497,0.013101,0.0084681,0.0047832,0.0020504,-0.00022324,-0.0026716,-0.0030674
0.00037474,0.00042667,0.00047419,0.00025893,0.00015819,-5.6653e-05,-0.00055121,-0.0015952,-0.0028406,-0.0057556,-0.0058454,-0.008132,-0.0086112,-0.0087732,-0.0094217,-0.010415,-0.01182,-0.012885,-0.013527,-0.014795,-0.015519,-0.015894,-0.017243,-0.016441,-0.017536,-0.017212,-0.017774,-0.018144,-0.018583,-0.019643,-0.019444,-0.019608,-0.019786,-0.019911,-0.020155,-0.020247,-0.020359,-0.020952,-0.020612,-0.020552,-0.020773,-0.020727,-0.02061,-0.020083,-0.019568,-0.017616,-0.016043,-0.015247,-0.013927,-0.011833,-0.0092284,-0.0070451,-0.0050886,-0.0035297,-0.0023801,-0.0010176,-0.00078432,-0.00074934,-0.00039385
0.0054148,0.0046541,0.0047997,0.0050693,0.0046075,0.0046131,0.0051491,0.0059582,0.0070834,0.0081452,0.0089494,0.0098753,0.010904,0.013153,0.01451,0.01598,0.017332,0.01993,0.023215,0.025779,0.026847,0.027641,0.028462,0.029112,0.03044,0.030365,0.031201,0.031658,0.032016,0.032264,0.032627,0.032895,0.031666,0.031207,0.029701,0.02413,0.022641,0.024822,0.023463,0.023788,0.023277,0.023267,0.023291,0.023313,0.023331,0.023358,0.023216,0.022969,0.022548,0.021477,0.021145,0.018253,0.014189,0.01155,0.0082299,0.0097572,0.0054559,0.005591,0.0047306
0.021705,0.021239,0.020487,0.019127,0.019267,0.018888,0.01831,0.018661,0.019177,0.019955,0.020327,0.020416,0.020882,0.021651,0.02243,0.023813,0.024937,0.026092,0.027494,0.028701,0.030492,0.030655,0.031432,0.032714,0.033966,0.034766,0.035731,0.036374,0.037606,0.03823,0.038053,0.038166,0.038266,0.038332,0.038222,0.038147,0.037902,0.037702,0.037533,0.03735,0.037274,0.037252,0.037164,0.037097,0.036968,0.036772,0.036519,0.036017,0.035354,0.035644,0.035432,0.035405,0.03486,0.033143,0.030825,0.026678,0.022173,0.017356,0.015788
-0.0067096,-0.0067087,-0.0067038,-0.0066825,-0.0066441,-0.0065539,-0.006539,-0.006506,-0.006471,-0.0064055,-0.0063609,-0.00635,-0.006274,-0.0061774,-0.0061602,-0.006033,-0.0059601,-0.0058439,-0.0056318,-0.0052861,-0.0053437,-0.0050757,-0.0052448,-0.0052634,-0.0051509,-0.004972,-0.0049356,-0.0049443,-0.0049496,-0.0048153,-0.0048337,-0.0048667,-0.004789,-0.0047342,-0.0046388,-0.0043064,-0.0042929,-0.0043205,-0.0043663,-0.0042664,-0.0042245,-0.0042271,-0.0042157,-0.0042068,-0.0042037,-0.0042103,-0.0042132,-0.0042326,-0.0042367,-0.0042739,-0.0042931,-0.0044813,-0.0046259,-0.0046357,-0.0047002,-0.0047516,-0.004719,-0.004686,-0.0046819
-0.00057236,-0.00049694,-0.0005892,-0.00056854,-0.00058367,-0.00059934,-0.00062092,-0.00065007,-0.00066547,-0.00067887,-0.00069431,-0.0007157,-0.00072668,-0.00073559,-0.00073713,-0.00067235,-0.00068153,-0.00065547,-0.00062949,-0.00061112,-0.00059442,-0.00058165,-0.00058368,-0.00058264,-0.00058506,-0.00058702,-0.00059252,-0.0006034,-0.00060761,-0.00061957,-0.00062021,-0.00061738,-0.00060471,-0.00060115,-0.00058732,-0.00057627,-0.0005617,-0.00056696,-0.00057635,-0.00058731,-0.00059807,-0.00058917,-0.00059083,-0.00055943,-0.00052236,-0.0005547,-0.00053632,-0.0005314,-0.000523,-0.0005219,-0.00052573,-0.00053792,-0.00054397,-0.00055061,-0.00055233,5.8813e-05,0.00082823,0.00092401,0.00090692
0.0060265,0.0059812,0.0058889,0.0053351,0.0047412,0.0054081,0.0053614,0.007024,0.0085685,0.0099612,0.010838,0.011326,0.014304,0.014304,0.015648,0.017425,0.019239,0.020759,0.022505,0.023894,0.025418,0.026688,0.027783,0.028681,0.030603,0.030888,0.03273,0.034692,0.035343,0.035658,0.03575,0.035841,0.034721,0.033149,0.032206,0.027343,0.027198,0.026362,0.026248,0.026215,0.026015,0.025869,0.025865,0.025843,0.02577,0.025601,0.025395,0.025165,0.024766,0.023049,0.019735,0.018953,0.015235,0.01187,0.0085721,0.0049538,0.0047952,0.0030831,0.001353
-0.018419,0.069699,0.17177,0.26184,0.30132,0.33098,0.34892,0.3511,0.32903,0.29052,0.25707,0.23542,0.20729,0.20638,0.19776,0.19338,0.19165,0.18582,0.18853,0.18774,0.18853,0.189,0.18804,0.18634,0.1828,0.18137,0.1771,0.17352,0.17349,0.17368,0.1734,0.17307,0.17414,0.17508,0.17299,0.17392,0.17401,0.17469,0.17448,0.17193,0.17029,0.17158,0.17225,0.16882,0.16155,0.15994,0.15766,0.15915,0.16564,0.17115,0.17183,0.17724,0.18579,0.18927,0.1886,0.15592,0.12244,0.10172,0.11095
