0.99533,0.9945,0.99186,0.98542,0.98477,0.97981,0.97443,0.97016,0.9671,0.96604,0.96497,0.96508,0.96497,0.96691,0.96736,0.9703,0.97526,0.9767,0.9817,0.98359,0.98821,0.99405,0.99525
-0.03768,-0.036891,-0.037259,-0.036895,-0.035391,-0.029365,-0.025274,-0.020223,-0.018572,-0.017686,-0.016177,-0.013771,-0.012414,-0.013132,-0.011305,-0.014524,-0.018729,-0.020058,-0.023112,-0.025961,-0.025535,-0.020541,-0.012048
0.017957,0.015891,0.014985,0.014031,0.015557,0.015093,0.014667,0.014167,0.013669,0.013255,0.012967,0.012802,0.013175,0.013385,0.01344,0.013366,0.013185,0.012963,0.01258,0.011898,0.008078,0.005394,-0.00041845
-0.0074005,-0.0090611,-0.01057,-0.012997,-0.013937,-0.015922,-0.015689,-0.017281,-0.016702,-0.017435,-0.01763,-0.017874,-0.017652,-0.017161,-0.016639,-0.014892,-0.011421,-0.010629,-0.006812,-0.0061757,-0.0042756,-0.0031712,-0.0018429
0.0076647,0.011813,0.011357,0.020182,0.018862,0.020695,0.022177,0.022605,0.023215,0.02356,0.023789,0.024036,0.02419,0.024553,0.024734,0.025417,0.027009,0.026823,0.027302,0.02779,0.027105,0.024815,0.019397
0.026024,0.027762,0.029528,0.032048,0.037953,0.035007,0.034047,0.03294,0.031916,0.033362,0.033635,0.033378,0.034006,0.034363,0.034694,0.035132,0.036026,0.036844,0.037373,0.036431,0.031946,0.024671,0.019027
-0.0040448,-0.0039495,-0.0042788,-0.0042835,-0.0042136,-0.0030884,-0.0020275,-0.0020409,-0.0018528,-0.001739,-0.0016904,-0.0017434,-0.0019548,-0.0019719,-0.0019203,-0.0021137,-0.0023552,-0.0023873,-0.0025331,-0.0029107,-0.0033595,-0.0037781,-0.0042801
-0.00042098,-0.00026051,5.3136e-05,3.2146e-05,0.00010235,0.00023489,0.00032239,0.00027632,0.00016887,5.963e-05,6.9852e-05,5.0663e-05,4.3358e-05,4.4787e-05,5.9518e-05,4.8455e-05,4.7478e-05,4.0894e-05,1.4042e-05,0.00017546,0.00022257,0.00026742,0.00039358
0.0088085,0.01087,0.013763,0.019539,0.019966,0.021631,0.022648,0.022982,0.025019,0.024314,0.023669,0.024818,0.025207,0.025997,0.026618,0.028688,0.027938,0.029718,0.030963,0.02949,0.026131,0.025231,0.020513
0.36689,0.23659,0.16546,0.05328,0.0010242,-0.076615,-0.12222,-0.16152,-0.19103,-0.20095,-0.20035,-0.17704,-0.14183,-0.091648,-0.068334,0.11601,0.15379,0.24092,0.26959,0.27917,0.25971,0.25806,0.23605
-6.4792e-09,-3.3208e-09,-3.7973e-09,-4.1303e-09,-2.9416e-09,-2.488e-09,-5.1893e-09,-1.9052e-09,-4.9711e-09,-1.7915e-09,-1.8416e-09,-2.005e-09,-1.8422e-09,-6.1773e-10,7.4568e-10,9.7747e-10,2.0936e-10,-1.4317e-09,-9.652e-10,-2.2562e-09,2.8727e-09,6.0791e-10,3.3194e-09
-0.022515,-0.024506,-0.016883,-0.01184,-0.0068292,-0.0017238,0.0015869,0.0050198,0.0064851,0.0057639,0.0053014,0.0054455,0.0057174,-0.0022452,-0.011992,-0.014521,-0.013671,-0.01007,-0.0061394,-0.0051277,-0.0055699,-0.0035833,-0.0015403
2.8309e-08,2.1183e-08,1.5558e-10,-1.6017e-08,-1.6077e-08,-1.46e-08,-1.3675e-08,-1.1789e-08,-1.0949e-08,-1.0446e-08,-5.7773e-09,-5.7736e-09,-9.0411e-09,-1.2838e-08,-1.2342e-08,-1.0947e-08,-9.5745e-09,9.9835e-10,-2.5694e-08,-9.6636e-09,-1.112e-08,-9.5211e-09,-8.8126e-09
-0.047753,-0.042724,-0.036463,-0.032394,-0.031962,-0.033054,-0.033482,-0.033954,-0.033193,-0.032951,-0.032428,-0.032568,-0.031929,-0.032053,-0.031203,-0.030204,-0.030362,-0.030742,-0.030259,-0.031048,-0.031901,-0.033432,-0.035576
-0.00019514,-0.00028157,-0.00049479,-0.00069681,-0.00088693,-0.0010024,-0.0010779,-0.0012445,-0.0012702,-0.0013922,-0.0013537,-0.0013481,-0.001341,-0.0013568,-0.0013364,-0.001406,-0.0014092,-0.0013201,-0.0011592,-0.00082796,-0.00069435,-0.00060146,-0.00049829
-0.0091092,0.0017265,0.0084304,0.013737,0.017787,0.019531,0.019585,0.019116,0.018902,0.018911,0.018611,0.018142,0.017889,0.016979,0.017632,0.017879,0.018887,0.020118,0.021468,0.022277,0.021577,0.022039,0.021506
-2.501e-08,-4.7627e-08,-6.2058e-08,-5.5704e-08,-4.6652e-08,-4.9375e-08,-5.1842e-08,-5.3756e-08,-4.8074e-08,-4.5604e-08,-3.6106e-08,-3.6279e-08,-3.8793e-08,-3.9981e-08,-3.7378e-08,-3.5026e-08,-3.5698e-08,-2.933e-08,-3.1407e-08,-2.8055e-08,-2.4922e-08,-2.2466e-08,-1.2838e-08
0.053589,0.054077,0.054727,0.056019,0.056168,0.058953,0.061895,0.063722,0.06544,0.066227,0.067461,0.066825,0.066098,0.065373,0.064651,0.064696,0.06411,0.063766,0.063123,0.060317,0.057675,0.051744,0.049274
-0.00041499,-0.00052539,-0.00053251,-0.00057491,-0.00070894,-0.00092022,-0.00093126,-0.0010344,-0.0011289,-0.0012105,-0.0012608,-0.001245,-0.0012676,-0.0012539,-0.0011979,-0.001114,-0.0010292,-0.00095094,-0.00086682,-0.00074967,-0.00067303,-0.00052941,-6.4584e-05
7.5717e-05,0.0025768,0.0049884,0.00498,0.0063582,0.0080229,0.0081756,0.0085285,0.0087198,0.0093632,0.0091811,0.0093846,0.0088772,0.0088599,0.008905,0.0095629,0.0096266,0.010485,0.011494,0.012228,0.012515,0.011937,0.010882
