0.99768,0.99611,0.99439,0.99164,0.99069,0.99059,0.98976,0.98956,0.98969,0.98939,0.98959,0.9906,0.99225,0.99237,0.99497,0.99546,0.99579,0.99667,0.99743,0.99815,0.99861,0.99869,0.99905,0.99937,0.99946
-0.033908,-0.02775,-0.016783,-0.014995,-0.014184,-0.011251,-0.0072809,-0.0034489,-0.0021277,-0.0034833,-0.0055023,-0.0076528,-0.010414,-0.010576,-0.015024,-0.014593,-0.014414,-0.016063,-0.014915,-0.013411,-0.013334,-0.012623,-0.012568,-0.0142,-0.016911
0.010313,0.010939,0.011159,0.011604,0.012249,0.014279,0.013954,0.014154,0.014626,0.015442,0.016315,0.016812,0.017541,0.01775,0.018031,0.017702,0.017858,0.017768,0.017476,0.017032,0.016335,0.015518,0.014636,0.013947,0.013246
-0.0059846,-0.0070336,-0.0087107,-0.0083942,-0.0091154,-0.0092899,-0.0092306,-0.0094782,-0.0094715,-0.0094091,-0.0093766,-0.0090616,-0.0090194,-0.0089004,-0.0088285,-0.0087335,-0.0086473,-0.0084104,-0.0079308,-0.007345,-0.0066764,-0.005894,-0.0053305,-0.0046253,-0.0041179
-0.013768,-0.01087,-0.006677,-0.0037346,-0.0014496,0.0017095,0.010792,0.011243,0.011792,0.011693,0.010622,0.0091457,0.010831,0.011284,0.011177,0.011147,0.010949,0.0092969,0.0083205,0.0069051,0.0047484,-0.00012221,-0.00088659,-0.0031659,-0.0045574
0.0011892,0.0024848,-0.029714,-0.071293,-0.092385,-0.11106,-0.12657,-0.14181,-0.14833,-0.14977,-0.11298,-0.072751,-0.049249,-0.028753,-0.012843,-0.0082676,-0.0078914,-0.0036371,-0.0020729,-0.0017702,-0.00026852,-0.00021229,2.3425e-05,-0.00061382,-0.00077592
-0.0066496,-0.0068007,-0.0054863,-0.0036768,-0.0033037,-0.0023938,-0.0018914,-0.0019585,-0.0016759,-0.0014707,-0.0032448,-0.0052832,-0.0059459,-0.0056046,-0.0056403,-0.0059964,-0.0062046,-0.0065302,-0.0068089,-0.0067463,-0.0066636,-0.0067989,-0.0067848,-0.0067802,-0.00677
-0.0010496,-0.00043538,-0.00050255,-0.00054686,-0.00050388,-0.00052262,-0.00056532,-0.00068094,-0.00078973,-0.0009426,-0.0010807,-0.0012459,-0.0013633,-0.0014826,-0.0016046,-0.0015548,-0.0016609,-0.0016283,-0.0016289,-0.0015911,-0.0015932,-0.0016297,-0.0016636,-0.0017619,-0.001912
0.012924,0.0058189,0.0044762,-0.0020626,-0.0028006,-0.005993,-0.0099381,-0.016584,-0.01518,-0.015896,-0.01808,-0.018263,-0.01815,-0.01755,-0.016778,-0.016014,-0.01545,-0.01317,-0.010699,-0.0077144,-0.004472,0.00076233,0.0013146,0.0035413,0.0048306
-0.14661,-0.17964,-0.2114,-0.24871,-0.2789,-0.30346,-0.31868,-0.32667,-0.34502,-0.34918,-0.3497,-0.35243,-0.34988,-0.34187,-0.32434,-0.30725,-0.27721,-0.24616,-0.21256,-0.18123,-0.15674,-0.14557,-0.12294,-0.08466,-0.06137
