ComponentID:,X
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24
1,0.0667932892857143,0.07744535159002368,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<565>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>
2,0.9732771428571431,0.004966585387181324,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<122>,0.13627155853701473,<344>
3,0.959605357142857,0.00580898164307581,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.13627155853701495,<334>
4,0.9954517857142857,0.0022780333836313225,-0.13627155853701495,<433>,-0.7396153756372564,<322>,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>
5,0.39658428571428556,0.012032893734786027,0.4088146756110444,<444>,0.9354108337800137,<556>,0.13627155853701473,<443>,-0.7396153756372564,<322>,-0.935410833780014,<122>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
6,0.9451278571428573,0.005708990627036612,0.13627155853701473,<443>,-0.7700104837669081,<321>,-0.30167190855012077,<234>,0.5742150256241502,<445>,0.905015725650362,<555>,0.9354108337800137,<565>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>
7,0.9868789285714287,0.0018374095493495198,0.4088146756110444,<444>,0.9354108337800137,<556>,0.5742150256241503,<544>,-0.4088146756110446,<333>,-0.7700104837669081,<321>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
8,0.9820425,0.003381385625745763,-0.4088146756110446,<333>,-0.13627155853701495,<343>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.770010483766908,<456>,0.30167190855012055,<543>
9,-0.4196467857142857,0.012756092116982339,-0.6046101337538022,<133>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>
10,0.8925792857142858,0.044949891858170506,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<221>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.5742150256241502,<445>,0.9354108337800137,<565>,0.7396153756372561,<554>
11,0.9712825000000003,0.02083322271637301,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<212>,-0.7396153756372562,<223>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9658059419096657,<665>
12,0.9898471428571428,0.009936612981847512,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.05952389960574287,<144>,-0.4088146756110446,<333>,0.7396153756372561,<455>,0.905015725650362,<555>,0.9658059419096657,<566>
13,0.39488678571428576,0.001979725907383989,-0.33206701667977256,<413>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9354108337800137,<655>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
14,0.9576092857142856,0.0020142597516057147,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>
15,0.9952332142857145,0.0003079662965259896,0.6046101337538021,<464>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<323>,-0.7396153756372564,<322>,-0.935410833780014,<212>,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.13627155853701495,<334>
16,0.8578032142857144,0.0005270067332954801,0.6046101337538021,<644>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.7700104837669081,<312>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>
17,-0.37167392857142856,0.008121708273547645,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<655>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.5742150256241505,<332>,-0.9658059419096657,<211>
18,0.929484642857143,0.0031587695187286122,0.6046101337538021,<644>,0.13627155853701473,<443>,-0.5742150256241505,<323>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
19,0.9970850000000002,0.000347362511341849,0.770010483766908,<654>,0.13627155853701473,<434>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>
20,0.8641835714285715,0.0013715481718682434,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<655>,0.905015725650362,<555>,0.4088146756110444,<444>,-0.30167190855012077,<432>
