ComponentID:,X
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27
1,0.04044832774193548,0.027537169290647832,-0.935410833780014,<221>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<565>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>
2,0.9885277419354837,0.0022213548752484068,0.905015725650362,<555>,0.9354108337800137,<565>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.13627155853701473,<443>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.7700104837669081,<321>,-0.7396153756372562,<223>,-0.13627155853701495,<334>
3,0.9807600000000002,0.0034196264651698846,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.7396153756372564,<232>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.13627155853701495,<334>
4,0.9958051612903226,0.001666196888353746,0.9354108337800137,<655>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.13627155853701473,<344>
5,0.42445096774193547,0.00449427905506165,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.6046101337538022,<313>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>
6,0.9186158064516131,0.004336550416048018,0.6046101337538021,<644>,-0.13627155853701495,<433>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.5742150256241505,<323>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.7700104837669081,<123>
7,0.9838883870967742,0.0007533285140999738,0.4088146756110444,<444>,0.4088146756110444,<444>,0.770010483766908,<564>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.5742150256241505,<323>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.7396153756372562,<223>
8,0.9984706451612904,0.0003361924898306217,0.4088146756110444,<444>,-0.13627155853701495,<334>,0.5742150256241502,<445>,0.770010483766908,<654>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.7700104837669081,<321>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
9,-0.41200354838709674,0.0162864429171265,0.7396153756372561,<455>,0.770010483766908,<654>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.7396153756372562,<223>
10,0.8879945161290324,0.06452017683108328,0.9354108337800137,<655>,0.5742150256241503,<544>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>
11,0.8456654838709678,0.09716874656306336,-0.7700104837669081,<321>,-0.5742150256241505,<233>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>
12,0.8026561290322581,0.4426828854483609,-0.4974673666928784,<412>,-0.029128791476091116,<244>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<556>,0.9962010500393174,<666>
13,0.3924648387096776,0.0019412747241517796,-0.935410833780014,<221>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<655>,0.905015725650362,<555>,0.905015725650362,<555>,0.4088146756110444,<444>,-0.13627155853701495,<433>
14,0.9360019354838711,0.0014515696050890414,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
15,0.999375806451613,5.62697531509274e-05,0.9658059419096657,<665>,0.9962010500393174,<666>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9962010500393174,<111>,-0.5742150256241505,<233>
