0.9935,0.99038,0.98701,0.98079,0.98056,0.97841,0.97679,0.97584,0.97586,0.97486,0.97448,0.97455,0.97463,0.97479,0.97496,0.97547,0.97565,0.97692,0.97801,0.98006,0.98535
0.014799,0.012404,0.0076862,0.0055592,0.0018808,-0.0013103,-0.0039418,-0.006385,-0.01674,-0.013145,-0.010947,-0.011121,-0.0070173,-0.0095494,-0.0092872,-0.0076166,-0.0072228,-0.007864,-0.0080088,-0.0050245,-0.0080819
-0.012246,-0.014074,-0.012586,-0.01095,-0.0092136,-0.011374,-0.01115,-0.0096047,-0.0092188,-0.022887,-0.028719,-0.029699,-0.029846,-0.028369,-0.027954,-0.026474,-0.024961,-0.022752,-0.020257,-0.020196,-0.019944
0.013733,0.017778,0.02397,0.024411,0.026544,0.027604,0.027156,0.027202,0.026673,0.027059,0.026188,0.025078,0.024876,0.024507,0.023726,0.022276,0.019238,0.01744,0.017342,0.01605,0.013634
0.0076452,0.010723,0.012511,0.014774,0.017406,0.021995,0.022026,0.024117,0.022719,0.011777,0.0062886,0.0096717,0.012049,0.017111,0.018104,0.019309,0.020449,0.02071,0.020839,0.020655,0.019851
0.19464,0.2149,0.22661,0.2229,0.21434,0.21302,0.21028,0.19998,0.17779,0.14451,0.088399,0.018034,-0.21221,0.041447,0.027804,0.055309,0.069348,0.065067,0.058924,0.047509,0.034746
-0.0035732,-0.0028833,-0.0020438,-0.0014946,-0.0010714,-0.00076102,-0.00055584,-0.00045322,-0.00036075,-0.00025381,-0.0001862,-0.00013229,-9.8282e-05,0.00043339,0.0021716,0.0029983,0.0033056,0.0032457,0.0026991,0.002143,0.00064751
-0.0046058,-0.008006,-0.002689,-0.0042757,-0.005858,-0.0059859,-0.0050828,-0.0079969,-0.016019,-0.019689,-0.012657,-0.0066478,-0.0053564,-0.0024565,-0.0011942,-0.0019734,-0.0024078,-0.0023605,-0.0025583,-0.0022101,-0.0016232
0.006512,0.0081747,0.010728,0.011243,0.012215,0.012878,0.013498,0.015593,0.014595,0.0089471,0.0078643,0.0082341,0.010569,0.014235,0.012762,0.016833,0.015621,0.014413,0.013445,0.015316,0.014574
0.20515,0.14306,0.13254,0.14528,0.15595,0.15675,0.1596,0.16248,0.1673,0.1528,0.15702,0.15943,0.16148,0.15786,0.15879,0.16111,0.16595,0.17033,0.17243,0.17001,0.16989
1.1844e-07,0.0012612,0.0018049,0.0011267,0.0010135,0.00071915,0.00080739,0.0007205,0.0006302,0.00066078,0.00044012,0.00052983,0.00057538,0.00049563,0.00043767,0.00045241,0.00028279,0.00041084,0.00032792,0.00028426,0.00023061
-0.0016155,-0.005179,-0.012482,-0.0096387,-0.0062021,-0.0051191,-0.0037511,-0.0025686,-0.0019643,-0.0019261,-0.0018152,-0.0014111,-0.001182,-0.0012,-0.0014768,-0.0014852,-0.0012979,-0.00056549,-6.0027e-06,0.00045989,0.0025344
2.0794e-07,2.0624e-07,1.884e-07,1.913e-07,1.7951e-07,1.6597e-07,1.6597e-07,1.637e-07,1.5233e-07,1.5087e-07,1.3719e-07,1.325e-07,1.3019e-07,1.188e-07,1.1723e-07,1.0295e-07,1.0453e-07,1.0256e-07,9.7918e-08,9.1372e-08,9.0908e-08
-0.048429,-0.049442,-0.053149,-0.060102,-0.060161,-0.063767,-0.063412,-0.064496,-0.065861,-0.067625,-0.069937,-0.070239,-0.070969,-0.071328,-0.072,-0.071663,-0.072027,-0.071778,-0.071051,-0.07043,-0.068597
-0.00038763,-0.00018785,-4.0605e-05,5.5194e-05,0.00017574,0.00032077,0.00030601,0.00034706,0.00039529,0.00043078,0.00039833,0.00040692,0.00040256,0.00037914,0.0003319,0.00031768,0.00028164,0.00026847,0.00025437,0.00024239,0.00024185
0.0093756,0.0097104,0.0090317,0.0087782,0.0086788,0.0084708,0.0082798,0.0083193,0.0094204,0.013802,0.015671,0.014861,0.014919,0.013458,0.012219,0.012788,0.011524,0.01054,0.010008,0.0096392,0.010254
1.5666e-07,2.1125e-07,1.2654e-07,1.3228e-07,6.6096e-08,4.1847e-08,1.3916e-08,3.9119e-09,1.0174e-08,4.365e-08,4.0319e-08,4.0049e-08,3.3146e-08,2.9434e-08,3.9684e-08,8.6334e-10,6.5415e-09,4.2867e-09,-1.9368e-08,-1.5481e-08,-4.0598e-08
0.019744,0.019743,0.013854,0.014131,0.013553,0.013526,0.013312,0.012862,0.012236,0.01154,0.011015,0.011156,0.011459,0.011816,0.012121,0.012313,0.012532,0.012693,0.012906,0.013375,0.013769
0.0017687,0.0025217,0.0036524,0.0034424,0.0041104,0.0039649,0.0038342,0.004112,0.0042756,0.0045316,0.0047011,0.0048094,0.0048859,0.0049417,0.0049734,0.004934,0.0047725,0.004475,0.0045797,0.004273,0.004087
-0.01399,-0.013769,-0.012517,-0.011286,-0.011082,-0.01018,-0.0096956,-0.0092587,-0.0081273,-0.0016576,-0.0039687,-0.0036392,-0.0036833,-0.00397,-0.0044577,-0.0050426,-0.0053785,-0.0057156,-0.0058053,-0.0058356,-0.0014293
