0.99968,0.99968,0.9995,0.99856,0.99745,0.99589,0.99584,0.99492,0.99439,0.99367,0.99301,0.99307,0.9934,0.99369,0.99431,0.99491,0.99586,0.9967,0.99744,0.99837,0.9992,0.99967,0.99984,0.99975,0.99919,0.99918,0.99878
-0.076489,-0.07644,-0.077576,-0.078986,-0.075761,-0.073438,-0.067447,-0.066339,-0.063698,-0.061172,-0.059434,-0.057611,-0.054571,-0.050628,-0.047046,-0.040831,-0.037522,-0.034929,-0.033424,-0.033704,-0.0345,-0.032794,-0.0316,-0.028318,-0.025437,-0.024155,-0.022058
0.0032874,0.0037429,0.0034827,0.0021394,0.0019105,0.001033,-0.00029767,-0.00041052,-0.00057542,-0.00016625,-0.00027079,0.00027326,0.0007686,0.00068099,0.00023402,-0.00029328,-0.00052392,-0.00029606,-0.00066488,-0.00092908,-0.0011997,-0.0018445,-0.0023212,-0.0023263,-0.0025037,-0.0024461,-0.0023545
0.0011776,0.0011905,0.0012233,0.001228,0.0012115,0.0010724,0.001049,0.00085464,0.00067129,0.00043454,0.00029635,0.00013598,-0.00030923,-0.00036092,-0.00050835,-0.0006039,-0.00053851,-0.00043268,-0.00061224,-0.00030418,-0.00027119,-0.0001024,5.3891e-05,0.00020578,0.00038288,0.00059907,0.00078267
0.0006741,0.0020459,0.0054746,0.0089879,0.013712,0.017952,0.020354,0.020961,0.022361,0.023577,0.023069,0.02272,0.021242,0.016093,0.018163,0.015801,0.011505,0.0087282,0.0061073,0.0028294,-0.00029972,-0.0062019,-0.009029,-0.010997,-0.011602,-0.014745,-0.01672
-0.24083,-0.24043,-0.2383,-0.23658,-0.23769,-0.23709,-0.2371,-0.23691,-0.23627,-0.23446,-0.23256,-0.22955,-0.22915,-0.22911,-0.2283,-0.22947,-0.23037,-0.2292,-0.22884,-0.22698,-0.22311,-0.21697,-0.21341,-0.21626,-0.21907,-0.22405,-0.23291
-2.5178e-10,4.9945e-10,3.9593e-10,-1.9892e-10,-5.9684e-11,-2.7932e-10,-9.3303e-12,-5.2282e-10,6.0081e-11,-1.2366e-09,-1.5969e-09,-1.0691e-09,-7.4631e-10,-6.8196e-10,-1.3539e-09,4.4226e-10,4.0309e-09,3.113e-09,3.3311e-09,2.3977e-09,2.0199e-09,2.0011e-09,1.923e-09,2.4831e-09,2.4012e-09,2.1685e-09,1.8155e-09
-0.0048285,-0.0045407,-0.0042362,-0.0036517,-0.0031661,-0.0046562,-0.0058717,-0.0056685,-0.0062003,-0.0056062,-0.0037875,-0.0035264,-0.0030153,-0.0019904,-0.0020218,-0.0017082,-0.00067148,-0.00042329,-0.00047212,-0.0012858,-0.0012781,2.174e-06,0.0025275,0.0060987,0.006443,0.004968,0.0048301
0.0056641,0.010075,0.012348,0.016941,0.01708,0.023847,0.022191,0.026065,0.028969,0.025531,0.026933,0.026436,0.025058,0.023979,0.021388,0.018775,0.015383,0.013276,0.010902,0.0038831,-0.0014068,-0.005229,-0.0082924,-0.011174,-0.014007,-0.019928,-0.018555
-0.21449,-0.22911,-0.23743,-0.23816,-0.091473,-0.25302,-0.25514,-0.27859,-0.30241,-0.31331,-0.32254,-0.32406,-0.31204,-0.26208,-0.23629,-0.19964,-0.15829,-0.12432,-0.12306,-0.091778,-0.062801,-0.042935,-0.018743,-0.0016041,0.006554,0.0033756,0.00045296
0.0011039,0.0010972,0.00095315,0.00072774,-0.0026842,-0.0021948,-0.0012338,-0.00095114,-0.00084523,-0.00060513,-0.00043775,-0.00030482,-0.00020108,-0.00017494,-0.00014494,-0.0001352,-0.00010719,-7.3957e-05,-6.6233e-05,-0.00050154,-0.00058075,-0.00049652,-0.0003727,-0.0003196,-0.0003105,-0.00025921,-0.000218
0.0063719,0.0037205,0.0019696,0.0039237,0.0021355,0.0033749,0.01052,0.01441,0.018645,0.023921,0.028035,0.027865,0.044064,0.049921,0.032098,0.022315,0.01905,0.013504,0.0087222,0.0060804,0.0039719,0.0040185,0.004733,0.0045829,0.0040334,0.0038938,0.0036711
1.4376e-07,1.9257e-07,2.3087e-07,1.9733e-07,1.2226e-07,1.4148e-07,9.7996e-08,1.2456e-07,1.1185e-07,9.4791e-08,1.0081e-07,8.308e-08,6.6647e-08,4.0049e-08,2.8941e-08,3.0908e-08,2.6199e-08,6.95e-08,2.2027e-08,-2.1827e-08,-1.4687e-08,-2.7587e-08,-4.6934e-08,-5.1038e-08,-4.4701e-08,-5.3253e-08,-6.1561e-08
-0.060704,-0.06177,-0.063479,-0.064526,-0.064824,-0.065135,-0.065212,-0.065035,-0.064928,-0.064687,-0.064505,-0.06482,-0.064703,-0.064985,-0.065241,-0.065472,-0.065318,-0.065205,-0.065205,-0.06505,-0.064596,-0.063928,-0.062809,-0.062082,-0.062031,-0.060921,-0.059668
-3.0617e-05,-2.5393e-05,-2.7683e-05,-2.614e-05,-2.4704e-05,-2.3719e-05,-2.1923e-05,-1.9637e-05,-1.9947e-05,-1.8782e-05,-1.801e-05,-1.7969e-05,-1.7391e-05,-1.684e-05,-1.6556e-05,-1.6225e-05,-1.6022e-05,-1.5996e-05,-1.6074e-05,-1.9695e-05,-1.9351e-05,-2.4116e-05,-2.8778e-05,-3.2822e-05,-4.1454e-05,-4.0503e-05,-3.9467e-05
-0.011723,-0.012689,-0.013494,-0.014213,-0.014931,-0.01533,-0.015629,-0.01601,-0.016305,-0.0066287,-0.0075286,-0.012374,-0.012976,-0.014529,-0.014905,-0.015493,-0.015814,-0.016109,-0.01647,-0.016657,-0.016641,-0.01666,-0.016777,-0.016769,-0.016235,-0.011339,-0.0077961
3.3906e-08,5.9456e-08,5.5167e-08,2.1588e-08,1.3677e-08,-4.2621e-08,-1.2426e-08,-1.7317e-08,-2.0539e-08,-1.387e-08,-2.3199e-08,-1.157e-07,-1.0657e-07,-1.1036e-07,-1.0583e-07,-1.0045e-07,-9.5638e-08,-7.2921e-08,-6.4682e-08,-6.0948e-08,-4.659e-08,-8.1139e-08,-1.0008e-07,-9.8572e-08,-5.1523e-08,-5.2132e-08,-4.6652e-08
0.046701,0.047434,0.049053,0.052497,0.052496,0.054063,0.054601,0.054923,0.056288,0.057083,0.059173,0.059259,0.058908,0.059503,0.059423,0.059244,0.058937,0.05866,0.058603,0.056814,0.054157,0.052721,0.050051,0.046432,0.045412,0.042302,0.042036
0.00018834,0.00014975,0.00013473,0.00014626,0.00013107,0.00010168,8.6456e-05,6.6808e-05,5.786e-05,6.3749e-05,5.3386e-05,5.3791e-05,6.1051e-05,7.1138e-05,0.00010094,0.0001028,0.00010968,0.00013837,0.00015774,0.00018518,0.0002668,0.00024689,0.00032396,0.00034006,0.00035194,0.00037835,0.00038376
