0,0,0,0.99675,0.99644,0.99642,0.99641,0.9964,0.99638,0.99636,0.99636,0.99635,0.99634,0.99634,0.99634,0.99634,0.99634,0.99634,0.99634,0.99635,0.99639,0.99652,0.99653,0.99647,0.99642,0.996,0.99474,0.99472,0.99394,0.99333,0.99309,0.99294,0.99277,0.993,0.99283,0.99269,0.99264,0.99272,0.99276,0.99306,0.99403,0.99464,0.99452,0.99529,0.99629,0.99666,0.99721,0.99783,0.99783,0.99792,0.9979,0.99785,0.9978,0.99776,0.99774,0.9977,0.99768,0.99765,0.9976,0.99754,0.99754,0.99752,0.9975,0.9975,0.9975,0.99747,0.99747,0.99745,0.99743,0.99743,0.99741,0.99739,0.99739,0.99738,0.99738,0.99737,0.99736,0.99735,0.99735
0,0,0,-0.0072566,-0.0095997,-0.0096505,-0.0097272,-0.0097391,-0.0097704,-0.0099193,-0.0099584,-0.0099412,-0.0099446,-0.0099178,-0.0099034,-0.009707,-0.0097123,-0.0096987,-0.0097401,-0.0098397,-0.010083,-0.010734,-0.016645,-0.025887,-0.017985,-0.016015,-0.015166,-0.020906,-0.024161,-0.023236,-0.02231,-0.023521,-0.021618,-0.02232,-0.023275,-0.024368,-0.025777,-0.025205,-0.024977,-0.026629,-0.027916,-0.02772,-0.027182,-0.022701,-0.018528,-0.016022,-0.014098,-0.013321,-0.0096714,-0.0082715,-0.0077909,-0.0079166,-0.0079618,-0.007947,-0.0062359,-0.0071118,-0.0059611,-0.0061406,-0.0049502,-0.0039409,-0.0040432,-0.0031975,-0.0033483,-0.0035887,-0.0029836,-0.0030273,-0.0031695,-0.0032664,-0.0030559,-0.0028471,-0.0027939,-0.0027754,-0.0027618,-0.0027772,-0.0026409,-0.0025513,-0.0025889,-0.0025692,-0.002461
0,0,0,-0.0048073,-0.0051156,-0.0050517,-0.0052709,-0.0053525,-0.005459,-0.0055433,-0.0056088,-0.0056152,-0.00564,-0.0057534,-0.0059249,-0.0061036,-0.0060691,-0.0060048,-0.0059037,-0.0056801,-0.0054152,-0.0052259,-0.0047744,-0.0034629,-0.0028487,-0.0036039,-0.003566,-0.0042467,-0.0047193,-0.0051861,-0.0057082,-0.0061013,-0.0073647,-0.0075616,-0.0060003,-0.0050551,-0.0045663,-0.0045476,-0.0045729,-0.0045833,-0.0043406,-0.0041171,-0.0040356,-0.0040772,-0.0041978,-0.0043985,-0.0044396,-0.0048178,-0.0056198,-0.006844,-0.0066451,-0.007771,-0.0076077,-0.0073925,-0.0081736,-0.0085949,-0.0085576,-0.0086653,-0.0087212,-0.0087206,-0.0086952,-0.0086817,-0.0086401,-0.0086032,-0.0085741,-0.0085484,-0.0085255,-0.008504,-0.0084922,-0.0084675,-0.0084003,-0.008339,-0.0083095,-0.0082194,-0.008158,-0.0081277,-0.0080443,-0.0080214,-0.0079767
0,0,0,0.0008603,0.00098705,0.0011412,0.0011349,0.0011157,0.0011034,0.0010898,0.0010817,0.0011118,0.0011418,0.0011435,0.0011599,0.0011576,0.0011457,0.0011499,0.0011941,0.001335,0.0015516,0.0015478,0.0017666,0.0018455,0.0025211,0.0021602,0.0024643,0.0028982,0.0031996,0.0028484,0.0027292,0.0026752,0.0025296,0.0025829,0.0026996,0.0028038,0.0029394,0.0029321,0.0029223,0.0029526,0.002888,0.0027875,0.0021713,0.0022153,0.0020403,0.0018415,0.0011733,0.0013349,0.0012712,0.0012029,0.0011872,0.00119,0.0011942,0.0012021,0.0012083,0.0012207,0.0012438,0.0012639,0.001308,0.0013021,0.0013478,0.0013409,0.0013681,0.0014109,0.0014349,0.001467,0.0014996,0.0014821,0.0015055,0.001501,0.0014897,0.0014535,0.0013978,0.001406,0.0013594,0.0013335,0.0012651,0.0012481,0.0012502
0,0,0,0.011747,0.013407,0.013428,0.013442,0.013474,0.013503,0.013496,0.013494,0.013475,0.013466,0.013454,0.013448,0.013442,0.013426,0.01342,0.013404,0.013439,0.013536,0.013767,0.015782,0.018053,0.023449,0.024137,0.024077,0.024206,0.02405,0.023408,0.023242,0.022036,0.022485,0.023838,0.024784,0.026049,0.027692,0.027686,0.027366,0.027422,0.026685,0.026402,0.026044,0.024686,0.023933,0.023022,0.021481,0.019516,0.019848,0.019785,0.019626,0.019303,0.017233,0.016055,0.015308,0.014963,0.014775,0.014686,0.014656,0.014565,0.014499,0.014474,0.014475,0.014335,0.014225,0.01416,0.014011,0.013877,0.013912,0.01392,0.013915,0.013921,0.013931,0.013965,0.013998,0.013997,0.013989,0.013994,0.014001
0,0,0,0.0085601,0.0079193,0.0079055,0.0078743,0.0078436,0.0078163,0.0077861,0.0077515,0.0077256,0.0077174,0.0076824,0.0076553,0.0076433,0.007597,0.0075869,0.0075952,0.0076589,0.0078469,0.0081097,0.0091975,0.010859,0.01534,0.014881,0.016383,0.017612,0.019967,0.019638,0.019769,0.019712,0.019515,0.019267,0.01898,0.018831,0.018688,0.018735,0.01852,0.018522,0.018262,0.017667,0.01721,0.016241,0.01437,0.014805,0.012495,0.010284,0.010256,0.0099692,0.0098515,0.0098237,0.0098967,0.0098487,0.0098207,0.0098082,0.0097839,0.0097548,0.0097281,0.0096392,0.0094016,0.0092132,0.0089843,0.0083789,0.0082147,0.0078157,0.0075078,0.0072206,0.0069584,0.0064104,0.0057321,0.0058138,0.0057518,0.0056505,0.0055974,0.0056108,0.0056167,0.0056071,0.0055719
0,0,0,-0.0091814,-0.009742,-0.0097444,-0.0097477,-0.0097437,-0.0097389,-0.0097181,-0.0097015,-0.0096877,-0.0096556,-0.0096042,-0.0095899,-0.0095442,-0.0095244,-0.0094671,-0.0094412,-0.0093974,-0.0092414,-0.0092415,-0.0092558,-0.0092388,-0.0092375,-0.0092213,-0.0091718,-0.0090785,-0.0089478,-0.0086159,-0.0087758,-0.0088044,-0.0085891,-0.0081548,-0.0081635,-0.0080757,-0.007914,-0.007813,-0.0078159,-0.0078524,-0.0078348,-0.0078824,-0.0079012,-0.0078705,-0.0078578,-0.0078458,-0.0078567,-0.0078568,-0.0078917,-0.0079498,-0.0080727,-0.0081381,-0.0082488,-0.0085605,-0.0083731,-0.0086415,-0.0086464,-0.0086826,-0.0086847,-0.0086846,-0.0086822,-0.0086751,-0.0086716,-0.0086636,-0.0086603,-0.0086232,-0.0086369,-0.0086602,-0.0087149,-0.0087959,-0.0089611,-0.0089595,-0.0089529,-0.0090596,-0.0092321,-0.0092113,-0.0092446,-0.0092982,-0.0093356
0,0,0,-8.2538e-06,-1.1108e-05,-1.0109e-05,-9.7896e-06,-8.0209e-06,-7.565e-06,-7.8195e-06,-8.6358e-06,-8.5332e-06,-9.4228e-06,-9.8862e-06,-1.3732e-05,-1.4044e-05,-1.3643e-05,-1.2861e-05,-1.029e-05,-1.0848e-05,-1.5379e-05,-2.9884e-05,-8.3314e-05,-0.0001063,-8.1783e-05,-6.4647e-05,-5.0927e-05,-5.2071e-05,-4.9193e-05,-7.6467e-05,-0.00011865,-0.00017556,-0.00017302,-0.00021001,-0.00022688,-0.00025706,-0.00026416,-0.00027502,-0.00027613,-0.00028153,-0.00028476,-0.00028594,-0.00029411,-0.0002925,-0.00028942,-0.00028729,-0.00028889,-0.00027703,-0.00026762,-0.00022562,-0.00026134,-0.00023203,-0.00019169,-0.00019458,-0.00018058,-0.0001835,-0.00018664,-0.00019044,-0.00019416,-0.0002017,-0.00021363,-0.00022276,-0.00023271,-0.00023819,-0.0002517,-0.00026876,-0.0002932,-0.00027876,-0.000284,-0.00028577,-0.00028544,-0.00028349,-0.00027797,-0.00028075,-0.00027815,-0.00027654,-0.00027462,-0.0002733,-0.00027404
0,0,0,0.011586,0.012205,0.011602,0.011014,0.011801,0.01177,0.011642,0.011798,0.011851,0.011842,0.011881,0.011905,0.011921,0.012069,0.012064,0.012086,0.012212,0.012395,0.012822,0.015549,0.018406,0.021875,0.022929,0.023241,0.023212,0.022401,0.022213,0.021397,0.021415,0.020246,0.021073,0.021367,0.023645,0.02561,0.026788,0.027251,0.026775,0.026475,0.025763,0.025776,0.024715,0.024376,0.02383,0.022578,0.019574,0.019338,0.019365,0.019313,0.017843,0.01642,0.016592,0.01674,0.017005,0.01729,0.016321,0.015949,0.015768,0.015632,0.015532,0.015454,0.015413,0.015371,0.015273,0.015178,0.015081,0.014991,0.014916,0.014859,0.014817,0.014801,0.014808,0.014797,0.014754,0.014665,0.014596,0.014428
0,0,0,-0.0088831,-0.0097076,-0.0097112,-0.0099296,-0.01012,-0.010259,-0.010259,-0.010263,-0.010266,-0.010265,-0.010261,-0.010257,-0.010309,0.061029,0.08942,0.10342,0.1068,0.078897,0.056199,0.051106,0.029404,-0.0392,-0.079684,-0.11733,-0.15059,-0.17794,-0.19731,-0.20801,-0.21458,-0.21268,-0.17319,-0.1446,-0.10272,-0.051776,0.0077707,0.036665,0.072487,0.069279,0.051001,0.045385,0.039132,0.038218,0.036407,0.034461,0.03464,0.062111,0.096254,0.11102,0.12842,0.13126,0.13774,0.14347,0.14599,0.15315,0.15581,0.1601,0.16307,0.12613,0.085802,0.062482,0.042229,0.030898,0.026356,0.069272,0.065071,0.038125,0.03154,0.021648,0.018308,0.014184,0.011922,0.0081613,0.0021399,0.0049952,0.0025994,0.0030603
