0.99567,0.99575,0.99453,0.99295,0.99142,0.98991,0.98894,0.98812,0.98774,0.98778,0.98783,0.9876,0.98758,0.98763,0.98776,0.98803,0.98828,0.98907,0.99023,0.99163,0.99301,0.99433,0.99589,0.99751,0.99742,0.99786,0.99816,0.99847,0.9985,0.99859,0.99868,0.99877,0.99878,0.99881,0.99884,0.99886,0.99884,0.99883,0.99876,0.99867
0.010315,0.011181,0.013602,0.014142,0.013172,0.012182,0.012079,0.011861,0.01104,0.011647,0.013896,0.015955,0.018799,0.022166,0.023719,0.024878,0.023566,0.018915,0.017841,0.014613,0.013069,0.010743,0.0095749,0.0079372,0.0066758,0.0058157,0.0055546,0.0047206,0.0042875,0.0040199,0.0038218,0.0036983,0.0036947,0.0036158,0.0036185,0.0035188,0.0034965,0.003424,0.003375,0.0033352
-0.007063,-0.008059,-0.0077707,-0.008225,-0.0095059,-0.0096878,-0.0099427,-0.0098748,-0.01,-0.0099612,-0.0095735,-0.0078684,-0.0074882,-0.0066769,-0.0046555,-0.0037057,-0.0033589,-0.00090314,-0.0012624,-0.00099075,-0.00060908,0.00044364,0.0012457,0.0021232,0.0019153,0.0024021,0.0028417,0.0032471,0.003514,0.0037544,0.0039637,0.0043114,0.0042807,0.0043565,0.0044886,0.0045764,0.0046809,0.0046639,0.0047364,0.0047741
0.0033655,0.0018144,0.000768,-0.00089953,-0.0013914,-0.0018655,-0.0032737,-0.0034795,-0.0045051,-0.0053434,-0.0053554,-0.0055561,-0.0053354,-0.0044365,-0.0040314,-0.0023218,-0.0019004,-0.0016614,-0.0018657,-0.0017504,-0.0017514,-0.0018788,-0.0018427,-0.0019686,-0.0019799,-0.0020148,-0.0020883,-0.0021317,-0.0021451,-0.0021661,-0.0021748,-0.0021801,-0.0021289,-0.0021379,-0.0021178,-0.0021118,-0.0020571,-0.0020721,-0.002037,-0.0020159
0.012263,0.016274,0.020777,0.023511,0.020546,0.017057,0.018144,0.019063,0.021698,0.022661,0.024545,0.027721,0.030475,0.031519,0.030631,0.029309,0.02917,0.025978,0.023381,0.018304,0.01485,0.0083561,0.0051922,0.0038267,0.0015956,0.00035365,-0.0016904,-0.0041483,-0.0053672,-0.0059987,-0.0058687,-0.0057025,-0.0055816,-0.0068133,-0.0066064,-0.007565,-0.0080816,-0.0082524,-0.0081496,-0.0079349
0.048247,0.029772,0.036784,0.060956,0.076862,0.087069,0.083725,0.063795,0.010027,-0.082913,0.03234,0.035079,0.044938,0.058741,0.053952,0.042047,0.02752,0.015022,0.0039462,-0.0048117,-0.0056136,-0.0087902,-0.010652,-0.01096,-0.010422,-0.010034,-0.009684,-0.0094774,-0.0089884,-0.0093491,-0.0091718,-0.0090637,-0.0086816,-0.0068545,-0.0064274,-0.0061533,-0.003121,-0.00059916,0.0032902,0.0069392
-0.005272,-0.003626,-0.0022942,-0.0019062,-0.0013241,-0.0010124,-0.00075334,-0.0005558,-0.00048616,-0.00035165,0.00012891,0.0015519,0.0010082,0.0019546,0.0022997,0.0027161,0.0025145,0.0017015,0.0015205,-7.0998e-05,-0.00025197,-0.0015407,-0.003812,-0.0048301,-0.0050644,-0.0052336,-0.0053669,-0.0054756,-0.0054666,-0.0054743,-0.0054939,-0.0054989,-0.005502,-0.0049847,-0.0042168,-0.0041561,-0.0034959,-0.0028763,-0.0029017,-0.003031
-0.0018246,-0.0079136,-0.011095,-0.012574,-0.012486,-0.011823,-0.010073,-0.0083243,-0.018838,-0.013465,-0.0097492,-0.0097688,-0.0084893,-0.0069983,-0.0057972,-0.0047006,-0.0041101,-0.0034171,-0.0022012,-0.0015665,-0.00098642,-0.00080811,-0.00066398,-0.00055089,-0.00050248,-0.00043977,-0.00039671,-0.00036194,-0.00031547,-0.00027474,-0.00025385,-0.00023294,-0.00021449,-0.0002103,-0.00018674,-0.00016772,-0.00035784,-0.0003294,-4.4868e-05,5.6873e-05
0.013137,0.016081,0.019513,0.022448,0.022152,0.015303,0.016444,0.017737,0.020343,0.022314,0.026472,0.026201,0.027654,0.027867,0.028701,0.028931,0.02855,0.027363,0.025001,0.017126,0.013553,0.0071001,0.0042405,-3.3359e-05,0.0015812,-0.002593,-0.0018019,-0.0063245,-0.0065448,-0.0062894,-0.0060744,-0.0058524,-0.0073605,-0.008554,-0.0083506,-0.0091617,-0.0090409,-0.0092689,-0.0092128,-0.0088004
-0.0018976,-0.0032328,-0.004828,-0.010873,-0.010255,-0.010497,-0.010332,-0.010019,-0.010171,-0.010037,-0.010123,-0.010852,-0.011908,-0.013171,-0.014237,0.060165,0.096491,0.081974,0.050102,0.037182,0.026428,0.017923,0.011517,0.010212,0.0098147,0.089401,0.1255,0.15928,0.12066,0.087863,0.066497,0.045679,0.0272,0.027056,0.022321,0.01863,0.013801,0.0098671,0.0023921,-0.0017943
0.006351,0.0066685,0.0070833,0.0073642,0.0076158,0.0078998,0.0080923,0.0082416,0.008254,0.0085147,0.0088651,0.0090048,0.0093215,0.0094922,0.010555,0.0084584,0.0057883,0.0059851,0.0068344,0.0079878,0.0085956,0.0093322,0.0096818,0.010038,0.011447,0.0088355,0.0060533,0.0048323,0.0061197,0.0082747,0.0090172,0.010164,0.010325,0.010716,0.010947,0.011335,0.011417,0.011418,0.010494,0.010821
-0.00051076,-0.00042946,-8.6382e-05,-0.00025258,-0.00047855,-4.8969e-05,-7.9355e-05,-1.8961e-05,0.00030596,0.00012483,-0.00038753,-0.00032986,-0.00037654,-0.00042162,-0.0003931,0.00020911,0.00091671,-8.2469e-05,-0.00069319,2.5208e-05,0.00037983,0.00062254,0.00052048,0.00047911,0.00055367,0.00062356,0.00065784,0.00070776,0.00075704,0.00081382,0.00097093,0.00062178,0.00033252,0.00015848,0.00013678,0.00065611,-0.0011309,-0.002182,-0.0021689,-0.0029719
-2.4468e-08,-2.7159e-08,-2.5813e-08,-2.3017e-08,-1.7358e-08,-1.9778e-08,-1.6693e-08,2.7568e-08,2.4485e-08,3.1809e-08,2.558e-08,3.3841e-08,4.1079e-08,4.8323e-08,5.5233e-08,5.1877e-08,4.1182e-08,4.5865e-08,3.7345e-08,3.3532e-08,3.3872e-08,2.624e-08,2.1332e-08,1.8636e-08,6.5825e-09,2.2953e-08,2.2953e-08,1.5202e-08,1.2162e-08,1.1122e-08,7.9229e-09,6.4069e-09,2.0278e-09,-4.8466e-09,7.301e-08,7.301e-08,7.301e-08,7.301e-08,7.301e-08,4.4662e-08
-0.058035,-0.057819,-0.058428,-0.060014,-0.061559,-0.06249,-0.063416,-0.065092,-0.064401,-0.065473,-0.067315,-0.066105,-0.067738,-0.067953,-0.067561,-0.067118,-0.066281,-0.064769,-0.062979,-0.060455,-0.059388,-0.051457,-0.051508,-0.048621,-0.046172,-0.043446,-0.04325,-0.042496,-0.039381,-0.041398,-0.040342,-0.040051,-0.039662,-0.039285,-0.038942,-0.039108,-0.039552,-0.039735,-0.039842,-0.040401
-5.2763e-05,-5.6965e-05,-6.2525e-05,-7.1717e-05,-9.9142e-05,-0.00014423,-0.00013819,-0.00018391,-0.00018802,-0.00017434,-0.00020363,-0.00024038,-0.00030234,-0.00029825,-0.00025802,-0.00024644,-0.00024306,-0.00026425,-0.00031036,-0.00031502,-0.00031214,-0.00027737,-0.00021989,-0.00019851,-0.00019489,-0.00018691,-0.00017651,-0.00016815,-0.00016029,-0.0001494,-0.00013776,-0.00011839,-0.00010001,-8.3613e-05,-1.8205e-05,-5.0817e-05,-1.5011e-05,1.7565e-05,0.00010186,9.3444e-05
0.011375,0.01051,0.0087943,0.0080611,0.0090429,0.0085502,0.0084555,0.0085092,0.0084865,0.0081945,0.0077972,0.0058686,0.0052922,0.0023431,0.00048943,-0.0026755,-0.0020811,-0.0013105,-0.0010633,-0.00039214,0.00062675,0.0023484,0.0023784,0.0028195,0.003069,0.0035595,0.0035961,0.0035596,0.0035209,0.0034617,0.0036723,0.0038144,0.0038171,0.003777,0.0037553,0.0038371,0.0040376,0.0039721,0.0039731,0.0040796
-4.4048e-08,-4.7421e-08,-3.7938e-08,-3.9551e-08,-3.9277e-08,-3.8129e-08,-2.5655e-08,-1.9135e-08,-1.9315e-08,-7.0027e-09,-5.4938e-10,6.0541e-09,5.2585e-10,1.3248e-08,4.9646e-08,2.6149e-08,-5.8567e-08,4.6204e-08,-4.2531e-09,-5.4216e-09,-1.894e-08,-2.4834e-08,-2.3985e-08,-2.3438e-08,-3.0454e-08,-2.3556e-08,-1.9812e-08,-2.0825e-08,-1.7281e-08,-1.3705e-08,-1.7242e-08,-1.372e-08,-1.7011e-08,-1.5827e-08,-1.1107e-08,-9.3782e-09,-1.8239e-08,-2.7083e-08,-2.0011e-08,-1.4716e-08
0.036822,0.036396,0.034394,0.034287,0.032368,0.031796,0.032205,0.029481,0.030017,0.031166,0.032391,0.031273,0.031389,0.031341,0.031315,0.031197,0.031104,0.031107,0.031177,0.031193,0.031167,0.030868,0.030657,0.030207,0.030267,0.029872,0.029924,0.029974,0.030016,0.030087,0.029609,0.029791,0.029861,0.029973,0.029981,0.029969,0.030085,0.030256,0.030761,0.031489
0.0014924,0.001526,0.0016217,0.0017913,0.0018806,0.002046,0.0019181,0.0018684,0.0017899,0.0018733,0.0018601,0.001781,0.0016715,0.0015141,0.0016191,0.0015866,0.0014896,0.0014245,0.0013198,0.0013543,0.0012469,0.0011797,0.0011466,0.0011288,0.001118,0.0011083,0.0010937,0.0010936,0.001092,0.0010915,0.0010626,0.0010677,0.0010413,0.0010243,0.0010253,0.0010304,0.0010378,0.0010467,0.0010521,0.0010762
0.016568,0.016174,0.0048228,-6.6273e-05,-0.0034251,-0.0056286,-0.0075066,-0.0089477,-0.010771,-0.0067676,-0.005078,-0.0039703,-0.0028002,-0.012777,-0.0079432,-0.0056467,-0.0041685,-0.0021132,-0.00080498,0.0010481,0.0025954,0.0054116,0.0087638,0.01124,0.01473,0.014452,0.014752,0.015036,0.015439,0.015905,0.016725,0.017842,0.018945,0.020325,0.019579,0.019933,0.020867,0.020764,0.021175,0.022021
