0.99623,0.9966,0.99651,0.99617,0.99543,0.99367,0.99364,0.993,0.99298,0.99295,0.99285,0.99229,0.99186,0.99196,0.99177,0.9917,0.99373,0.99528,0.99571,0.99592,0.996,0.99612,0.99643,0.99662,0.99663,0.99636
-0.037949,-0.030937,-0.020258,-0.015745,-0.0068387,-0.0016227,0.00014302,0.0029259,0.016727,0.025688,0.022884,0.025493,0.030503,0.030316,0.032859,0.028262,0.0018916,-0.023179,-0.033136,-0.038909,-0.041369,-0.043957,-0.050457,-0.050053,-0.052038,-0.050775
0.014105,0.017155,0.021239,0.014317,0.0065518,0.0023177,-0.0014222,-0.004632,-0.0023267,0.0027818,0.0010538,0.0041863,0.011375,0.017736,0.020009,0.022401,0.023663,0.024681,0.024689,0.024486,0.024317,0.024234,0.024016,0.023592,0.024319,0.024413
0.0047753,0.0048859,0.0049171,0.0055872,0.006713,0.0079847,0.0093221,0.0096745,0.010005,0.010507,0.011761,0.011731,0.011909,0.011445,0.0099943,0.0081002,0.0055083,0.0054711,0.0042262,0.0042566,0.0038987,0.0027117,0.0021785,0.0019534,0.0012208,0.0011502
0.021511,0.025286,0.025452,0.036014,0.046863,0.051156,0.051991,0.056013,0.041315,0.027893,0.027556,0.021679,0.0042241,-0.0049326,-0.0044488,-0.0025225,0.0026586,0.0020278,0.0043567,0.0069504,0.0083392,0.0094438,0.0096138,0.009321,0.0084435,0.0077564
0.01643,0.016658,0.017641,0.025945,0.027327,0.029348,0.032027,0.034312,0.031937,0.031255,0.032058,0.032595,0.031543,0.030422,0.030506,0.029906,0.0301,0.029914,0.029503,0.028646,0.028477,0.027887,0.027373,0.026714,0.025912,0.024861
-0.0052541,-0.0054065,-0.0053912,-0.0055344,-0.0057319,-0.0057096,-0.0059523,-0.0059317,-0.0055491,-0.0053638,-0.0056154,-0.0055252,-0.0047614,-0.0048335,-0.0046681,-0.0044964,-0.0043949,-0.0044015,-0.0043711,-0.0043638,-0.0043667,-0.0043551,-0.0043024,-0.0043128,-0.0043107,-0.0042861
0.0022567,0.0017156,0.0016134,0.00163,0.0017073,0.0015656,0.0015666,0.0015894,0.0015349,0.0014591,0.0016603,0.0019333,0.0019914,0.0028017,0.0037577,0.0045224,0.0071124,0.0089706,0.0099218,0.012743,0.013112,0.013759,0.016395,0.016748,0.018117,0.016315
0.024867,0.025549,0.026068,0.029478,0.037405,0.04083,0.041086,0.043417,-0.032285,-0.021174,-0.021907,-0.01633,-0.0072932,0.0082406,0.007825,-0.0071537,-0.0030507,0.0026915,0.0063375,0.0099977,0.010893,0.012597,0.012727,0.011281,0.0094492,0.008751
-0.19078,-0.19106,-0.18908,-0.16407,-0.15502,-0.14974,-0.14696,-0.14682,-0.18396,-0.20091,-0.21944,-0.24118,-0.24531,-0.24153,-0.22658,-0.191,-0.10504,-0.069092,-0.03668,-0.068276,-0.090782,-0.095574,-0.096615,-0.092332,-0.085825,-0.077072
3.272e-05,2.3352e-05,1.8214e-05,1.5164e-05,1.3391e-05,1.0329e-05,7.2325e-06,5.7088e-06,4.3134e-06,3.3145e-06,2.4251e-06,2.224e-06,1.5689e-06,1.4125e-06,1.0305e-06,7.4775e-07,5.0461e-07,3.8883e-07,2.7683e-07,0.0014339,0.0017789,0.0019822,0.0016252,0.0010592,0.00085765,0.00085398
0.23113,-0.089473,-0.10365,-0.031543,0.092182,0.22002,0.20587,0.22581,-0.14136,-0.14539,-0.082815,-0.077334,0.25059,0.22732,0.27002,0.27979,-0.17281,-0.17895,-0.1129,-0.0907,-0.067612,-0.052014,-0.037404,-0.026855,-0.019287,-0.01403
-6.1996e-08,-5.033e-08,-1.7141e-08,-7.749e-08,-3.1716e-08,-9.1179e-08,-5.7255e-08,1.0932e-08,-5.4535e-08,-1.0003e-07,-9.6782e-08,-9.683e-08,-9.6953e-08,-1.0152e-07,-7.7171e-08,-5.7038e-08,-6.1376e-08,-7.08e-08,-2.9284e-08,-8.6404e-08,-3.9777e-08,-4.2509e-08,-5.3338e-08,-6.8463e-08,-6.6415e-08,-7.1289e-08
-0.019534,-0.019688,-0.020698,-0.018368,-0.015962,-0.012894,-0.0128,-0.010717,-0.0086082,-0.0072816,-0.0062066,-0.0059278,-0.0047903,-0.0045728,-0.0033352,-0.0084732,-0.012602,-0.018248,-0.020578,-0.022167,-0.021622,-0.0225,-0.022851,-0.022478,-0.02229,-0.021532
0.0014806,0.0010584,0.00076061,0.00042071,0.0001922,-0.00033489,-0.00037861,-0.00064397,-0.0013616,-0.0012724,-0.0014924,-0.0015777,-0.0017825,-0.0021539,-0.0020537,-0.0023018,-0.0017799,-0.0011715,-0.00086422,-0.00069463,-0.00053314,-0.00026143,-3.6085e-05,0.00062328,0.00074762,0.0011683
0.011683,0.010758,0.0095867,0.0098643,0.0092727,0.0095547,0.0091865,0.0092202,0.0021096,-0.0064417,-0.0078405,-0.0099083,-0.012851,-0.014452,-0.014697,-0.014935,-0.0040993,0.0049485,0.0072247,0.0095774,0.010561,0.01077,0.012672,0.014075,0.014164,0.013754
-3.8855e-08,-6.7353e-08,-7.848e-08,-1.1314e-07,-4.3843e-08,-9.6875e-08,-6.1815e-08,-3.1666e-08,-1.2871e-07,-1.8443e-07,-2.2069e-07,-2.3883e-07,-2.5292e-07,-2.7227e-07,-2.5529e-07,-2.7807e-07,-2.9008e-07,-2.6523e-07,-2.1624e-07,-1.2822e-07,-1.0551e-07,-9.657e-08,-1.127e-07,-1.0347e-07,-9.4859e-08,-1.2602e-07
0.052795,0.055717,0.061699,0.065104,0.07071,0.073384,0.072224,0.075973,0.07181,0.071119,0.071334,0.072336,0.072031,0.071558,0.071539,0.073318,0.072925,0.070249,0.069225,0.068704,0.068224,0.067136,0.064568,0.062273,0.055723,0.054207
-0.0020448,-0.0020763,-0.0020975,-0.0020163,-0.001769,-0.0016342,-0.0015094,-0.0014079,-0.0013847,-0.0014873,-0.0015002,-0.0015242,-0.0014957,-0.0014575,-0.0014595,-0.0015058,-0.0020602,-0.0025827,-0.0027073,-0.0029476,-0.0028804,-0.0028065,-0.002759,-0.0027098,-0.0025528,-0.0023024
0.015174,0.013681,0.013453,0.013077,0.012846,0.013901,0.01375,0.014364,0.0076024,0.0021814,0.003918,-0.00016333,-0.0012163,-0.0024323,-0.0044445,-0.0047849,0.0025854,0.0092604,0.010558,0.010327,0.011499,0.011827,0.012278,0.012676,0.013332,0.013795
