0.99981,0.99958,0.99869,0.99598,0.9956,0.99298,0.98979,0.98598,0.98172,0.9773,0.9724,0.96755,0.9637,0.96134,0.95983,0.96106,0.96265,0.96287,0.96381,0.96681,0.97088,0.97317,0.97329,0.97472,0.97581,0.97781,0.97961,0.98105,0.9822,0.98488,0.99137,0.99203,0.99669,0.99805,0.99834,0.99976,0.99986,0.99993
-0.045251,-0.047571,-0.046214,-0.043652,-0.040088,-0.034488,-0.025685,-0.014058,-0.0025632,0.0072015,0.022384,0.031842,0.032194,0.035309,0.034672,0.036325,0.035218,0.034328,0.031701,0.025397,0.01406,0.012551,0.0079323,0.004436,-0.0012132,-0.003822,-0.0081561,-0.011085,-0.012651,-0.012954,-0.014215,-0.015838,-0.01646,-0.015856,-0.01543,-0.014099,-0.013712,-0.013649
-0.0013978,-0.00082843,-0.00046065,0.0012003,0.00078616,0.0014449,0.0018619,0.0032152,0.0037072,0.0044175,0.0045457,0.0016138,0.0019442,0.00011913,-0.0026543,-0.0044031,-0.0062434,-0.0093103,-0.0092336,-0.0081035,-0.0072613,-0.005212,-0.0051969,-0.0043249,-0.0035969,-0.0030104,-0.0025898,-0.0021035,-0.0021084,-0.0019028,-0.0017219,-0.0016601,-0.0012611,-0.0013295,-0.0011337,-0.00092616,-0.00077024,-0.00064965
-0.0027585,-0.0044979,-0.0063355,-0.0085769,-0.010753,-0.012622,-0.014206,-0.01521,-0.01554,-0.015989,-0.016756,-0.016637,-0.017272,-0.01737,-0.017318,-0.016023,-0.013818,-0.011999,-0.009799,-0.01001,-0.0099358,-0.010503,-0.011189,-0.011528,-0.011652,-0.012046,-0.011904,-0.011991,-0.011732,-0.010823,-0.0091307,-0.0064908,-0.0060358,-0.0042032,-0.0033893,-0.0032516,-0.0025278,-0.0015864
-0.008669,-0.0043001,-0.0024417,-0.0025466,-0.00072504,-2.4523e-05,0.00038728,0.0012088,0.0026151,0.0021126,0.00344,0.0058737,0.0091328,0.012098,0.015377,0.016067,0.014412,0.0099304,0.0023368,-0.0024041,-0.0089131,-0.011153,-0.013602,-0.013328,-0.015672,-0.01627,-0.017385,-0.01838,-0.018973,-0.020142,-0.021052,-0.022191,-0.023831,-0.025764,-0.027991,-0.029762,-0.032129,-0.037845
0.00085796,0.0034229,0.0063311,-0.030616,-0.073074,-0.061993,-0.035711,-0.024209,-0.014081,-0.0057784,-0.0028384,0.0052887,0.0033345,0.0047202,0.011413,0.010439,0.011526,0.011048,0.010743,0.0092105,-0.064343,-0.1014,-0.13393,-0.15945,-0.17991,-0.13421,-0.097712,-0.07598,-0.056544,-0.091778,-0.12531,-0.14124,-0.15513,-0.13072,-0.13104,-0.15964,-0.16915,-0.14304
-0.0075355,-0.007577,-0.0080977,-0.0067123,-0.0046179,-0.0064942,-0.0062893,-0.0067125,-0.0062431,-0.0063212,-0.0064475,-0.0067243,-0.0067523,-0.0077421,-0.0077056,-0.0083426,-0.0086471,-0.0086757,-0.0090224,-0.0093536,-0.0074251,-0.0053311,-0.0034542,-0.0035839,-0.0030145,-0.0048589,-0.0070573,-0.0083585,-0.0087873,-0.0071987,-0.0049966,-0.00325,-0.0031501,-0.0044854,-0.004412,-0.0032178,-0.0023767,-0.0039149
-0.0014643,-0.00128,-0.0012193,-0.0021745,-0.0029921,-0.0023179,-0.0014036,-0.00094583,-0.00082916,-0.00066794,-0.00044009,-0.00016744,0.00010252,0.00030387,0.00056012,0.00076542,0.0010209,0.00093036,0.00092621,0.00073267,0.00073445,0.00066871,0.00071091,0.00028593,-0.00027697,-0.00030379,-8.7424e-05,0.00016042,0.00017743,0.00025906,0.00025267,0.00021877,0.00013367,1.1665e-05,-0.00022129,-0.00068366,-0.00065155,-0.00066348
-0.0055779,0.00069877,0.0072261,0.0066611,0.0073845,0.0083946,0.009013,0.0096768,0.01043,0.012246,0.012556,0.01611,0.020165,0.023281,0.026798,0.0248,0.019374,0.012682,0.0057945,-0.0003891,-0.0094862,-0.011153,-0.015481,-0.016601,-0.018048,-0.018748,-0.018576,-0.020021,-0.019833,-0.019723,-0.023321,-0.021277,-0.022406,-0.024854,-0.026802,-0.02857,-0.031883,-0.033732
-0.12884,-0.15393,-0.17723,-0.19576,-0.21265,-0.22576,-0.237,-0.24692,-0.25534,-0.25612,-0.25755,-0.25849,-0.26041,-0.26546,-0.2723,-0.27556,-0.28301,-0.28692,-0.28019,-0.26871,-0.2546,-0.22892,-0.18469,-0.1191,-0.095879,-0.05866,-0.035642,-0.0079602,0.025993,0.03178,0.024231,0.026911,0.026605,0.026782,0.026297,0.024969,0.021736,0.021919
