0.9979,0.99789,0.99788,0.99789,0.99802,0.9981,0.99829,0.99868,0.99922,0.9993,0.99945,0.99945,0.99932,0.9992,0.99921,0.99909,0.99901,0.99879,0.9988,0.99887,0.99889,0.99897,0.99903,0.99923,0.99933,0.99941,0.9994,0.99936,0.99919,0.99893
-0.017903,-0.017899,-0.018656,-0.019787,-0.025708,-0.033692,-0.042571,-0.053525,-0.061374,-0.066737,-0.066462,-0.066681,-0.066716,-0.065522,-0.062104,-0.060505,-0.056579,-0.055663,-0.053518,-0.046818,-0.045295,-0.042146,-0.042933,-0.042495,-0.039781,-0.040888,-0.039347,-0.039494,-0.039082,-0.038791
0.0059302,0.0059462,0.0059657,0.0059863,0.0056147,0.0059637,0.0088813,0.0096047,0.011881,0.013778,0.017892,0.020728,0.020288,0.023695,0.024544,0.026365,0.027446,0.028953,0.029998,0.029231,0.028323,0.026801,0.025024,0.019062,0.017333,0.019448,0.017182,0.015281,0.012197,0.0094182
-0.001489,-0.0013869,-0.0013765,-0.0016511,-0.0016657,-0.0017984,-0.0018172,-0.0016919,-0.0015216,-0.0014022,-0.0013243,-0.001268,-0.0012316,-0.0012242,-0.0012064,-0.0012324,-0.0012737,-0.0013989,-0.0018628,-0.0019575,-0.0021433,-0.0023665,-0.0023702,-0.0023895,-0.0023013,-0.0020465,-0.0016011,-0.0014646,-0.0013205,-0.0011039
-0.033865,-0.03453,-0.034392,-0.034281,-0.028087,-0.024425,-0.017965,-0.0099078,-0.0046103,-0.0018487,0.0044372,0.0077764,0.011748,0.013229,0.015825,0.015249,0.016004,0.015935,0.01575,0.014918,0.014117,0.01374,0.012218,0.011998,0.010015,0.0072177,0.0041188,0.0015466,-0.0010779,-0.0052319
-0.026891,-0.026735,-0.026729,-0.025874,-0.023396,-0.01947,-0.015342,-0.0096835,-0.039421,-0.080821,-0.10229,-0.12167,-0.12537,-0.12868,-0.13268,-0.1354,-0.13721,-0.14165,-0.11311,-0.074718,-0.054402,-0.037754,-0.029745,-0.023136,-0.019859,-0.017364,-0.016897,-0.016298,-0.01596,-0.016004
-0.0050157,-0.0050145,-0.0050238,-0.0050728,-0.0052223,-0.0054753,-0.0062038,-0.0072018,-0.0055767,-0.0039991,-0.0027593,-0.002273,-0.0019023,-0.0015741,-0.0014808,-0.0012828,-0.0011493,-0.00089091,-0.0027144,-0.0045699,-0.0050413,-0.0058355,-0.0059308,-0.0061703,-0.0064379,-0.0067076,-0.0068569,-0.0068847,-0.0068762,-0.0068573
-0.003105,-0.0030457,-0.0029792,-0.0029374,-0.0028939,-0.0029128,-0.0029547,-0.0029235,-0.0027624,-0.0025878,-0.0026202,-0.0022452,-0.0018169,-0.0017787,-0.0016432,-0.0015576,-0.0015075,-0.0013967,-0.0013519,-0.0013298,-0.0012931,-0.0013179,-0.0013502,-0.0013503,-0.0013458,-0.0013524,-0.0013527,-0.0013326,-0.0013173,-0.0012993
0.03803,0.038744,0.038502,0.038029,0.033602,0.022077,0.010514,-0.0010014,-0.0021476,-0.006798,-0.0095584,-0.0096913,-0.0092532,-0.013654,-0.014949,-0.015636,-0.017543,-0.016202,-0.016922,-0.016612,-0.015645,-0.014802,-0.013212,-0.011591,-0.008959,-0.0058102,-0.0025419,6.3549e-05,0.0027244,0.0049313
0.23854,0.24241,0.24555,0.24374,0.22818,0.20026,0.15306,-0.088028,-0.13938,-0.21955,-0.2588,-0.28605,-0.3024,-0.3093,-0.30909,-0.30051,-0.28007,-0.27702,-0.25823,-0.21857,-0.15228,-0.11318,-0.092655,-0.08031,-0.073479,-0.061035,-0.049459,-0.039632,-0.03124,-0.018698
-1.2825e-08,-6.7393e-09,-3.457e-09,-2.024e-09,3.5632e-10,1.3329e-09,-3.8038e-09,-1.7778e-09,-2.4947e-09,-3.1143e-09,-3.2165e-09,-1.2782e-09,-5.4563e-10,-1.6126e-10,1.2583e-09,2.4283e-09,1.8407e-09,2.9141e-09,-9.7903e-11,7.4252e-10,3.3455e-10,6.9728e-10,-8.5934e-10,0.00019384,0.00021658,-0.00026075,-0.00084585,-0.0017079,-0.0018794,-0.0020092
0.077833,0.070691,0.037636,0.01334,0.021077,0.013311,0.010727,0.0093626,0.0089376,0.0096562,0.016443,0.025521,0.034047,0.045553,0.042331,0.043715,0.045374,0.044025,0.038988,0.027718,0.02637,0.018069,0.014479,0.011636,0.010079,0.0097488,0.0085806,0.0083112,0.0077609,0.0074523
