0.99101,0.98789,0.9854,0.98352,0.98237,0.98152,0.98041,0.97898,0.97916,0.97941,0.97959,0.98025,0.98055,0.98058,0.98056,0.98055,0.98046,0.98058,0.98113,0.98231
0.014862,0.019629,0.024064,0.024547,0.027135,0.029806,0.029236,0.029175,0.029225,0.029424,0.031998,0.032098,0.032342,0.033374,0.03298,0.029746,0.027384,0.02366,0.019037,0.012045
-0.0092322,-0.012938,-0.016639,-0.019334,-0.020363,-0.022881,-0.023602,-0.024441,-0.02244,-0.020315,-0.019713,-0.01834,-0.017521,-0.01658,-0.01507,-0.013491,-0.012227,-0.011201,-0.010851,-0.010642
-0.0007902,-0.0022398,-0.0024025,-0.0040728,-0.0053281,-0.0078492,-0.0087013,-0.009174,-0.0089835,-0.008003,-0.0080922,-0.0050739,-0.0038101,-0.00074126,0.0016903,0.0039614,0.0054831,0.0053626,0.0061764,0.0065543
0.017415,0.01538,0.015537,0.0060157,0.0094181,0.0038067,0.0024255,0.0030824,0.0047003,0.0078206,0.0077535,0.0087201,0.0082292,0.0065373,0.0037875,-0.00095434,-0.0051984,-0.0092405,-0.013876,-0.017389
0.14855,0.17401,0.21816,0.22125,0.23792,0.25924,0.25704,0.23879,0.096887,-0.035957,-0.15155,0.0026819,0.0038915,0.026518,0.044791,0.042463,0.034927,0.021038,0.0057766,-0.0098149
-0.0011963,-0.00088295,-0.00062004,-0.00053582,-0.00039634,-0.00029717,-0.00034882,-0.00026456,-0.00018792,-0.00014274,-0.0001004,-0.0037712,-0.00072244,0.0020137,0.0043933,0.0049411,0.0045194,0.0040694,0.0033335,0.00098903
-0.009211,-0.0070677,-0.0058829,-0.0050521,-0.003529,-0.0028682,0.0028283,0.0034708,0.0027808,0.0036092,0.0054623,-0.00063466,-0.0026588,-0.00134,-0.0010404,0.0012879,0.00090202,-0.00028987,0.00026341,0.00026828
0.0090006,0.0071855,0.0096566,0.0081408,0.0035197,0.0026971,0.0011393,0.0021474,0.0048089,0.0064188,0.006571,0.0067712,0.0061778,0.0057248,0.0043803,0.0025804,-0.0030796,-0.0099213,-0.014988,-0.02003
0.010074,-0.0014287,0.035567,0.076707,0.10515,0.12962,0.14689,0.15975,0.16779,0.17395,0.17448,0.1755,0.17544,0.17593,0.1769,0.17558,0.1749,0.17473,0.16756,0.15758
0.0067562,0.0073734,0.0062335,0.0043049,0.0031712,0.0027816,0.0024485,0.0023325,0.0021629,0.0018324,0.0016803,0.0015362,0.0010724,0.0010264,0.00083284,0.0007178,0.00067762,0.00066353,0.0006504,0.00059579
-0.00073348,-0.0010969,-0.0010829,-0.0010539,-0.0010293,-0.00089388,-0.00085466,-0.001079,-0.0012878,-0.0011878,-0.0011356,-0.0010923,-0.00091712,-0.00072818,-0.00056332,-0.00060091,-0.00091442,-0.0012369,-0.0036315,-0.007313
4.3924e-08,2.5125e-08,3.1445e-08,3.2702e-08,2.7861e-08,2.6737e-08,1.6211e-08,2.1519e-08,1.2835e-08,8.7874e-09,9.0942e-09,8.3604e-09,7.8772e-09,8.0721e-09,-2.1689e-10,-9.8261e-09,-9.1717e-09,-8.86e-09,-9.5159e-09,-3.7736e-08
-0.051401,-0.050842,-0.051198,-0.051245,-0.051245,-0.051305,-0.051379,-0.051531,-0.051646,-0.051748,-0.052253,-0.054382,-0.05424,-0.054186,-0.054248,-0.053901,-0.052568,-0.051319,-0.0486,-0.046135
1.1676e-05,0.00016155,0.0001771,0.00020546,0.00022027,0.00023153,0.0003468,0.00035783,0.00041124,0.00047616,0.00051846,0.00052699,0.00049844,0.00051347,0.0004955,0.00048468,0.00047436,0.00045341,0.00039166,0.00034502
0.0075639,0.005896,0.004263,0.0022168,0.00039155,0.00091985,5.3568e-05,-0.00053703,-0.0014867,-0.0024471,-0.0035015,-0.0067264,-0.0062333,-0.0066563,-0.0065787,-0.0066846,-0.0062614,-0.0061626,-0.0051024,-0.0051427
8.4305e-08,3.3529e-08,1.0654e-07,1.0842e-07,1.1129e-07,8.5857e-08,3.5076e-08,-2.3625e-08,-1.6266e-08,-8.9895e-09,-1.7993e-09,-9.5942e-09,-1.078e-08,-1.0499e-08,-1.6036e-08,-1.8572e-08,-1.6263e-08,-1.5107e-08,-1.3716e-08,-2.6873e-08
0.017727,0.011897,0.0091702,0.006608,0.0053068,0.0038975,0.0025428,0.0011302,0.00044743,0.00060185,0.00073625,0.0016801,0.001555,0.0026694,0.002455,0.0022057,0.0014235,0.00068219,-0.0012189,-0.0025861
0.0034196,0.0036953,0.0037542,0.003731,0.0037243,0.0037099,0.0037007,0.0036995,0.0036823,0.0036642,0.0036304,0.0035593,0.0034076,0.0029171,0.0029321,0.0024354,0.00247,0.0023014,0.0020366,0.001576
0.0058392,-0.00079685,-0.0034164,-0.0062877,-0.0086181,-0.010442,-0.011578,-0.012369,-0.014113,-0.014258,-0.015511,-0.016656,-0.017487,-0.017785,-0.017543,-0.017039,-0.015208,-0.014908,-0.013803,-0.012566
