0.99303,0.99476,0.99725,0.99765,0.99856,0.9991,0.99907,0.99861,0.99819,0.99715,0.99652,0.99541,0.99538,0.99498,0.99472,0.99437,0.99406,0.99396,0.99398,0.99404,0.99485,0.99482,0.99528,0.99613,0.99631,0.99674,0.99706,0.9973,0.998,0.99824,0.99837,0.99855,0.99883,0.99902,0.99917
-0.048471,-0.055439,-0.061907,-0.063068,-0.063071,-0.06052,-0.060579,-0.057832,-0.051528,-0.0405,-0.037564,-0.031258,-0.031045,-0.028356,-0.024857,-0.024145,-0.02331,-0.024276,-0.024675,-0.023864,-0.02714,-0.032035,-0.035786,-0.034803,-0.035448,-0.03491,-0.033705,-0.031156,-0.029432,-0.028714,-0.02807,-0.028226,-0.02847,-0.029312,-0.029978
0.00017459,-0.00036633,-0.00033119,0.00058788,0.0027725,0.0058661,0.010351,0.010418,0.012199,0.013891,0.015653,0.017323,0.020582,0.021507,0.023638,0.026554,0.026094,0.027299,0.028061,0.029508,0.030416,0.028259,0.018526,0.0089123,0.015344,0.026317,0.023368,0.023617,0.023785,0.023656,0.022491,0.022222,0.021103,0.019976,0.018677
0.0021748,0.00064192,-0.0013122,-0.0032607,-0.006379,-0.0077568,-0.0072313,-0.0082375,-0.010792,-0.011225,-0.011502,-0.012091,-0.013064,-0.013704,-0.013919,-0.014415,-0.014798,-0.01509,-0.015184,-0.015331,-0.015275,-0.014926,-0.014781,-0.014416,-0.013846,-0.013255,-0.011532,-0.011464,-0.0093789,-0.0094077,-0.0085952,-0.0078026,-0.0066673,-0.0067429,-0.0062161
-0.04173,-0.02824,-0.014913,-0.0066259,-0.0027786,-0.00072137,-0.00025051,0.0016336,0.0031216,0.0065111,0.0070927,0.0075383,0.0096623,0.011174,0.010687,0.012217,0.014098,0.016358,0.019276,0.018422,0.01749,0.019327,0.022166,0.028291,0.018817,0.01245,0.0092766,0.002465,0.0046379,0.00089711,0.0014588,-0.002836,-0.0068233,-0.0061751,-0.0087706
-0.026457,-0.018087,-0.0081951,-0.0020836,-0.004731,-0.0012301,0.00060891,0.0017329,-0.05497,-0.092521,-0.12134,-0.14722,-0.17472,-0.17501,-0.18162,-0.18625,-0.19036,-0.19586,-0.19736,-0.19752,-0.13583,-0.096994,-0.064224,-0.035647,-0.023794,-0.019212,-0.014974,-0.012401,-0.011266,-0.008306,-0.050849,-0.052279,-0.030591,-0.029366,-0.023206
-0.0075865,-0.0083171,-0.008261,-0.0084531,-0.0085707,-0.0086872,-0.0089703,-0.0091717,-0.0073805,-0.0052422,-0.0043446,-0.0041645,-0.0033525,-0.0029281,-0.0025256,-0.0022565,-0.0020099,-0.0018719,-0.0017731,-0.0015137,-0.0036375,-0.006458,-0.0078986,-0.0095522,-0.0087863,-0.0085164,-0.0089631,-0.0091055,-0.0091817,-0.0092189,-0.0073864,-0.0085568,-0.0074805,-0.0078753,-0.0076853
-0.0029041,-0.0028127,-0.0027007,-0.0026852,-0.0026402,-0.002537,-0.0024303,-0.0022613,-0.002189,-0.0022259,-0.0020626,-0.0018254,-0.0016924,-0.0016815,-0.0016005,-0.0013187,-0.0011897,-0.00099324,-0.00088588,-0.00082521,-0.0007439,-0.00071192,-0.0006872,-0.00067024,-0.00051364,-0.00060809,-0.00051817,-0.00052759,-0.00054433,-0.00047481,-0.00052568,-0.00057196,-0.0005506,-0.00055825,-0.0005635
-0.039231,-0.027528,-0.010683,0.00486,0.0034107,0.0049944,0.0080504,0.0076865,0.011924,0.011525,0.012024,0.015165,0.016385,0.015996,0.018009,0.019023,0.021477,0.022783,0.023557,0.023532,0.02352,0.027238,0.033276,0.03877,-0.023068,-0.013753,-0.008161,-0.0057645,-0.0034279,-0.0014328,0.0017862,0.0037156,0.0068869,0.008747,0.010749
-0.0941,-0.12797,-0.14165,-0.15858,-0.17664,-0.19379,-0.22702,-0.24066,-0.24297,-0.25116,-0.25727,-0.25956,-0.26346,-0.26561,-0.27065,-0.2734,-0.27378,-0.27382,-0.27386,-0.27383,-0.27392,-0.2711,-0.25911,-0.24053,-0.20055,-0.17465,-0.11337,-0.072467,-0.027969,0.0040977,0.021033,0.025865,0.042419,0.035285,0.016934
