-0.003727,-0.0046263,-0.004957,-0.0029865,-0.00019584,0.0047518,0.010411,0.018179,0.030134,0.041228,0.052193,0.062267,0.062699,0.065876,0.069689,0.071875,0.073614,0.072989,0.071877,0.07203,0.069495,0.065651,0.061542,0.055005,0.050356,0.045262,0.041095,0.035694,0.029816,0.022243,0.014419
0.99101,0.99104,0.99102,0.99126,0.99132,0.99107,0.99116,0.99099,0.99061,0.99005,0.98957,0.98963,0.98877,0.98913,0.98793,0.98865,0.9885,0.98794,0.98681,0.98679,0.98621,0.98582,0.98525,0.98469,0.98484,0.98484,0.986,0.98631,0.98737,0.98895,0.99083
0.98338,0.98385,0.98532,0.98426,0.98512,0.98504,0.98494,0.98465,0.98332,0.9834,0.98265,0.98196,0.98136,0.9807,0.98027,0.97989,0.97937,0.97842,0.97681,0.97717,0.97675,0.97648,0.97632,0.97602,0.97604,0.97631,0.97674,0.97778,0.97911,0.98368,0.98645
0.99877,0.99861,0.99861,0.9985,0.99825,0.99753,0.99751,0.9967,0.99631,0.99602,0.9954,0.99535,0.99498,0.99494,0.99479,0.99463,0.9939,0.99389,0.99397,0.9938,0.99373,0.99373,0.99383,0.99408,0.99441,0.99538,0.9954,0.99596,0.99653,0.99739,0.99706
0.42484,0.42577,0.42555,0.42632,0.42632,0.4261,0.4259,0.42602,0.42557,0.42402,0.4207,0.42349,0.42181,0.41806,0.42094,0.41957,0.41865,0.41866,0.4188,0.41885,0.41938,0.4204,0.42391,0.42548,0.42509,0.42675,0.42825,0.43128,0.43276,0.43341,0.43533
0.93086,0.92897,0.9254,0.92332,0.92174,0.91959,0.9241,0.92264,0.9193,0.91864,0.91682,0.9155,0.91569,0.91506,0.91522,0.91525,0.91552,0.91619,0.91654,0.91696,0.91733,0.91737,0.91714,0.91669,0.91627,0.91461,0.91448,0.91362,0.91378,0.91892,0.92357
0.98488,0.98488,0.98448,0.98464,0.9847,0.9847,0.98503,0.98513,0.98492,0.98453,0.98425,0.98438,0.98412,0.98403,0.98389,0.98364,0.98307,0.98341,0.98318,0.98323,0.98311,0.98305,0.98303,0.98301,0.98299,0.98298,0.98301,0.98308,0.9831,0.98374,0.98435
0.99861,0.99859,0.99853,0.99849,0.99845,0.9986,0.99879,0.99893,0.99899,0.99903,0.99901,0.99889,0.9989,0.99887,0.99875,0.99859,0.9984,0.99825,0.99806,0.99797,0.99796,0.99799,0.99799,0.99818,0.99817,0.99819,0.99822,0.99822,0.99824,0.99836,0.99837
-0.38547,-0.38271,-0.38253,-0.37944,-0.38021,-0.38969,-0.39635,-0.40218,-0.40412,-0.40688,-0.40973,-0.41182,-0.41331,-0.41447,-0.41509,-0.4184,-0.42121,-0.42315,-0.42466,-0.42582,-0.42627,-0.42696,-0.4276,-0.42811,-0.42861,-0.42649,-0.42642,-0.42539,-0.42432,-0.42304,-0.42166
0.96934,0.96627,0.96271,0.95746,0.94977,0.93953,0.92532,0.90446,0.87672,0.8555,0.83354,0.81395,0.79261,0.79471,0.79367,0.79331,0.8009,0.8005,0.80885,0.82099,0.85009,0.87432,0.90237,0.92149,0.93239,0.94175,0.9477,0.95089,0.95093,0.94887,0.94692
0.68,0.65342,0.64159,0.6565,0.69253,0.76962,0.81023,0.84007,0.84783,0.83656,0.84005,0.83945,0.83905,0.83913,0.83934,0.83983,0.83986,0.84077,0.84645,0.8587,0.87022,0.88605,0.90752,0.92218,0.93675,0.95037,0.9599,0.97175,0.98087,0.98793,0.99111
0.77233,-0.5893,-0.50153,-0.48777,0.59132,0.81754,0.87312,0.9327,0.95968,0.97324,0.97526,0.97256,0.97293,0.97423,0.97311,0.97125,0.96998,0.97002,0.96794,0.9666,0.96219,0.9609,0.96367,0.98281,0.98555,0.98825,0.99315,0.99505,0.9979,0.99855,0.99911
0.38944,0.38945,0.38933,0.38943,0.38983,0.39003,0.39027,0.39079,0.39173,0.39266,0.3924,0.39388,0.39364,0.39326,0.39419,0.39471,0.39465,0.39446,0.39428,0.39444,0.39451,0.39438,0.39436,0.39422,0.39408,0.3937,0.39349,0.39245,0.39131,0.39149,0.38955
0.93469,0.93452,0.93429,0.93432,0.93438,0.93448,0.93456,0.93454,0.93453,0.93459,0.93469,0.93481,0.93503,0.93522,0.93556,0.93554,0.93575,0.93591,0.93621,0.9372,0.93721,0.93729,0.93746,0.93754,0.93778,0.93768,0.93757,0.93781,0.93785,0.93821,0.93884
0.99945,0.99945,0.99944,0.99945,0.99945,0.99945,0.99942,0.99942,0.9994,0.9994,0.99942,0.99942,0.99943,0.99941,0.99939,0.99939,0.99939,0.99937,0.99935,0.99934,0.99933,0.99933,0.99931,0.9993,0.99929,0.99929,0.99929,0.9993,0.99931,0.99932,0.99934
0.8011,0.7998,0.80004,0.79862,0.79933,0.79889,0.79872,0.79874,0.79886,0.79902,0.79911,0.79918,0.79939,0.79956,0.79971,0.79986,0.79988,0.79987,0.79988,0.79984,0.7998,0.79975,0.79973,0.79965,0.79953,0.79948,0.79951,0.79953,0.79954,0.79938,0.79937
-0.36928,-0.3709,-0.37041,-0.36979,-0.36914,-0.36851,-0.3679,-0.36879,-0.36868,-0.36848,-0.36825,-0.36836,-0.36832,-0.36829,-0.36826,-0.36803,-0.36809,-0.36826,-0.36869,-0.36933,-0.3695,-0.37,-0.37013,-0.37053,-0.37055,-0.37081,-0.37084,-0.37108,-0.37135,-0.37153,-0.37193
0.93572,0.93565,0.9359,0.93599,0.93602,0.93601,0.93596,0.93585,0.93559,0.93469,0.93475,0.93448,0.93413,0.93386,0.93364,0.93349,0.93308,0.93265,0.93189,0.932,0.93194,0.93219,0.93238,0.93304,0.93348,0.9339,0.9338,0.93354,0.93373,0.93463,0.93466
0.99856,0.99855,0.99855,0.99855,0.99854,0.99854,0.99853,0.99852,0.99853,0.99853,0.99851,0.99847,0.99851,0.99848,0.99846,0.99847,0.99847,0.99847,0.99845,0.99844,0.99844,0.99844,0.99843,0.99843,0.99842,0.99841,0.99842,0.99848,0.99845,0.99839,0.99833
