-0.094003,-0.097759,-0.09894,-0.10139,-0.10644,-0.11757,-0.12744,-0.13041,-0.13728,-0.13865,-0.13982,-0.14316,-0.14213,-0.14367,-0.14364,-0.14402,-0.14442,-0.14404,-0.1437,-0.14373,-0.14333,-0.14293,-0.14304,-0.14373,-0.1455,-0.14484,-0.13429,-0.14059,-0.1423
0.99993,0.99987,0.99976,0.99967,0.99971,0.9997,0.99916,0.99873,0.99832,0.99787,0.99734,0.99634,0.99523,0.99424,0.99325,0.99327,0.99293,0.99252,0.99228,0.99214,0.9921,0.99212,0.99219,0.99189,0.99161,0.99093,0.99057,0.98997,0.98916
0.99991,0.99988,0.99983,0.99967,0.9994,0.99893,0.99831,0.9977,0.99668,0.99574,0.99418,0.99359,0.99243,0.99029,0.99054,0.98864,0.98852,0.98707,0.98721,0.98699,0.98696,0.98621,0.98644,0.98599,0.98544,0.98524,0.98396,0.98305,0.98157
0.99441,0.99439,0.99447,0.99442,0.99441,0.99436,0.99434,0.99438,0.99454,0.99478,0.99469,0.99486,0.99483,0.99478,0.99402,0.99453,0.99448,0.99418,0.99373,0.99376,0.99364,0.99352,0.99338,0.99318,0.99306,0.99299,0.99299,0.99301,0.99304
0.41466,0.40816,0.40182,0.39965,0.3969,0.40906,0.42419,0.41908,0.40624,0.4026,0.39708,0.40665,0.41884,0.42524,0.42455,0.41878,0.41355,0.41228,0.41365,0.41372,0.41347,0.41352,0.41336,0.41323,0.41329,0.41441,0.41706,0.42013,0.4222
0.88753,0.88386,0.88079,0.87463,0.87304,0.86378,0.85438,0.85028,0.84921,0.84791,0.84189,0.81548,0.79647,0.78157,0.77271,0.77946,0.78486,0.83898,0.84568,0.85551,0.86821,0.87707,0.88602,0.89689,0.89352,0.88165,0.86979,0.85624,0.84933
0.64218,0.60743,0.60586,0.5976,0.59124,0.59608,0.60612,0.60728,0.6078,0.61396,0.62205,0.65452,0.68638,0.69881,0.70254,0.69633,0.68932,-0.6365,0.61307,0.59741,0.57726,0.56175,-0.54285,-0.52604,0.53831,0.56786,0.59547,0.61951,0.64258
0.97878,0.95387,0.92765,0.90485,0.88072,0.84795,0.81677,0.81222,0.81718,0.82559,0.8383,0.84825,0.86169,0.86946,0.87072,0.87202,0.87273,0.93591,0.86598,0.84068,0.80938,0.91735,0.93892,0.96435,0.92201,0.89815,0.88404,0.87402,0.86822
-0.473,-0.47428,-0.4742,-0.47664,-0.47991,-0.47642,-0.47489,-0.47343,-0.47013,-0.46724,-0.46775,-0.46228,-0.45771,-0.45601,-0.45632,-0.45595,-0.45574,-0.45589,-0.4473,-0.43546,-0.4321,-0.42878,-0.42099,-0.42144,-0.42198,-0.42072,-0.41731,-0.41661,-0.41834
0.80469,0.79689,0.79829,0.79685,0.79551,0.79787,0.79916,0.79779,0.79495,0.79211,0.78837,0.79192,0.79628,0.79784,0.80234,0.80528,0.80803,0.80816,0.81452,0.82397,0.82586,0.82834,0.83204,0.81732,0.80406,0.80127,0.80772,0.82465,0.83892
0.66031,0.6462,0.62746,0.62281,0.62103,0.61437,0.61146,0.60315,0.58997,0.58215,0.57551,0.57818,0.57856,0.57951,0.57532,0.57,0.56549,0.56046,0.56028,0.5598,0.5586,0.56001,0.55413,0.57124,0.59914,0.61373,0.63338,0.65132,0.6729
0.99195,0.99209,0.99083,0.99069,0.99014,0.98966,0.98929,0.98173,0.97185,0.96786,0.96337,0.96119,0.95929,0.95658,0.95639,0.9554,0.95396,0.95281,0.94799,0.94291,0.9411,0.9382,0.93882,0.92101,0.89427,0.87925,0.83987,0.8454,0.88383
0.38781,0.38798,0.38965,0.38991,0.39045,0.3958,0.40344,0.39993,0.39997,0.39928,0.39761,0.39814,0.39717,0.39595,0.39564,0.39471,0.39352,0.3933,0.39274,0.3903,0.39183,0.392,0.39041,0.39045,0.38895,0.38887,0.38267,0.38383,0.38248
0.95373,0.95206,0.95221,0.95013,0.94712,0.94163,0.93528,0.93347,0.9317,0.92817,0.92717,0.92495,0.92152,0.91929,0.9181,0.9178,0.91608,0.91654,0.91605,0.91568,0.91547,0.91527,0.9151,0.915,0.91495,0.91463,0.91586,0.91591,0.9163
0.99083,0.98985,0.98966,0.99036,0.99136,0.99213,0.9935,0.99514,0.99572,0.99615,0.99699,0.99835,0.99833,0.99914,0.99925,0.9995,0.99951,0.99947,0.99941,0.99937,0.99929,0.99921,0.99905,0.99892,0.99895,0.99893,0.99894,0.99898,0.99905
0.83274,0.82481,0.8173,0.8134,0.81124,0.80753,0.80495,0.80402,0.8042,0.80362,0.8036,0.80354,0.80366,0.80385,0.80499,0.80562,0.80648,0.80816,0.80799,0.80839,0.80875,0.80888,0.80946,0.80929,0.80976,0.80929,0.80882,0.80799,0.80734
-0.38888,-0.38594,-0.3837,-0.38288,-0.38122,-0.38201,-0.38282,-0.37706,-0.37459,-0.37447,-0.37328,-0.37293,-0.37291,-0.37286,-0.37286,-0.37343,-0.37369,-0.37368,-0.37498,-0.37526,-0.37528,-0.37628,-0.376,-0.3766,-0.37676,-0.37685,-0.37694,-0.37684,-0.37619
0.9262,0.92555,0.92525,0.92492,0.92486,0.92322,0.92286,0.92462,0.9273,0.92954,0.931,0.93199,0.9337,0.93357,0.93393,0.93393,0.93341,0.93351,0.93391,0.93458,0.93593,0.93621,0.9368,0.93867,0.93888,0.94036,0.94214,0.94324,0.94417
0.99891,0.99898,0.99901,0.99935,0.99935,0.99956,0.99956,0.9996,0.99957,0.99946,0.99941,0.99928,0.99913,0.99846,0.99732,0.99709,0.99464,0.9925,0.99005,0.98975,0.98814,0.98705,0.98616,0.98661,0.98763,0.98961,0.99228,0.99487,0.99489
0.79972,0.79964,0.79953,0.79954,0.79947,0.79915,0.79861,0.79848,0.79835,0.7981,0.79778,0.79619,0.79416,0.79267,0.79057,0.78883,0.78656,0.78307,0.77842,0.77479,0.77273,0.77189,0.77263,0.77228,0.77298,0.77514,0.77605,0.77885,0.77965
