-0.049045,-0.038108,-0.023722,-0.018091,-0.014837,-0.0072566,-0.00099254,0.0017652,0.0069087,0.0078282,0.011259,0.020004,0.028641,0.034477,0.055072,0.058803,0.075704,0.076495,0.083465,0.092523,0.092033,0.097389,0.09661,0.096087,0.095576,0.097191,0.097661,0.097008,0.096168,0.094468,0.093474,0.093392,0.092775,0.092693,0.092847,0.091447,0.090878,0.089456,0.087782,0.085884,0.084267,0.084426,0.082089,0.079101,0.076011,0.072964,0.069919,0.066199,0.059178,0.054786,0.045606,0.037032,0.031942,0.02795,0.023796,0.020296,0.009742,0.0060457,0.0033023,-0.0037931,-0.016448,-0.029414,-0.030798,-0.039237,-0.04722
0.96607,0.96687,0.96781,0.9681,0.96863,0.96878,0.96873,0.96866,0.96838,0.96793,0.96766,0.96749,0.96715,0.96691,0.96676,0.96626,0.96584,0.96591,0.96577,0.96483,0.96415,0.96351,0.96322,0.9632,0.96296,0.96297,0.96299,0.96303,0.96303,0.96298,0.96281,0.96264,0.96244,0.96207,0.96208,0.96166,0.96168,0.96111,0.96073,0.96061,0.96044,0.96014,0.95968,0.95906,0.95907,0.95913,0.95899,0.95882,0.9585,0.9581,0.95745,0.95749,0.95757,0.95766,0.95793,0.95805,0.95867,0.96054,0.96313,0.96274,0.96466,0.96702,0.96873,0.97125,0.97294
0.94242,0.94547,0.94319,0.94244,0.94312,0.94356,0.94368,0.94361,0.94343,0.94288,0.94275,0.94231,0.9423,0.94167,0.9402,0.94007,0.93941,0.93887,0.93844,0.9382,0.93787,0.93781,0.93664,0.93656,0.93625,0.93609,0.93576,0.93549,0.93527,0.93511,0.93511,0.93513,0.93506,0.93506,0.93502,0.935,0.93501,0.93503,0.93503,0.93501,0.93499,0.93495,0.93493,0.93489,0.93486,0.93482,0.93478,0.93473,0.93467,0.93466,0.93459,0.93456,0.93457,0.9347,0.93486,0.93609,0.93668,0.93921,0.94038,0.94298,0.94541,0.94783,0.95016,0.95243,0.955
0.99983,0.99982,0.99979,0.99978,0.99976,0.99975,0.99971,0.99958,0.99964,0.99952,0.99929,0.99859,0.99833,0.99756,0.99614,0.99459,0.99458,0.99268,0.99233,0.99168,0.99172,0.99121,0.99054,0.99056,0.99002,0.98947,0.98926,0.98905,0.98885,0.98875,0.98873,0.98869,0.98868,0.98868,0.98865,0.98862,0.98855,0.98846,0.98829,0.98801,0.98783,0.9878,0.98778,0.98758,0.98749,0.98752,0.98755,0.98768,0.9877,0.98792,0.98851,0.98969,0.99104,0.99399,0.99482,0.99763,0.99801,0.99867,0.9987,0.99824,0.99752,0.99623,0.99617,0.99555,0.99435
0.42172,0.42151,0.42214,0.42216,0.42203,0.42222,0.42212,0.42198,0.42191,0.42164,0.421,0.4189,0.41874,0.41868,0.41736,0.41516,0.41495,0.41532,0.41466,0.41443,0.41436,0.41441,0.41454,0.41477,0.41476,0.41474,0.41473,0.41501,0.41495,0.41499,0.41506,0.41548,0.41608,0.41617,0.41632,0.41683,0.41751,0.41827,0.42035,0.41931,0.42066,0.42071,0.42095,0.42133,0.42127,0.42101,0.4225,0.42377,0.42481,0.42567,0.42567,0.42763,0.42654,0.42759,0.42743,0.42731,0.42815,0.42851,0.42908,0.42957,0.43066,0.4323,0.43763,0.4367,0.43782
0.95013,0.94907,0.94698,0.94632,0.94486,0.94388,0.94345,0.94237,0.94075,0.94153,0.94086,0.94093,0.94066,0.9398,0.93909,0.93798,0.93725,0.9363,0.93545,0.93454,0.93262,0.93236,0.9307,0.93076,0.92951,0.92819,0.92739,0.92706,0.92684,0.92668,0.9267,0.92664,0.92622,0.92627,0.92598,0.92568,0.92515,0.92518,0.92529,0.92481,0.92333,0.92317,0.92176,0.92205,0.92194,0.92197,0.92178,0.92177,0.92172,0.92172,0.92176,0.92196,0.92225,0.92297,0.92486,0.92584,0.92692,0.92884,0.93495,0.93503,0.9371,0.93952,0.94086,0.94237,0.94352
0.99674,0.9967,0.99652,0.99634,0.99605,0.99605,0.99588,0.99575,0.99559,0.99566,0.99576,0.99566,0.99574,0.99612,0.99636,0.99675,0.99679,0.99698,0.99711,0.99721,0.9976,0.99744,0.99767,0.99776,0.99788,0.99795,0.99801,0.99809,0.99814,0.99824,0.9983,0.99831,0.99832,0.99833,0.99833,0.99835,0.99836,0.99836,0.99836,0.99835,0.99834,0.99833,0.99832,0.99832,0.99829,0.99822,0.99823,0.99818,0.99813,0.99807,0.99795,0.99782,0.9977,0.99769,0.99759,0.99743,0.99704,0.99618,0.99523,0.99519,0.99416,0.99398,0.99322,0.99223,0.99214
0.99944,0.99731,0.99657,0.99635,0.99661,0.99644,0.99657,0.99677,0.99665,0.99687,0.99689,0.99696,0.99733,0.9976,0.99786,0.99794,0.99821,0.99845,0.99863,0.9988,0.999,0.99914,0.99925,0.99933,0.99939,0.99945,0.99949,0.99959,0.99953,0.99957,0.99961,0.9996,0.99961,0.99971,0.99974,0.99974,0.99974,0.99972,0.99967,0.99964,0.99958,0.99951,0.99953,0.99954,0.99949,0.99946,0.99947,0.99945,0.99943,0.99942,0.99943,0.99942,0.99943,0.99956,0.99987,0.99989,0.99997,0.99978,0.99959,0.99907,0.99843,0.99805,0.99699,0.99714,0.99708
0.41639,0.41504,0.4152,0.41389,0.41315,0.41258,0.41285,0.41211,0.41182,0.4119,0.41216,0.41253,0.41274,0.41364,0.41375,0.41426,0.4154,0.41726,0.41677,0.41633,0.41917,0.42099,0.42314,0.42267,0.42233,0.42575,0.42741,0.42873,0.42843,0.42857,0.42884,0.42874,0.43132,0.43282,0.43361,0.43515,0.43487,0.4349,0.43758,0.43863,0.43881,0.43971,0.43975,0.4399,0.44213,0.44124,0.44146,0.44171,0.44292,0.44326,0.44338,0.4432,0.44291,0.44248,0.44217,0.43931,0.43832,0.43775,0.4349,0.43101,0.42712,0.42242,0.41958,0.41702,0.41031
0.94494,0.9458,0.94148,0.93742,0.92873,0.9201,0.91346,0.90581,0.90004,0.89768,0.90112,0.90817,0.91515,0.92373,0.93148,0.9396,0.93908,0.94128,0.94251,0.9429,0.94433,0.94496,0.94472,0.94391,0.94373,0.94199,0.94061,0.94084,0.93813,0.93641,0.93221,0.93147,0.93026,0.92993,0.92934,0.92901,0.92879,0.92773,0.92353,0.92395,0.92436,0.92468,0.92471,0.92446,0.92464,0.92536,0.92505,0.92479,0.92898,0.9321,0.93153,0.92839,0.91868,0.91669,0.91062,0.90802,0.90947,0.91339,0.91772,0.91831,0.91816,0.93205,0.93808,0.94208,0.94517
