-0.11845,-0.11901,-0.11891,-0.11906,-0.11912,-0.11912,-0.11925,-0.11967,-0.11984,-0.11961,-0.11945,-0.11944,-0.11931,-0.11925,-0.11909,-0.11884,-0.1184,-0.11828,-0.11814,-0.11735,-0.11741,-0.11587,-0.11245,-0.11172,-0.10797,-0.10732,-0.10762,-0.10789,-0.10617,-0.10552,-0.10457,-0.10295,-0.10163,-0.10071,-0.1003,-0.099886,-0.099644,-0.099108,-0.0995,-0.099075,-0.099024,-0.099107,-0.099535,-0.1001,-0.10038
0.99931,0.99919,0.99908,0.99867,0.9987,0.99854,0.99835,0.99768,0.9977,0.99744,0.99721,0.99693,0.99668,0.9965,0.99595,0.99591,0.99544,0.99543,0.99517,0.99421,0.99417,0.99424,0.99399,0.9935,0.99346,0.99349,0.99354,0.99362,0.99343,0.99336,0.99337,0.9934,0.9934,0.99343,0.99347,0.99352,0.99359,0.9936,0.99365,0.99383,0.99396,0.9941,0.99402,0.99413,0.99413
0.9985,0.99799,0.9977,0.99701,0.99694,0.99661,0.99612,0.99549,0.99466,0.9945,0.994,0.99356,0.9931,0.99274,0.99228,0.9919,0.99145,0.9911,0.99073,0.9904,0.99013,0.98973,0.98936,0.98825,0.98902,0.9886,0.98852,0.98831,0.98819,0.98814,0.98813,0.98812,0.98813,0.98815,0.9882,0.98823,0.98842,0.98845,0.98879,0.98942,0.98942,0.98932,0.98918,0.98932,0.9892
0.99494,0.99492,0.99482,0.9949,0.99497,0.99496,0.99494,0.9949,0.99486,0.99497,0.99518,0.99505,0.99524,0.9952,0.99517,0.99537,0.99539,0.99549,0.9956,0.9958,0.99598,0.99622,0.99627,0.99639,0.99654,0.99674,0.99689,0.99701,0.99707,0.99738,0.99763,0.99776,0.99783,0.99787,0.99795,0.99804,0.99811,0.9981,0.99813,0.99812,0.99812,0.99812,0.9981,0.99808,0.9981
0.42607,0.41113,0.40264,0.39709,0.39473,0.38998,0.38994,0.3923,0.38998,0.39334,0.39332,0.39153,0.39132,0.39063,0.39109,0.39166,0.39168,0.39154,0.39075,0.38974,0.38889,0.38892,0.38885,0.38874,0.38861,0.38831,0.38779,0.38746,0.38742,0.38784,0.38866,0.39035,0.39682,0.40634,0.41296,0.41316,0.41655,0.41941,0.42141,0.42355,0.42535,0.42651,0.427,0.4272,0.42732
0.91275,0.92796,0.93866,0.94635,0.95198,0.95561,0.95566,0.94973,0.94399,0.94484,0.94462,0.94545,0.9462,0.94689,0.94442,0.94163,0.94206,0.9421,0.94243,0.94282,0.94333,0.94128,0.94171,0.9408,0.94062,0.9403,0.9404,0.9404,0.9374,0.93724,0.93124,0.92078,0.9032,0.88677,0.87768,0.88105,0.88537,0.87534,0.8719,0.86948,0.85357,0.84021,0.82999,0.82439,0.82434
-0.61055,-0.52351,-0.47751,-0.43024,-0.39341,-0.36989,-0.36469,-0.38213,-0.39716,-0.39601,-0.39389,-0.38992,-0.37361,-0.37617,-0.38061,-0.38108,-0.38227,-0.37578,-0.37292,-0.36797,-0.36136,-0.35934,-0.3618,-0.36049,-0.35833,-0.36079,-0.36027,-0.36085,-0.36543,-0.38274,0.41836,0.46402,0.53447,0.58163,0.63867,0.70137,0.77704,0.80467,0.8556,0.89255,0.91913,0.9383,0.94856,0.95472,0.95393
0.99367,0.99216,0.98203,0.97331,0.96703,0.96342,0.9614,0.9592,0.9577,0.95974,0.96268,0.963,0.96566,0.9687,0.96767,0.96674,0.97036,0.97777,0.98224,0.98633,0.98773,0.99033,0.98825,0.98596,0.98684,0.98783,0.98921,0.99104,0.9928,0.99226,0.95862,0.94682,0.88363,0.85968,0.83667,0.97645,0.96582,0.94921,0.9903,0.98949,0.9885,0.98751,0.99602,0.99718,0.99757
-0.425,-0.42233,-0.42168,-0.41738,-0.42015,-0.41976,-0.41857,-0.41861,-0.41876,-0.41805,-0.41628,-0.4157,-0.41501,-0.4135,-0.41275,-0.4126,-0.41256,-0.41243,-0.41186,-0.41167,-0.4104,-0.41069,-0.40972,-0.40867,-0.40872,-0.40923,-0.40723,-0.406,-0.40548,-0.40516,-0.40463,-0.40387,-0.40196,-0.40232,-0.40272,-0.40435,-0.40458,-0.40517,-0.40579,-0.40601,-0.4066,-0.40768,-0.40756,-0.40751,-0.40765
0.85532,0.8464,0.8392,0.83468,0.83171,0.82921,0.82633,0.82374,0.82128,0.82064,0.82082,0.82078,0.8204,0.81991,0.82619,0.83338,0.8395,0.83692,0.83542,0.835,0.83526,0.83638,0.84124,0.84085,0.84152,0.84158,0.84212,0.84264,0.84351,0.84497,0.84298,0.84096,0.84218,0.84388,0.8536,0.86591,0.87171,0.87318,0.87362,0.87246,0.86456,0.85137,0.84891,0.84793,0.84837
0.66314,-0.62,-0.57957,-0.55611,-0.53983,-0.52262,-0.53371,-0.53805,-0.53076,-0.53366,-0.53225,-0.53224,-0.53109,-0.52969,-0.52878,-0.52886,-0.52886,-0.51594,-0.50336,-0.49504,-0.48694,-0.48934,-0.49289,-0.49347,-0.49089,-0.48667,-0.48457,-0.4817,-0.48349,-0.48532,0.50847,0.53475,0.55663,0.58433,0.64369,0.68122,0.7425,0.79675,0.83349,0.8722,0.9007,0.92244,0.94071,0.95416,0.96174
0.98639,0.98404,0.98119,0.97957,0.97705,0.97691,0.97535,0.97391,0.97213,0.97571,0.97958,0.98303,0.98017,0.97715,0.97669,0.97688,0.97692,0.9757,0.97428,0.97336,0.9723,0.97187,0.97186,0.97162,0.97181,0.97166,0.9714,0.97125,0.97104,0.97138,0.96152,0.94435,0.90677,0.86471,0.95117,0.96329,0.97279,0.98282,0.98833,0.99293,0.9942,0.99323,0.98885,0.98319,0.97883
0.38114,0.38134,0.38275,0.38193,0.38286,0.38372,0.38387,0.38444,0.38506,0.3852,0.38529,0.38538,0.38593,0.38604,0.38593,0.38585,0.38645,0.38653,0.38636,0.38674,0.38678,0.38672,0.38667,0.38694,0.38699,0.38723,0.38751,0.38755,0.3877,0.38775,0.38783,0.38773,0.38725,0.38656,0.38368,0.38308,0.38269,0.38254,0.38026,0.38134,0.38036,0.38095,0.38185,0.38265,0.38287
