-0.027208,-0.023658,-0.020609,-0.015703,-0.015722,-0.014745,-0.014108,-0.013688,-0.012744,-0.01279,-0.012335,-0.012486,-0.013521,-0.013744,-0.014675,-0.014514,-0.015583,-0.01705,-0.021284,-0.020852,-0.022246,-0.021613,-0.021537,-0.022637,-0.022573,-0.023185,-0.023445,-0.023435,-0.023426,-0.023472,-0.023641,-0.023787,-0.023907,-0.023752,-0.023622,-0.023555,-0.023504,-0.023457,-0.023305,-0.022853,-0.022438,-0.022631,-0.023028,-0.025015,-0.032019,-0.040648,-0.058019,-0.072643,-0.095008,-0.10453,-0.11205,-0.11263,-0.11541,-0.11574,-0.11432
0.9814,0.98447,0.98801,0.99262,0.99339,0.99637,0.9977,0.99773,0.99851,0.99923,0.9996,0.9996,0.99974,0.99982,0.99982,0.99983,0.99983,0.99978,0.99977,0.99969,0.99964,0.99951,0.99954,0.99939,0.99947,0.99939,0.99935,0.99932,0.99926,0.99927,0.99923,0.99923,0.99924,0.99948,0.99945,0.9995,0.99964,0.99966,0.99972,0.99971,0.99966,0.99949,0.99909,0.99739,0.99723,0.99577,0.99239,0.99015,0.98729,0.9846,0.98441,0.9828,0.98089,0.97815,0.9767
0.96803,0.97156,0.97753,0.98231,0.98944,0.99185,0.99444,0.9947,0.99625,0.99778,0.99865,0.99887,0.99929,0.99918,0.99955,0.99966,0.99978,0.99985,0.9999,0.99997,0.99998,0.99999,1,1,1,0.99998,0.99998,0.99998,0.99996,0.99995,0.99993,0.99992,0.99993,0.99994,0.99997,0.99999,0.99999,0.99993,0.9996,0.99949,0.99919,0.99872,0.99795,0.99653,0.99329,0.99219,0.9865,0.9857,0.9786,0.97404,0.97336,0.97004,0.96667,0.9648,0.96101
0.9994,0.99924,0.99867,0.99795,0.99683,0.99515,0.99319,0.99091,0.98897,0.98671,0.98625,0.98514,0.98392,0.98245,0.9825,0.98175,0.98162,0.98098,0.98084,0.98044,0.98012,0.97986,0.97954,0.97915,0.97892,0.97883,0.97881,0.97886,0.97895,0.97899,0.97898,0.97894,0.97888,0.979,0.97916,0.97958,0.98004,0.9804,0.98148,0.9828,0.98454,0.98435,0.98493,0.98578,0.98706,0.98667,0.98756,0.98785,0.98784,0.98827,0.9883,0.98864,0.98959,0.9907,0.99123
0.44505,0.44591,0.45535,0.45777,0.47547,0.47954,0.47881,0.48121,0.48643,0.49131,0.49508,0.49818,0.49919,0.50145,0.50069,0.50288,0.5047,0.50679,0.50681,0.50674,0.50655,0.508,0.50872,0.50921,0.51032,0.50937,0.509,0.50957,0.50953,0.5096,0.50961,0.50961,0.50959,0.50952,0.50898,0.50885,0.50599,0.50776,0.50797,0.50751,0.50542,0.50424,0.5033,0.49913,0.49673,0.48961,0.48054,0.48011,0.47342,0.46571,0.45873,0.45178,0.44452,0.43634,0.43567
0.89327,0.86577,0.85626,0.84099,0.82362,0.79945,0.79939,0.80131,0.81165,0.81999,0.82705,0.83195,0.84009,0.85055,0.84792,0.84742,0.8507,0.85201,0.85342,0.8551,0.85609,0.85658,0.85652,0.85572,0.85564,0.85803,0.86012,0.8607,0.86112,0.85994,0.86029,0.86022,0.86072,0.86264,0.8627,0.86381,0.86007,0.86304,0.86285,0.86138,0.86715,0.86939,0.87864,0.87946,0.88397,0.88879,0.89122,0.8973,0.90541,0.9032,0.88055,0.92667,0.92946,0.93794,0.94437
0.85107,0.81751,0.78076,0.75048,0.7326,0.72528,0.72088,0.70544,0.6762,0.64698,0.61942,0.6073,0.61187,0.6128,0.62111,0.61946,0.60655,0.59703,0.6009,0.61776,0.62345,0.63303,0.6193,0.60138,0.58468,0.59259,0.60022,0.59837,0.59805,0.58449,0.59026,0.60329,0.62504,0.62065,0.62414,0.62322,0.62811,0.63211,0.63304,0.63097,0.63006,0.63102,0.63692,0.64151,0.64062,0.64323,0.66205,0.69051,0.77208,0.83892,0.89273,0.95437,0.9732,0.98248,0.98715
0.98727,0.99147,0.99543,0.92355,0.93097,0.87051,0.84809,0.85243,0.89963,0.91638,0.93747,0.94759,0.96153,0.98654,0.94215,0.97626,0.97712,0.97392,0.9762,0.97958,0.98246,0.98171,0.98969,0.99432,0.99958,0.93676,0.97266,0.97591,0.97302,0.98268,0.98525,0.98692,0.99014,0.98142,0.97728,0.96495,0.96788,0.89981,0.93914,0.95502,0.96472,0.95713,0.94238,0.90979,0.88832,0.8867,0.85313,0.85893,0.91286,0.94215,0.95763,0.98538,0.99346,0.99836,0.99869
-0.42745,-0.43068,-0.42995,-0.43264,-0.43869,-0.43845,-0.44073,-0.44215,-0.44433,-0.44648,-0.44744,-0.44942,-0.45118,-0.4509,-0.45069,-0.45221,-0.45756,-0.45844,-0.46191,-0.46044,-0.45983,-0.45923,-0.45995,-0.46006,-0.45999,-0.45809,-0.45366,-0.45113,-0.45038,-0.45047,-0.44954,-0.44832,-0.44691,-0.44645,-0.4468,-0.44707,-0.4457,-0.44364,-0.44232,-0.43852,-0.43745,-0.43378,-0.43119,-0.42952,-0.42456,-0.42232,-0.41726,-0.42089,-0.42309,-0.42443,-0.42425,-0.42358,-0.42301,-0.423,-0.42228
0.89826,0.89138,0.87651,0.85863,0.84129,0.82683,0.83033,0.83801,0.8397,0.83644,0.83043,0.82778,0.82753,0.83266,0.83288,0.83234,0.83172,0.83101,0.83265,0.83454,0.83669,0.83658,0.83662,0.83686,0.83674,0.83804,0.83963,0.84124,0.84102,0.84142,0.84135,0.8416,0.84205,0.84222,0.84285,0.84426,0.84558,0.84587,0.84831,0.85129,0.85102,0.85227,0.85184,0.85337,0.86116,0.85937,0.8603,0.86746,0.856,0.86133,0.86876,0.90424,0.91257,0.92346,0.92501
