-0.053882,-0.051451,-0.04793,-0.043948,-0.03976,-0.035291,-0.03124,-0.025604,-0.023922,-0.018546,-0.016441,-0.010489,-0.013405,-0.012101,-0.012572,-0.013154,-0.014894,-0.018894,-0.016933,-0.018135,-0.020592,-0.022266,-0.023134,-0.023603,-0.02525,-0.024247,-0.022581,-0.020351,-0.02016,-0.018363,-0.017252,-0.017075,-0.016476,-0.014513,-0.012721,-0.01169,-0.011153
0.96674,0.96624,0.96611,0.96614,0.9669,0.96743,0.97028,0.97037,0.97428,0.97438,0.97551,0.97719,0.97938,0.97987,0.97995,0.9811,0.98102,0.98113,0.981,0.98056,0.97964,0.97893,0.97843,0.97783,0.9767,0.97529,0.97413,0.97307,0.97215,0.97165,0.97093,0.97037,0.96977,0.9693,0.96885,0.96808,0.96748
0.94552,0.94437,0.94415,0.94451,0.94604,0.94654,0.94917,0.95226,0.95882,0.95916,0.96133,0.96275,0.96592,0.96569,0.96698,0.96733,0.96687,0.9664,0.96664,0.96595,0.96514,0.96358,0.96251,0.96092,0.9595,0.95621,0.95602,0.95424,0.95344,0.95297,0.95195,0.95011,0.94969,0.94891,0.94799,0.94648,0.94624
0.9976,0.99801,0.99855,0.99898,0.99955,0.99961,0.99962,0.99962,0.99941,0.99923,0.99913,0.99894,0.99881,0.99871,0.9986,0.99853,0.99849,0.99838,0.99841,0.99828,0.99819,0.99821,0.99816,0.99815,0.99815,0.99814,0.99807,0.99792,0.99777,0.99743,0.99688,0.99687,0.99695,0.99703,0.99751,0.99823,0.99884
0.43705,0.43735,0.43732,0.43749,0.43748,0.43735,0.43729,0.43693,0.43576,0.43497,0.43423,0.43349,0.43357,0.43291,0.43191,0.43219,0.43269,0.43221,0.43237,0.43246,0.43242,0.43235,0.43231,0.43223,0.43203,0.43235,0.43267,0.43273,0.43242,0.43096,0.42997,0.42748,0.42496,0.42585,0.42471,0.42369,0.42265
0.91454,0.90716,0.90509,0.89946,0.89495,0.88807,0.8879,0.88686,0.887,0.88466,0.88168,0.88113,0.87914,0.88072,0.88066,0.88031,0.88114,0.88107,0.88111,0.88148,0.88117,0.88097,0.88072,0.88068,0.88057,0.88367,0.88841,0.89091,0.87996,0.87152,0.90096,0.90355,0.90838,0.91238,0.92138,0.93087,0.93752
0.79895,0.76169,0.72562,0.69921,0.67903,0.65794,0.63224,0.61606,0.61569,0.61023,0.60644,0.59064,0.58115,0.58805,0.60367,0.59633,0.57719,0.57724,0.57364,0.57225,0.57079,0.57123,0.57141,0.57391,0.58497,0.5844,0.6016,0.63498,0.70563,0.79322,0.90102,0.9416,0.97766,0.98632,0.99277,0.99545,0.99621
0.98084,0.97912,0.98276,0.982,0.97884,0.97214,0.96502,0.96124,0.96759,0.96507,0.96872,0.95091,0.93747,0.94054,0.94616,0.92614,0.91587,0.90291,0.8953,0.8909,0.87837,0.86375,0.86512,0.86691,0.88596,0.93381,0.95352,0.96248,0.96237,0.98676,0.9958,0.99782,0.99876,0.99882,0.99807,0.99875,0.99959
-0.42196,-0.42221,-0.42216,-0.42363,-0.42852,-0.42936,-0.43226,-0.43179,-0.43082,-0.42985,-0.42929,-0.4318,-0.43656,-0.43584,-0.43663,-0.43696,-0.43797,-0.43933,-0.44047,-0.44112,-0.44137,-0.44144,-0.44146,-0.44146,-0.44139,-0.44119,-0.44048,-0.43831,-0.43554,-0.43271,-0.42227,-0.42409,-0.42167,-0.41745,-0.41565,-0.41412,-0.41255
0.89466,0.89184,0.88045,0.87449,0.87726,0.8751,0.87306,0.8732,0.87242,0.8717,0.87041,0.86985,0.86923,0.86734,0.86859,0.86394,0.8641,0.86361,0.8621,0.86072,0.86003,0.85919,0.85144,0.85221,0.85922,0.86263,0.8714,0.86991,0.875,0.87369,0.87259,0.87392,0.92584,0.87691,0.90014,0.9051,0.90937
0.80253,0.74907,0.72305,0.70769,0.69176,0.66345,0.65835,0.64249,0.64923,0.65073,0.64357,0.62238,0.61138,0.62141,0.62074,0.61134,0.60313,0.59409,0.59278,0.59172,0.59013,0.58959,0.59772,0.60114,0.60322,0.60784,0.62287,0.66363,0.72848,0.84261,0.86076,0.90489,0.95188,0.95725,0.95875,0.95889,0.95875
0.96969,0.97822,0.90303,0.97651,0.97111,0.96741,0.97209,0.97105,0.96726,0.95636,0.95889,0.9557,0.94587,0.93725,0.98383,0.94935,0.9521,0.94533,0.92628,0.90373,0.88618,0.87097,0.81044,0.96307,0.932,0.90556,0.95208,0.86542,0.9666,0.96994,0.99433,0.99784,0.99975,0.99994,0.99953,0.99867,0.99875
0.3784,0.378,0.37771,0.37773,0.37791,0.37838,0.37903,0.37923,0.37975,0.38039,0.38045,0.38085,0.38147,0.38149,0.3818,0.38176,0.38187,0.38195,0.38198,0.38203,0.38223,0.38232,0.38255,0.38266,0.3826,0.38277,0.38266,0.38261,0.3826,0.38264,0.38466,0.38711,0.38697,0.38686,0.38682,0.38677,0.3867
0.94023,0.94117,0.94277,0.94437,0.94652,0.94864,0.9503,0.95155,0.95239,0.95384,0.9544,0.95461,0.95512,0.95602,0.95692,0.95744,0.9582,0.95868,0.95895,0.95964,0.95963,0.95973,0.95978,0.9598,0.95973,0.95946,0.95965,0.95947,0.95929,0.95862,0.95481,0.94979,0.94439,0.94382,0.94288,0.94263,0.94285
0.99895,0.99896,0.99889,0.99877,0.99849,0.99825,0.99807,0.99795,0.99782,0.9975,0.99723,0.99665,0.99662,0.99587,0.99506,0.99405,0.99394,0.99341,0.99296,0.99267,0.99246,0.992,0.99127,0.99162,0.99175,0.99157,0.99157,0.99166,0.99235,0.99311,0.99403,0.99509,0.99538,0.99584,0.99639,0.99709,0.99788
0.86337,0.86332,0.86318,0.86301,0.86272,0.86275,0.86209,0.86208,0.86217,0.86206,0.86208,0.86208,0.8621,0.86222,0.86245,0.86242,0.86281,0.86264,0.86286,0.86318,0.86319,0.86414,0.86451,0.86414,0.86413,0.86393,0.86429,0.86423,0.86449,0.86461,0.9371,0.95369,0.94563,0.92607,0.91506,0.90409,0.8973
