-0.064666,-0.064228,-0.063949,-0.063949,-0.063807,-0.063224,-0.062541,-0.061508,-0.061382,-0.059217,-0.055796,-0.056271,-0.053088,-0.050548,-0.048904,-0.049156,-0.047819,-0.046219,-0.043183,-0.042672,-0.043032,-0.041432,-0.040514,-0.040912,-0.04088,-0.04125,-0.041878,-0.042138,-0.042303,-0.04094,-0.039848,-0.038501,-0.036979,-0.036613,-0.036139,-0.036085,-0.035519,-0.035608,-0.035522,-0.03547,-0.034734,-0.032196,-0.030475,-0.027691,-0.024982,-0.024116,-0.023038,-0.021379,-0.023007,-0.024075,-0.024613,-0.023843
0.95856,0.95877,0.95933,0.96013,0.96116,0.96296,0.9628,0.96337,0.96426,0.96411,0.96432,0.96423,0.96426,0.96411,0.9641,0.96388,0.96313,0.96345,0.96287,0.96292,0.96243,0.96187,0.96134,0.96144,0.96167,0.96194,0.96226,0.96362,0.9638,0.96568,0.96763,0.97,0.97208,0.97837,0.98068,0.98193,0.986,0.98667,0.98833,0.98977,0.99123,0.99104,0.9914,0.99152,0.99126,0.98993,0.98973,0.98791,0.98598,0.98379,0.9815,0.97965
0.93365,0.9332,0.93353,0.9353,0.93725,0.93976,0.9404,0.94213,0.94374,0.94442,0.94435,0.94415,0.94404,0.94389,0.94366,0.94306,0.94119,0.94136,0.94067,0.93986,0.93744,0.93947,0.94037,0.93925,0.93949,0.9394,0.93996,0.94192,0.94304,0.9462,0.94679,0.95061,0.95478,0.96025,0.96851,0.97384,0.9744,0.97741,0.97997,0.9821,0.98351,0.98426,0.98475,0.98506,0.98429,0.98135,0.97989,0.97825,0.97478,0.9711,0.96552,0.96406
0.99975,0.99986,0.99983,0.99987,0.99992,0.99989,0.99978,0.99969,0.99952,0.99952,0.99943,0.99934,0.99938,0.99943,0.99937,0.99935,0.9994,0.99935,0.99931,0.99919,0.99927,0.99917,0.99914,0.99915,0.99917,0.99918,0.99926,0.99924,0.99921,0.99921,0.99919,0.99917,0.99916,0.99914,0.99886,0.99887,0.99871,0.9984,0.99762,0.99716,0.99676,0.99597,0.99587,0.99531,0.99439,0.99325,0.99322,0.99321,0.99282,0.99292,0.99296,0.99343
0.4175,0.41867,0.41925,0.41964,0.42067,0.42111,0.42174,0.42231,0.42347,0.4259,0.4256,0.42766,0.42795,0.42749,0.42859,0.42939,0.43078,0.43245,0.4343,0.43427,0.43741,0.44112,0.44392,0.44335,0.44266,0.4422,0.44385,0.44743,0.45066,0.45345,0.45572,0.45522,0.45451,0.45521,0.45549,0.45576,0.45619,0.45701,0.45804,0.45888,0.46013,0.46624,0.47017,0.47219,0.47723,0.47854,0.47689,0.47325,0.467,0.4654,0.46102,0.45649
0.94892,0.94824,0.9481,0.94425,0.94059,0.9379,0.93638,0.93471,0.93296,0.93249,0.92969,0.92644,0.92245,0.91884,0.91337,0.91047,0.9069,0.90608,0.90636,0.90643,0.90515,0.9047,0.90342,0.90243,0.90213,0.88299,0.87736,0.88265,0.88698,0.88843,0.89021,0.8913,0.89433,0.8953,0.89606,0.89525,0.89139,0.87852,0.86001,0.85975,0.86585,0.86815,0.87063,0.87133,0.87039,0.87365,0.88056,0.88527,0.88583,0.9059,0.91228,0.90638
0.99378,0.99147,0.99124,0.9903,0.98778,0.98151,0.97152,0.95375,0.92723,0.89956,0.86096,0.82152,0.77747,0.73645,0.69832,0.66165,0.63883,0.63859,0.65119,0.65167,0.64666,0.64142,0.61514,0.58613,0.5586,0.57279,0.58958,0.60916,0.62822,0.63548,0.63593,0.63255,0.62313,0.60412,-0.577,0.57129,0.58293,0.59262,0.62231,0.60207,0.58539,0.58764,0.59887,0.61292,0.64075,0.68566,0.73167,0.79737,0.84727,0.91892,0.9374,0.95286
0.99864,0.99844,0.9976,0.99566,0.99173,0.99107,0.99478,0.99672,0.99731,0.99047,0.98756,0.97861,0.98522,0.98314,0.98041,0.97917,0.98662,0.98979,0.99109,0.99155,0.99015,0.97045,0.97816,0.98595,0.98619,0.99038,0.99316,0.96691,0.96644,0.98326,0.98778,0.9836,0.98012,0.92363,0.95833,0.9775,0.98643,0.98719,0.98198,0.97593,0.9636,0.94305,0.97009,0.95668,0.96204,0.96872,0.96958,0.9861,0.98849,0.98941,0.9904,0.99878
-0.41202,-0.41281,-0.41363,-0.41545,-0.41567,-0.41684,-0.41764,-0.41845,-0.41925,-0.42096,-0.41976,-0.41925,-0.41874,-0.41832,-0.41909,-0.41937,-0.41994,-0.42229,-0.4227,-0.4227,-0.42429,-0.42634,-0.42803,-0.42765,-0.42733,-0.4271,-0.4279,-0.43433,-0.43877,-0.44345,-0.44317,-0.44264,-0.44428,-0.44674,-0.44968,-0.44916,-0.44831,-0.44676,-0.44361,-0.44288,-0.44404,-0.44747,-0.45042,-0.45221,-0.45475,-0.45293,-0.45043,-0.45207,-0.451,-0.44829,-0.44594,-0.44113
0.93242,0.93012,0.92905,0.92763,0.92603,0.92444,0.9209,0.91632,0.91275,0.90978,0.90676,0.90404,0.90226,0.89826,0.89194,0.89049,0.8897,0.8881,0.88671,0.88644,0.88407,0.8828,0.8827,0.88015,0.87868,0.87577,0.87268,0.86971,0.86982,0.86933,0.86838,0.86669,0.86033,0.85437,0.85325,0.85441,0.85496,0.85377,0.85204,0.85468,0.8549,0.85341,0.85465,0.85543,0.85983,0.86419,0.86562,0.8631,0.87237,0.87931,0.87972,0.88556
