0.042487,0.067054,0.087536,0.11335,0.12092,0.12193,0.12828,0.13001,0.12925,0.1318,0.13128,0.12541,0.1142,0.1132,0.090716,0.085633,0.081985,0.071409,0.060677,0.048828,0.038214,0.036412,0.025083,0.0097008,-0.0069295
0.9912,0.98955,0.98571,0.9847,0.98415,0.98256,0.98087,0.9794,0.97745,0.97704,0.97522,0.97432,0.9736,0.97371,0.97307,0.97312,0.97323,0.97322,0.97347,0.97454,0.97461,0.97528,0.97606,0.97699,0.97793
0.98479,0.97966,0.97862,0.97583,0.97352,0.96916,0.9687,0.96724,0.96592,0.96521,0.96485,0.96331,0.96213,0.9613,0.96097,0.96131,0.96111,0.96116,0.96136,0.96164,0.96215,0.96277,0.9636,0.96432,0.96528
0.99359,0.99272,0.99121,0.99149,0.9908,0.99061,0.99062,0.99037,0.99031,0.99029,0.99032,0.99038,0.9904,0.99045,0.99051,0.99062,0.99072,0.99095,0.99118,0.99153,0.99205,0.9927,0.9931,0.99364,0.99385
0.43523,0.43529,0.43561,0.43552,0.43531,0.43348,0.42885,0.4289,0.42956,0.4302,0.43089,0.43158,0.43116,0.43158,0.43188,0.4319,0.43174,0.4314,0.43147,0.43158,0.431,0.42992,0.42979,0.42928,0.42886
0.92866,0.92884,0.92806,0.92599,0.92418,0.92286,0.92317,0.92366,0.92299,0.92298,0.92785,0.93138,0.93123,0.92976,0.92921,0.92901,0.92911,0.92903,0.92911,0.92912,0.9296,0.92972,0.93014,0.93114,0.93135
0.98855,0.98871,0.98804,0.98688,0.9867,0.98586,0.98504,0.9849,0.9845,0.98431,0.98465,0.98532,0.9858,0.98576,0.98583,0.98613,0.98636,0.98676,0.98721,0.98718,0.98708,0.98758,0.98758,0.98759,0.98754
0.99872,0.99888,0.99884,0.99881,0.99876,0.9987,0.99867,0.99865,0.99866,0.99864,0.9986,0.99852,0.99844,0.99837,0.99829,0.99833,0.99826,0.99829,0.99831,0.99836,0.99836,0.99831,0.99827,0.99817,0.998
0.4333,0.43004,0.42965,0.42723,0.427,0.42658,0.42709,0.42903,0.42955,0.43194,0.43591,0.43774,0.44015,0.44157,0.44198,0.44133,0.44336,0.44307,0.44378,0.44379,0.44302,0.44269,0.44284,0.44305,0.44323
0.90019,0.89328,0.88381,0.87165,0.86041,0.84974,0.84292,0.8392,0.83001,0.8284,0.82689,0.82763,0.83157,0.83728,0.84925,0.86088,0.88039,0.89913,0.91305,0.92331,0.9314,0.93463,0.9357,0.93598,0.93441
0.94247,0.93638,0.92883,0.91693,0.90792,0.8968,0.88179,0.86657,0.85114,0.82399,0.81446,0.7992,0.79894,0.79574,0.79611,0.8116,0.84237,0.86603,0.89342,0.91565,0.93456,0.94905,0.96076,0.97384,0.98365
0.97694,0.97184,0.97715,0.97998,0.97877,0.98016,0.9831,0.98445,0.97952,0.97186,0.96341,0.95676,0.94972,0.93258,0.95168,-0.85881,0.93392,0.95613,0.98407,0.99724,0.99869,0.99666,0.99269,0.99232,0.9929
0.39391,0.39327,0.39867,0.39579,0.39828,0.39984,0.39958,0.40056,0.40123,0.40138,0.40146,0.40174,0.4018,0.40166,0.40135,0.40119,0.40013,0.39981,0.39877,0.39878,0.39732,0.39523,0.39288,0.3931,0.39337
0.93098,0.93187,0.9333,0.93312,0.93445,0.93426,0.93425,0.93494,0.93519,0.93541,0.93559,0.93567,0.93558,0.93544,0.93561,0.93563,0.93563,0.93564,0.93564,0.93565,0.93559,0.93559,0.93556,0.93547,0.93544
0.99934,0.99931,0.99928,0.99926,0.99924,0.99921,0.99917,0.99917,0.99914,0.99913,0.99913,0.99911,0.9991,0.99911,0.9991,0.99911,0.99912,0.99913,0.99915,0.99918,0.99922,0.99934,0.99936,0.9994,0.99944
0.78994,0.79131,0.79162,0.79317,0.79334,0.79417,0.79505,0.7958,0.79671,0.79762,0.79743,0.79718,0.79698,0.79678,0.79724,0.79724,0.79713,0.79723,0.79722,0.79716,0.7971,0.7969,0.79698,0.79689,0.79673
-0.36447,-0.36499,-0.36605,-0.36206,-0.36216,-0.36172,-0.36153,-0.3616,-0.36179,-0.36206,-0.3624,-0.3631,-0.36438,-0.36595,-0.36613,-0.36788,-0.36741,-0.36889,-0.36864,-0.36957,-0.37009,-0.37021,-0.37063,-0.37181,-0.37166
0.93605,0.93517,0.93433,0.93365,0.93238,0.93241,0.93213,0.93229,0.93183,0.93171,0.93186,0.9321,0.93255,0.93292,0.93353,0.9336,0.93376,0.93402,0.93475,0.93465,0.93482,0.93496,0.93515,0.93529,0.9355
0.99957,0.99949,0.99948,0.99942,0.99938,0.99934,0.99929,0.99923,0.99916,0.99903,0.99901,0.99897,0.99899,0.99894,0.99896,0.99898,0.99902,0.99903,0.99911,0.99909,0.99915,0.99923,0.99934,0.99934,0.9993
0.79535,0.79368,0.79206,0.79069,0.7895,0.78842,0.78734,0.78639,0.78578,0.78553,0.78537,0.78501,0.78481,0.7848,0.78493,0.78512,0.78521,0.78539,0.78593,0.78647,0.78725,0.78799,0.78934,0.79175,0.79294
