-0.1588,-0.15777,-0.15127,-0.15215,-0.14507,-0.14723,-0.13967,-0.13813,-0.13364,-0.11871,-0.11307,-0.094186,-0.086435,-0.071318,-0.058856,-0.040876,-0.022079,-0.0088567,0.00054091,0.0066452,0.012359,0.023029,0.023939,0.027683,0.03068,0.032913,0.036907,0.040696,0.042531,0.043345,0.043313,0.04286,0.038599,0.035919,0.026503,0.017634,0.019122,0.010537,0.0033056,-0.0072107,-0.018044,-0.035587,-0.036341
0.99885,0.99872,0.9984,0.99837,0.99787,0.99783,0.9968,0.99631,0.99566,0.99515,0.99414,0.99338,0.99235,0.99242,0.99214,0.99232,0.9928,0.99395,0.99414,0.9949,0.99584,0.99691,0.99716,0.99751,0.99768,0.99798,0.99804,0.99818,0.99828,0.99833,0.99837,0.99845,0.99883,0.99906,0.9992,0.99921,0.99923,0.99926,0.99928,0.99929,0.99928,0.99929,0.9993
0.99867,0.99857,0.99813,0.99767,0.99705,0.99662,0.99582,0.99438,0.99418,0.99324,0.99219,0.99143,0.99104,0.98929,0.98946,0.98992,0.99059,0.99134,0.99296,0.9933,0.99476,0.9964,0.99723,0.9979,0.99839,0.99844,0.99888,0.99922,0.99945,0.99972,0.99971,0.99978,0.99983,0.99987,0.9999,0.99997,0.99998,0.99999,1,1,1,1,1
0.99366,0.99367,0.99392,0.99411,0.99427,0.99417,0.99378,0.99377,0.99321,0.99266,0.99243,0.99188,0.99102,0.99107,0.99091,0.99108,0.99095,0.99076,0.99055,0.99074,0.99038,0.99064,0.99079,0.99068,0.9904,0.98956,0.98928,0.98896,0.9888,0.98834,0.9882,0.98838,0.98824,0.98854,0.98892,0.98969,0.99034,0.991,0.9915,0.9918,0.99227,0.99313,0.99423
0.43009,0.43009,0.42993,0.42953,0.42897,0.42919,0.42961,0.42946,0.42986,0.43389,0.43561,0.43755,0.43953,0.44159,0.44651,0.44848,0.45123,0.45245,0.45486,0.45423,0.4555,0.45609,0.45752,0.45913,0.45817,0.45711,0.45601,0.45467,0.45508,0.45352,0.45361,0.45146,0.44916,0.44795,0.44783,0.44757,0.44725,0.44673,0.44656,0.44615,0.44535,0.44533,0.44515
0.92298,0.92309,0.92341,0.92329,0.92317,0.92217,0.92212,0.92034,0.91928,0.9131,0.9129,0.91199,0.91095,0.91078,0.90983,0.90814,0.90651,0.90417,0.90409,0.90284,0.90018,0.89829,0.89664,0.89708,0.8978,0.8985,0.8973,0.89713,0.89708,0.89744,0.89756,0.89803,0.89963,0.90049,0.90137,0.90189,0.90222,0.90348,0.90257,0.9032,0.90408,0.90582,0.90738
0.98329,0.98279,0.98252,0.9823,0.98169,0.98083,0.98129,0.98174,0.9822,0.9816,0.98151,0.98147,0.98143,0.98138,0.98104,0.98045,0.979,0.97827,0.97755,0.97707,0.97702,0.97646,0.97578,0.97536,0.97512,0.97477,0.97437,0.97437,0.97395,0.97408,0.97399,0.974,0.97416,0.97526,0.97638,0.97561,0.97635,0.97678,0.97722,0.97764,0.97791,0.97802,0.97805
0.99593,0.9951,0.9948,0.99456,0.99461,0.99459,0.99467,0.99434,0.99385,0.99373,0.99381,0.99386,0.99422,0.99419,0.99432,0.99451,0.99467,0.9949,0.99523,0.99512,0.99529,0.99533,0.99514,0.99534,0.99542,0.99538,0.99537,0.99613,0.9973,0.99764,0.99834,0.99822,0.99825,0.99821,0.99799,0.99794,0.99795,0.99794,0.99794,0.9979,0.99777,0.99753,0.99759
-0.44116,-0.44246,-0.44278,-0.4429,-0.44435,-0.44455,-0.44708,-0.447,-0.44793,-0.45406,0.48046,0.48564,0.50332,0.53173,-0.53648,-0.4632,-0.43002,-0.4092,-0.39626,-0.39024,-0.38408,-0.3807,-0.38262,-0.38188,-0.38076,-0.38208,-0.38224,-0.38183,-0.38134,-0.37869,-0.37688,-0.37308,-0.38644,-0.40801,-0.42054,-0.42922,-0.43389,-0.43402,-0.43732,-0.43899,-0.43879,-0.43889,-0.43828
0.90561,0.89491,0.89546,0.89142,0.88876,0.89217,0.89118,0.88824,0.88429,0.8821,0.88343,0.87999,0.87595,0.85096,0.85813,0.90093,0.90943,0.9084,0.90197,0.89649,0.88469,0.86904,0.85232,0.83828,0.83319,0.83493,0.84032,0.84819,0.86028,0.85708,0.85896,0.85983,0.86792,0.88078,0.89134,0.91258,0.91681,0.9211,0.92501,0.92594,0.92526,0.92477,0.9253
