0.014809,0.013777,0.014764,0.014006,0.013575,0.010759,0.0068702,0.0040293,0.0020027,0.00040351,-0.00023733,-0.00021926,-3.2035e-05,0.00032875,0.0012167,0.0019212,0.0032364,0.0054414,0.0093317,0.010222,0.012976,0.018827,0.020454,0.023933,0.027162,0.034858,0.037806,0.038595,0.040705,0.04314,0.044801,0.046423,0.048878,0.04796,0.047137,0.048967,0.05095,0.049357,0.050615,0.050248,0.050756,0.05019,0.045156,0.04418,0.04047,0.030294,0.026628,0.019215,0.015619,0.014372,0.0094818
0.96595,0.96712,0.96803,0.96833,0.96881,0.96875,0.96876,0.96864,0.96839,0.9671,0.9671,0.96671,0.96667,0.96496,0.96431,0.96417,0.96425,0.96427,0.9636,0.96293,0.96242,0.96212,0.96192,0.96188,0.96175,0.9616,0.9616,0.96154,0.96154,0.96155,0.9615,0.96146,0.96143,0.96143,0.96143,0.96144,0.96143,0.9614,0.96139,0.96141,0.96144,0.96141,0.96136,0.96118,0.961,0.96074,0.96047,0.96018,0.95999,0.96008,0.96
0.9443,0.94546,0.94624,0.94699,0.94867,0.94734,0.94815,0.94784,0.94759,0.94745,0.94738,0.94679,0.94603,0.94608,0.94544,0.94511,0.94476,0.9443,0.94441,0.94359,0.94376,0.94388,0.9434,0.94315,0.94262,0.94194,0.94141,0.94102,0.94106,0.94107,0.94073,0.94077,0.94024,0.94041,0.94021,0.93996,0.93977,0.93974,0.93962,0.93942,0.93928,0.93901,0.93863,0.93797,0.93812,0.93683,0.93611,0.93552,0.93574,0.93487,0.93448
0.9928,0.99286,0.99494,0.99487,0.99538,0.9963,0.99639,0.99674,0.99714,0.9975,0.99773,0.99782,0.99777,0.9976,0.99741,0.99719,0.99688,0.99622,0.99568,0.99516,0.99458,0.99368,0.99362,0.99347,0.99292,0.99273,0.99247,0.99226,0.99189,0.99197,0.99203,0.99111,0.99163,0.99171,0.99178,0.99149,0.99138,0.99113,0.99057,0.99053,0.99037,0.99029,0.99029,0.99036,0.99048,0.9908,0.99107,0.99203,0.99257,0.99337,0.99465
0.44196,0.44188,0.44136,0.44066,0.44022,0.43979,0.43927,0.43852,0.43799,0.43719,0.43478,0.43483,0.43243,0.43233,0.4304,0.4297,0.42868,0.42727,0.4262,0.42462,0.42441,0.42359,0.42305,0.42091,0.42249,0.42154,0.42126,0.4209,0.42095,0.42019,0.41945,0.41953,0.41953,0.41901,0.41873,0.41845,0.41784,0.41778,0.41782,0.41754,0.41731,0.41718,0.41719,0.41701,0.41696,0.41701,0.41701,0.41759,0.41862,0.41867,0.42118
0.93396,0.93364,0.93365,0.93283,0.93239,0.93233,0.93227,0.93221,0.93217,0.93225,0.93228,0.93231,0.93236,0.9325,0.93263,0.93306,0.93348,0.93367,0.9339,0.93394,0.93402,0.93458,0.93458,0.93447,0.93426,0.93402,0.93401,0.93405,0.93389,0.93383,0.93382,0.93383,0.93384,0.93386,0.93389,0.93396,0.93396,0.9342,0.9341,0.93443,0.93455,0.93462,0.93504,0.93566,0.93635,0.93693,0.93743,0.93765,0.93788,0.93802,0.93794
0.99789,0.99785,0.99785,0.99787,0.99793,0.99793,0.99793,0.99795,0.99804,0.99801,0.99811,0.99824,0.99826,0.99835,0.99845,0.99856,0.99854,0.9986,0.99861,0.99863,0.99865,0.9987,0.99877,0.99886,0.99892,0.99898,0.9991,0.99906,0.99917,0.99925,0.9993,0.99932,0.99932,0.99932,0.99933,0.99933,0.99933,0.99934,0.99935,0.99935,0.9993,0.99902,0.99908,0.99884,0.99863,0.99839,0.99814,0.99758,0.99721,0.9968,0.99552
0.99651,0.99664,0.99688,0.99704,0.99729,0.99706,0.99702,0.99705,0.9968,0.99657,0.99633,0.99641,0.99622,0.99617,0.99607,0.99603,0.99586,0.99568,0.99547,0.99519,0.99511,0.99495,0.99486,0.99492,0.99482,0.99476,0.99468,0.9947,0.99472,0.99461,0.99462,0.99459,0.99456,0.99451,0.99444,0.99444,0.99441,0.99439,0.99436,0.99429,0.99428,0.99425,0.99485,0.99609,0.99679,0.99705,0.9981,0.99845,0.99863,0.99866,0.99884
-0.46207,-0.46171,-0.45675,-0.45185,-0.45675,-0.45377,-0.45303,-0.45265,-0.45176,-0.45062,-0.44831,-0.44502,-0.44339,-0.44156,-0.44041,-0.43868,-0.43725,-0.43527,-0.43231,-0.43221,-0.43081,-0.42987,-0.42742,-0.42787,-0.42616,-0.42314,-0.42293,-0.42306,-0.42037,-0.42179,-0.42047,-0.42075,-0.42096,-0.42004,-0.41948,-0.41924,-0.41914,-0.41911,-0.41916,-0.41922,-0.41934,-0.41951,-0.41978,-0.42145,-0.42169,-0.42294,-0.42593,-0.42665,-0.42804,-0.43002,-0.43141
0.95779,0.95082,0.94377,0.93606,0.92852,0.92185,0.91545,0.91033,0.90678,0.90441,0.90756,0.91275,0.91521,0.91543,0.9161,0.91611,0.91746,0.91787,0.91861,0.92226,0.92628,0.92877,0.93066,0.93076,0.93069,0.9329,0.93315,0.93411,0.93468,0.93571,0.93618,0.93791,0.93795,0.93938,0.93925,0.93902,0.94145,0.94412,0.94534,0.94523,0.9482,0.94965,0.94778,0.94516,0.93912,0.93885,0.93717,0.93554,0.93445,0.93418,0.93391
