-0.10954,-0.10399,-0.10716,-0.10503,-0.10304,-0.096755,-0.09643,-0.097071,-0.094426,-0.095138,-0.093588,-0.093943,-0.093998,-0.092423,-0.089931,-0.086411,-0.083742,-0.080052,-0.079719,-0.067886,-0.064979,-0.060082,-0.05559,-0.050345,-0.047425,-0.044854,-0.040922,-0.037901,-0.03316,-0.03231,-0.02811,-0.029903,-0.025089,-0.022269,-0.021412,-0.021343,-0.021056,-0.020944,-0.021125,-0.023287,-0.022483,-0.023855,-0.030101,-0.030857,-0.033555,-0.036377,-0.046306,-0.054062,-0.059579,-0.064535,-0.069851,-0.075916,-0.084863,-0.086402
0.99907,0.9991,0.9991,0.9991,0.99909,0.99908,0.99908,0.99907,0.99903,0.99895,0.99893,0.99886,0.99874,0.9984,0.99839,0.99813,0.99787,0.99721,0.99722,0.99694,0.99693,0.99679,0.99685,0.99705,0.99728,0.99762,0.99793,0.99807,0.99829,0.99855,0.99865,0.99877,0.99883,0.99877,0.99879,0.99879,0.99881,0.99885,0.99905,0.99913,0.99943,0.99946,0.99956,0.99963,0.99967,0.99971,0.9997,0.9997,0.99969,0.99969,0.99968,0.99968,0.99968,0.99968
0.99821,0.9982,0.99819,0.99816,0.99812,0.99792,0.99795,0.99778,0.99768,0.99766,0.99746,0.99731,0.99697,0.99659,0.99633,0.99591,0.99565,0.99537,0.99516,0.99491,0.99489,0.995,0.99495,0.99511,0.9956,0.99599,0.99638,0.99757,0.99791,0.99833,0.99869,0.99922,0.99925,0.99944,0.99959,0.9997,0.99977,0.9998,0.99992,0.9999,0.9999,0.9999,0.99989,0.99987,0.99983,0.99978,0.99973,0.99974,0.99976,0.99977,0.99975,0.99974,0.99973,0.99973
0.99342,0.99342,0.9935,0.99357,0.99365,0.99364,0.99364,0.99373,0.99379,0.99395,0.99407,0.99405,0.99365,0.99343,0.99314,0.99263,0.99218,0.99104,0.99054,0.99008,0.99042,0.99,0.98977,0.98968,0.9896,0.98943,0.98933,0.98927,0.98929,0.98927,0.98927,0.98917,0.98916,0.9891,0.98896,0.98902,0.98899,0.98896,0.98967,0.98923,0.98961,0.98986,0.99046,0.99108,0.99194,0.99193,0.99249,0.99311,0.99316,0.99329,0.99344,0.99344,0.99344,0.99324
0.43965,0.44001,0.44027,0.44031,0.44034,0.44037,0.44033,0.44022,0.44001,0.43957,0.4397,0.43987,0.43928,0.43963,0.43967,0.44365,0.44349,0.44523,0.44613,0.45044,0.44817,0.44928,0.44889,0.44941,0.44994,0.45023,0.45098,0.45132,0.45211,0.45221,0.4523,0.45296,0.45288,0.45403,0.45518,0.45477,0.45523,0.45518,0.45517,0.45506,0.45495,0.45441,0.45435,0.4537,0.45353,0.45299,0.45272,0.45146,0.45224,0.45184,0.45175,0.45173,0.4516,0.45143
0.93784,0.9371,0.9367,0.93645,0.9363,0.93627,0.9361,0.9361,0.9362,0.93614,0.93615,0.93618,0.93616,0.93532,0.93494,0.93388,0.93192,0.93123,0.9304,0.9291,0.92853,0.92847,0.92643,0.92723,0.92479,0.92506,0.92443,0.92382,0.92362,0.92338,0.92301,0.92258,0.92193,0.92176,0.92164,0.92068,0.92096,0.92026,0.91994,0.9196,0.91929,0.91919,0.91923,0.91926,0.9196,0.91968,0.91999,0.92034,0.92102,0.92159,0.92274,0.92205,0.92262,0.92305
0.99066,0.99066,0.99066,0.99066,0.99066,0.99066,0.99066,0.99066,0.99066,0.99066,0.99066,0.99064,0.99034,0.99038,0.99027,0.99012,0.9899,0.98986,0.98967,0.98952,0.9895,0.98952,0.9895,0.98951,0.98954,0.98954,0.98956,0.98956,0.98955,0.98953,0.98952,0.98953,0.98952,0.98953,0.98953,0.98955,0.98961,0.98959,0.98962,0.98965,0.98972,0.98984,0.99013,0.99027,0.99024,0.99029,0.99031,0.99041,0.99042,0.99047,0.99046,0.99047,0.99047,0.99046
0.99687,0.99688,0.99693,0.99694,0.99695,0.99699,0.99705,0.99707,0.9971,0.99713,0.99713,0.9971,0.99702,0.99682,0.99667,0.99641,0.99622,0.99614,0.99609,0.996,0.99591,0.99591,0.99588,0.99586,0.9958,0.99576,0.99576,0.99577,0.99579,0.9958,0.99581,0.99581,0.99581,0.99581,0.99581,0.99581,0.9958,0.9957,0.9957,0.99567,0.99565,0.99564,0.99565,0.99568,0.99571,0.99577,0.99588,0.99587,0.99588,0.9959,0.99592,0.99593,0.99593,0.99592
-0.4455,-0.44526,-0.44523,-0.44538,-0.44563,-0.44626,-0.44833,-0.4499,-0.45338,-0.46024,-0.4705,-0.47205,-0.47859,0.50209,0.53137,-0.51493,-0.48338,-0.47097,-0.45797,-0.44433,-0.42456,-0.41377,-0.39872,-0.40746,-0.41535,-0.41998,-0.43197,-0.41876,-0.3899,-0.38468,-0.38268,-0.3843,-0.38678,-0.38696,-0.37457,-0.36108,-0.36109,-0.36148,-0.37055,-0.39037,-0.39833,-0.41461,-0.42824,-0.43666,-0.4463,-0.44382,-0.44509,-0.44522,-0.44965,-0.45063,-0.45099,-0.45189,-0.45217,-0.45402
0.90814,0.90832,0.90883,0.91361,0.92007,0.92752,0.93586,0.94801,0.94902,0.95188,0.95213,0.95267,0.94717,0.93268,0.91194,0.90906,0.90871,0.90632,0.90612,0.90739,0.90506,0.90573,0.90958,0.90556,0.9001,0.89918,0.89815,0.89528,0.89989,0.90684,0.90448,0.90039,0.89794,0.90484,0.9155,0.92127,0.92464,0.9237,0.92089,0.92935,0.9374,0.93869,0.93959,0.93985,0.93661,0.93186,0.92643,0.92075,0.91726,0.91532,0.91227,0.91109,0.91097,0.91016
