0.060382,0.095196,0.12663,0.18042,0.18559,0.20658,0.22173,0.2301,0.23366,0.23814,0.24287,0.24249,0.23717,0.23718,0.23928,0.24097,0.2375,0.22364,0.21881,0.20206,0.17937,0.14064
0.9962,0.99614,0.99638,0.99719,0.99731,0.99762,0.9979,0.9978,0.99776,0.99765,0.99756,0.99748,0.99761,0.99752,0.99762,0.99769,0.99809,0.99841,0.99844,0.99819,0.99783,0.99691
0.99736,0.9979,0.99821,0.99858,0.99892,0.99919,0.99937,0.99952,0.99966,0.99975,0.99986,0.99986,0.99989,0.9999,0.99991,0.99991,0.99989,0.9999,0.99988,0.99961,0.99852,0.99516
0.98127,0.97531,0.96937,0.96942,0.96722,0.96717,0.96585,0.96676,0.96717,0.96675,0.96702,0.96714,0.96753,0.96599,0.96363,0.96389,0.96692,0.97203,0.97662,0.98119,0.98892,0.98988
0.45063,0.45699,0.45558,0.45905,0.4649,0.47231,0.47125,0.47139,0.47159,0.4717,0.47162,0.47183,0.47237,0.46893,0.46932,0.46319,0.45888,0.45641,0.45069,0.44506,0.44443,0.43909
0.91588,0.90959,0.90712,0.90499,0.9017,0.90203,0.89354,0.8983,0.9007,0.90098,0.90197,0.90258,0.90022,0.90202,0.90281,0.90551,0.90577,0.90941,0.91218,0.91444,0.91914,0.92247
0.99521,0.99466,0.99311,0.99045,0.98958,0.98923,0.98778,0.98687,0.98675,0.98623,0.98713,0.988,0.98779,0.98846,0.99088,0.993,0.99545,0.99512,0.9953,0.99599,0.99635,0.99702
0.99772,0.99846,0.99868,0.99886,0.99859,0.99096,0.99221,0.99678,0.97475,0.97325,0.98725,0.99441,0.99768,0.99894,0.99914,0.9994,0.99966,0.9998,0.99993,0.99997,0.99998,0.99998
-0.45942,-0.46361,-0.4581,0.46061,0.47591,0.47711,0.47956,0.48177,0.48122,0.48149,0.48148,0.4815,0.47951,-0.47113,0.47383,0.4777,0.46528,-0.45105,-0.43129,-0.41938,-0.41943,-0.41401
0.92202,0.92155,0.88029,0.86739,0.84515,0.82499,0.80527,0.78605,0.7728,0.76497,0.7608,0.76064,0.77915,0.78888,0.79067,0.86428,0.9026,0.9146,0.92869,0.95291,0.95567,0.95395
0.81656,0.85008,0.88652,0.90744,0.91733,0.92651,0.92659,0.93237,0.93187,0.93336,0.93776,0.94105,0.95475,0.96814,0.9909,0.97184,0.96594,0.95745,0.95123,0.9532,0.95829,0.96327
0.95565,0.95986,0.96827,0.9779,0.98583,0.99189,0.99312,0.99288,0.9927,0.99247,0.99217,0.99276,0.99348,0.99319,0.99887,0.99836,0.99418,0.98932,0.98414,0.98824,0.99443,0.99756
0.38613,0.39335,0.40316,0.41134,0.41393,0.4181,0.41668,0.42029,0.42381,0.42254,0.42518,0.42708,0.4275,0.42945,0.42705,0.42489,0.42078,0.41658,0.41143,0.40776,0.40578,0.40399
0.94346,0.93632,0.93369,0.92504,0.91604,0.90823,0.89648,0.89664,0.8894,0.889,0.88817,0.8873,0.88639,0.88695,0.89113,0.90027,0.90394,0.91199,0.91835,0.92337,0.92698,0.92916
0.99937,0.99909,0.99843,0.99751,0.99665,0.9956,0.99504,0.99414,0.9933,0.9934,0.9926,0.99203,0.99173,0.99152,0.99091,0.99083,0.9913,0.99235,0.99466,0.99523,0.99657,0.99741
0.8763,0.97823,0.9383,0.99703,0.95856,0.95296,0.94603,0.93258,0.927,0.91941,0.91772,0.91431,0.90748,0.90688,0.89999,0.8925,0.88689,0.8815,0.87731,0.87193,0.87115,0.87103
-0.38392,-0.38212,-0.38231,-0.38563,-0.38563,-0.38773,-0.39004,-0.38956,-0.39078,-0.39069,-0.39123,-0.39115,-0.39331,-0.39594,-0.39375,-0.39338,-0.39381,-0.39445,-0.39508,-0.39435,-0.39392,-0.3932
0.94855,0.94809,0.94519,0.9422,0.94136,0.9407,0.94037,0.93935,0.93821,0.93761,0.93739,0.9374,0.93784,0.93907,0.94329,0.94797,0.9502,0.95022,0.94788,0.94814,0.94611,0.9451
0.9961,0.99585,0.99618,0.99607,0.99576,0.99555,0.99552,0.99558,0.99552,0.99555,0.99557,0.99559,0.99522,0.99433,0.9928,0.99292,0.9929,0.99343,0.99446,0.99436,0.99497,0.9954
0.8576,0.85772,0.94928,0.91951,0.90715,0.90423,0.89523,0.89038,0.89047,0.88985,0.88838,0.88686,0.88382,0.88043,0.87539,0.87141,0.87126,0.9371,0.95375,0.96516,0.95194,0.93538
