-0.08478,-0.060575,-0.053419,-0.017952,-0.01001,0.012202,0.034196,0.054639,0.070278,0.092485,0.097353,0.096852,0.09554,0.099362,0.097971,0.087875,0.08285,0.071069,0.050497,0.043851,0.024721,0.0080275,-0.0047961,-0.017984,-0.042023,-0.044798,-0.055224,-0.072428
0.99901,0.9986,0.99774,0.99656,0.99582,0.99502,0.99457,0.99394,0.9939,0.99338,0.99333,0.99292,0.99292,0.99262,0.99259,0.99245,0.99231,0.99205,0.99201,0.99178,0.99131,0.99108,0.99107,0.99118,0.99125,0.99172,0.99178,0.99351
0.99974,0.99911,0.99881,0.99802,0.99578,0.99585,0.99477,0.9932,0.99296,0.99238,0.99164,0.99115,0.99058,0.99013,0.98974,0.98863,0.98825,0.98746,0.98612,0.98587,0.98523,0.98496,0.98441,0.98449,0.98522,0.98644,0.98796,0.98912
0.99338,0.99345,0.99347,0.99365,0.99377,0.99383,0.99366,0.99338,0.99334,0.99316,0.99292,0.99265,0.99226,0.992,0.99196,0.99203,0.99205,0.9922,0.99241,0.99344,0.99524,0.99527,0.99606,0.99692,0.99772,0.99774,0.9978,0.99788
0.45846,0.45755,0.45689,0.45584,0.45283,0.45321,0.45071,0.44856,0.44684,0.44428,0.44216,0.44058,0.43861,0.43735,0.43654,0.43504,0.43526,0.43559,0.43797,0.43862,0.44061,0.44199,0.44313,0.44378,0.44402,0.44431,0.44457,0.44531
0.9251,0.92415,0.92302,0.92211,0.92173,0.9219,0.92281,0.92296,0.92398,0.92587,0.92653,0.92706,0.92765,0.92816,0.92845,0.92904,0.92851,0.92862,0.92789,0.92791,0.92773,0.92758,0.92752,0.92746,0.92789,0.92866,0.92916,0.92947
0.98821,0.98845,0.9886,0.9891,0.98925,0.98896,0.9897,0.98998,0.98986,0.98981,0.98991,0.99005,0.98958,0.98977,0.9894,0.98933,0.99009,0.99066,0.99107,0.99065,0.99062,0.99025,0.98988,0.98944,0.98924,0.98935,0.98944,0.98943
0.99824,0.99816,0.99806,0.998,0.99854,0.99874,0.99363,0.98237,0.97778,0.97261,0.97196,0.97047,0.97537,0.98119,0.98476,0.98802,0.99078,0.99307,0.9943,0.99479,0.99559,0.99641,0.99657,0.99671,0.99682,0.99677,0.99576,0.99576
-0.45255,0.47795,-0.47797,-0.46045,-0.45416,-0.44564,-0.43659,-0.43477,-0.433,-0.42813,-0.42556,-0.42426,-0.42531,-0.4257,-0.4261,-0.4268,-0.42612,-0.42566,-0.42602,-0.42574,-0.4262,-0.42617,-0.42644,-0.42684,-0.42735,-0.42776,-0.42933,-0.4298
0.91116,0.91025,0.90067,0.89202,0.88007,0.86694,0.84621,0.82392,0.80135,0.78687,0.77591,0.76645,0.76884,0.7776,0.79434,0.82474,0.89652,0.91268,0.93394,0.94307,0.94576,0.94613,0.94556,0.946,0.94467,0.94243,0.93993,0.93775
0.81656,0.84063,0.89785,0.908,0.91672,0.93823,0.94216,0.95116,0.96001,0.9592,0.9582,0.9533,0.93761,0.92585,0.92111,0.91143,0.91448,0.91518,0.91948,0.94349,0.9603,0.97181,0.97786,0.97975,0.98004,0.98005,0.98023,0.9803
0.96151,0.98536,0.98232,0.98686,0.99159,0.9934,0.99429,0.99475,0.99586,0.9956,0.99463,0.9935,0.99171,0.99044,0.98828,0.97964,0.97079,0.98107,0.9921,0.99529,0.99989,0.99938,0.99834,0.99759,0.99822,0.9989,0.99916,0.99919
0.38996,0.38979,0.39051,0.39119,0.39325,0.39475,0.39658,0.39908,0.39807,0.39971,0.4006,0.4012,0.40215,0.40199,0.40186,0.40169,0.40129,0.401,0.40056,0.39836,0.39804,0.39672,0.39333,0.39262,0.39255,0.39199,0.39198,0.39216
0.96199,0.962,0.9619,0.96212,0.96226,0.9621,0.96191,0.96178,0.96171,0.9616,0.96144,0.96149,0.96137,0.96151,0.96181,0.96246,0.96297,0.96323,0.96308,0.96318,0.96319,0.96315,0.9631,0.9631,0.9631,0.96311,0.96313,0.96317
0.99841,0.99831,0.99824,0.9982,0.99816,0.99816,0.99815,0.99817,0.99811,0.9981,0.9981,0.99811,0.99813,0.99818,0.99819,0.99821,0.99835,0.99827,0.99845,0.99847,0.99857,0.99865,0.99863,0.99862,0.99866,0.99869,0.99875,0.9988
0.79898,0.79933,0.8039,0.80509,0.80638,0.80826,0.81084,0.8128,0.81464,0.81761,0.81752,0.81883,0.81945,0.81953,0.81934,0.81941,0.81926,0.81845,0.81744,0.81646,0.81364,0.81354,0.81236,0.81138,0.81005,0.80909,0.80585,0.80629
-0.3754,-0.37427,-0.37318,-0.37306,-0.37042,-0.36527,-0.36861,-0.36644,-0.36536,-0.36514,-0.3647,-0.36466,-0.36449,-0.36435,-0.36462,-0.36476,-0.36564,-0.36575,-0.36653,-0.36926,-0.37119,-0.37172,-0.37347,-0.37463,-0.37473,-0.37517,-0.37546,-0.37612
0.93844,0.93749,0.93694,0.93575,0.93506,0.93491,0.93378,0.9333,0.93331,0.93282,0.93238,0.93174,0.9316,0.93087,0.93021,0.92919,0.92964,0.92709,0.9285,0.92771,0.92764,0.92783,0.92827,0.92947,0.93057,0.93054,0.93184,0.93232
0.99667,0.9966,0.99665,0.99684,0.99666,0.99668,0.99659,0.9965,0.99633,0.99631,0.99596,0.99597,0.99588,0.9959,0.99588,0.99597,0.99609,0.99619,0.99627,0.99627,0.99634,0.99639,0.99645,0.99648,0.9965,0.9965,0.9965,0.9965
0.78155,0.78163,0.78128,0.78071,0.78066,0.7806,0.78037,0.7797,0.77992,0.77926,0.77798,0.77857,0.77853,0.77809,0.77769,0.77618,0.77637,0.77558,0.77428,0.77535,0.77552,0.77456,0.77395,0.77425,0.77468,0.77459,0.77495,0.77528
