0.061628,0.074502,0.1045,0.15296,0.15673,0.18295,0.20717,0.22459,0.2363,0.24031,0.2443,0.24391,0.24445,0.23745,0.23575,0.22471,0.20491,0.19871,0.17517,0.16513,0.13715,0.090858,0.077354
0.95933,0.95917,0.9584,0.95759,0.95691,0.95839,0.9595,0.96014,0.9602,0.96021,0.96022,0.96025,0.96011,0.96005,0.95987,0.95951,0.95876,0.95874,0.95865,0.95859,0.95909,0.96057,0.96325
0.9371,0.93697,0.93694,0.9369,0.93705,0.93696,0.93687,0.93677,0.93668,0.9366,0.93654,0.9365,0.93659,0.93669,0.93672,0.93676,0.93676,0.93674,0.93669,0.93669,0.9371,0.93732,0.93902
0.9928,0.99115,0.98958,0.98702,0.98604,0.98388,0.98412,0.98235,0.983,0.98225,0.98208,0.98192,0.98223,0.9828,0.98337,0.98526,0.98897,0.98997,0.99421,0.99545,0.99813,0.99934,0.99926
0.42234,0.4213,0.42175,0.41704,0.41815,0.41762,0.41682,0.41652,0.41596,0.41539,0.41502,0.41395,0.41276,0.41258,0.41246,0.41251,0.41356,0.4134,0.41393,0.41561,0.41706,0.41855,0.41941
0.9307,0.9309,0.93117,0.93081,0.92941,0.92944,0.92947,0.92992,0.93024,0.92975,0.92963,0.92994,0.92991,0.93015,0.92995,0.93023,0.93048,0.93082,0.93119,0.93238,0.93465,0.93814,0.94092
0.99595,0.99591,0.99563,0.99564,0.99552,0.99684,0.99753,0.99723,0.99714,0.99696,0.99681,0.9966,0.99641,0.99649,0.99658,0.99646,0.99635,0.99634,0.99627,0.99603,0.99558,0.99529,0.99509
0.99892,0.99907,0.99917,0.9992,0.99926,0.99981,0.99999,0.99999,0.99997,0.99992,0.99992,0.99988,0.99987,0.99984,0.99984,0.99984,0.99985,0.99989,0.99999,0.99996,0.99993,0.99987,0.99976
-0.43045,-0.42789,-0.42413,-0.41863,-0.41847,-0.4168,-0.41562,-0.41475,-0.41291,-0.41359,-0.41429,-0.41313,-0.41239,-0.41156,-0.41054,-0.40789,-0.40856,-0.40582,-0.40303,-0.40366,-0.40507,-0.40318,-0.40444
0.89754,0.91296,0.9091,0.89968,0.88781,0.86276,0.84437,0.82562,0.81003,0.80276,0.80327,0.81268,0.82885,0.86088,0.88085,0.91613,0.9276,0.93361,0.94063,0.95103,0.95977,0.95719,0.95382
0.83506,0.86125,0.88863,0.90665,0.91935,0.92985,0.937,0.94286,0.94537,0.94808,0.9494,0.95169,0.94901,0.95841,0.96528,0.96596,0.96464,0.9622,0.95844,0.96064,0.95846,0.95849,0.95652
0.97944,0.97453,0.97956,0.98527,0.98891,0.99092,0.99089,0.99011,0.98969,0.99049,0.99148,0.9915,0.99114,0.99051,0.98631,0.98358,0.98074,0.97632,0.97337,0.9731,0.98004,0.98944,0.99465
0.38783,0.38837,0.3895,0.39167,0.39298,0.39392,0.39435,0.39507,0.39546,0.39563,0.3958,0.39577,0.3957,0.3954,0.39526,0.39471,0.39408,0.39362,0.39338,0.38884,0.38896,0.3881,0.38706
0.93868,0.94115,0.94357,0.94479,0.94503,0.94508,0.94535,0.94554,0.94607,0.94642,0.94715,0.94669,0.94724,0.94719,0.9478,0.94858,0.9485,0.94846,0.94901,0.94982,0.9497,0.94969,0.94922
0.99843,0.99839,0.99823,0.99804,0.99791,0.99788,0.99788,0.9978,0.99777,0.99772,0.99773,0.99772,0.9977,0.99765,0.99762,0.99758,0.99758,0.99767,0.99786,0.99832,0.99854,0.9987,0.99899
0.9752,0.96052,0.94418,0.92738,0.90902,0.89594,0.88679,0.88155,0.87505,0.87498,0.87261,0.87112,0.8702,0.86681,0.8688,0.86741,0.86626,0.86545,0.86455,0.86404,0.86419,0.86355,0.86321
-0.37948,-0.37822,-0.37731,-0.37549,-0.37371,-0.37419,-0.37464,-0.37518,-0.37425,-0.37395,-0.37383,-0.37396,-0.37402,-0.37414,-0.37433,-0.3746,-0.37462,-0.37481,-0.37533,-0.37603,-0.37801,-0.37939,-0.3852
0.94548,0.94391,0.94199,0.9395,0.93941,0.93585,0.93219,0.93008,0.92822,0.92726,0.92601,0.92671,0.92752,0.92835,0.92917,0.92905,0.92934,0.92985,0.93064,0.93218,0.93346,0.93564,0.93673
0.99895,0.999,0.999,0.999,0.99894,0.99884,0.99884,0.99878,0.99873,0.99868,0.99865,0.99866,0.99865,0.99868,0.99876,0.99886,0.99896,0.99904,0.99913,0.99925,0.99924,0.99922,0.99917
0.86893,0.87038,0.87146,0.87155,0.87232,0.87347,0.87356,0.87399,0.87428,0.87505,0.87492,0.87584,0.87707,0.87705,0.87698,0.87679,0.87667,0.87623,0.87553,0.87455,0.87378,0.87285,0.87172
