-0.063442,-0.063529,-0.063528,-0.063234,-0.060749,-0.059186,-0.055476,-0.047073,-0.031139,-0.027338,-0.0095775,-0.009195,0.0031894,0.0088538,0.0080052,0.01232,0.014617,0.020699,0.020493,0.018959,0.018766,0.017094,0.015153,0.0079665,0.0024815,-0.011171,-0.016907,-0.021961,-0.032021,-0.041252
0.99844,0.99822,0.99826,0.99803,0.99728,0.99617,0.99472,0.99265,0.99092,0.98908,0.98887,0.98746,0.98733,0.98676,0.98594,0.9851,0.98376,0.98344,0.98276,0.98065,0.98009,0.97946,0.97969,0.9797,0.97914,0.97944,0.9793,0.97991,0.98036,0.98149
0.99683,0.99676,0.99662,0.99628,0.99477,0.99466,0.99158,0.99129,0.98964,0.98817,0.98498,0.9832,0.98335,0.98079,0.98016,0.97848,0.97733,0.97549,0.97294,0.97245,0.9716,0.97028,0.96942,0.96733,0.96694,0.96775,0.96766,0.96847,0.97088,0.97453
0.99807,0.99808,0.99801,0.99738,0.99739,0.9971,0.99683,0.99671,0.99659,0.9965,0.99644,0.99641,0.9964,0.9964,0.99636,0.99633,0.9963,0.9962,0.99583,0.99582,0.99575,0.99579,0.99584,0.99598,0.99621,0.99672,0.99748,0.99767,0.99784,0.99794
0.43212,0.43206,0.43212,0.43229,0.43381,0.43461,0.43463,0.43516,0.43404,0.43201,0.43075,0.42893,0.42657,0.42547,0.42336,0.42388,0.42292,0.42304,0.4233,0.42393,0.42477,0.42504,0.42629,0.42618,0.42732,0.42816,0.42921,0.4302,0.43103,0.43211
0.93246,0.93239,0.93233,0.93199,0.93144,0.93099,0.93082,0.93129,0.93108,0.92967,0.92926,0.92949,0.92911,0.92916,0.92943,0.92928,0.92907,0.92818,0.93205,0.93519,0.93565,0.93556,0.93517,0.93474,0.93444,0.93431,0.93421,0.93421,0.93423,0.9343
0.986,0.98601,0.98608,0.98631,0.98661,0.98658,0.98617,0.98601,0.9859,0.98537,0.98448,0.98427,0.98387,0.98357,0.98345,0.98332,0.9833,0.98366,0.98413,0.98471,0.98484,0.9853,0.98536,0.98553,0.9857,0.98583,0.98584,0.98581,0.98576,0.98572
0.99691,0.99697,0.99703,0.99707,0.99712,0.9971,0.99705,0.99705,0.99724,0.99739,0.99733,0.99761,0.99783,0.99786,0.99794,0.99802,0.99808,0.99817,0.99827,0.9984,0.99853,0.9985,0.99846,0.99849,0.99851,0.99851,0.99852,0.99854,0.99855,0.99857
0.46096,0.46083,0.46042,0.45918,0.4546,0.44929,0.44558,0.44266,0.44214,0.43999,0.43946,0.44158,0.44363,0.44285,0.4435,0.4445,0.44864,0.44533,0.44743,0.44809,0.44771,0.44593,0.4427,0.44048,0.43885,0.43632,0.4351,0.43414,0.43341,0.43319
0.89348,0.89287,0.89284,0.89458,0.90268,0.91507,0.92388,0.88712,0.8748,0.84269,0.82418,0.81271,0.80597,0.80388,0.80482,0.81038,0.82231,0.83284,0.85551,0.87825,0.90185,0.9174,0.92995,0.93867,0.94143,0.94048,0.93762,0.93498,0.9322,0.92829
