-0.10662,-0.10667,-0.10665,-0.10608,-0.10468,-0.099733,-0.091517,-0.088468,-0.083091,-0.07905,-0.068899,-0.055444,-0.05381,-0.048408,-0.043997,-0.042749,-0.03895,-0.036337,-0.034655,-0.033749,-0.033002,-0.031828,-0.029979,-0.025609,-0.018866,-0.017072,-0.014523,-0.014765,-0.00625,-0.0067074,-0.0072215,-0.0064251,-0.006204,-0.0065189,-0.0073932,-0.010859,-0.021523,-0.025852,-0.034579,-0.048253,-0.056722,-0.067332,-0.065686,-0.073663
0.99843,0.99843,0.99844,0.99847,0.99853,0.99874,0.99884,0.99884,0.99883,0.99896,0.99924,0.99927,0.99945,0.99952,0.99962,0.99968,0.99968,0.99962,0.99964,0.9996,0.99963,0.99965,0.99966,0.99964,0.99959,0.99953,0.9995,0.99948,0.99947,0.99934,0.99926,0.99917,0.99903,0.99909,0.99905,0.99912,0.99923,0.99938,0.99945,0.99949,0.9995,0.99948,0.99943,0.99938
0.99982,0.99982,0.99982,0.99982,0.99981,0.99981,0.99981,0.99982,0.99984,0.99987,0.9999,0.99993,0.99996,0.99998,1,1,1,1,1,1,1,1,1,0.99999,0.99999,0.99998,0.99997,0.99997,0.99995,0.99995,0.99995,0.99994,0.99994,0.99992,0.9999,0.99989,0.99988,0.99987,0.99987,0.99985,0.99984,0.99983,0.99983,0.99983
0.99765,0.99773,0.99764,0.9974,0.99742,0.99704,0.99622,0.99368,0.99357,0.99116,0.99076,0.99044,0.98989,0.98956,0.98886,0.98845,0.98839,0.98797,0.98828,0.98812,0.98836,0.98871,0.98914,0.9894,0.98971,0.98988,0.98983,0.98976,0.98971,0.98967,0.98976,0.98976,0.98977,0.98984,0.99007,0.99022,0.99052,0.99071,0.99094,0.99151,0.99162,0.99271,0.99257,0.99291
0.43125,0.43124,0.43123,0.43094,0.43078,0.4308,0.43096,0.43401,0.43604,0.44288,0.4462,0.44693,0.45216,0.45781,0.4636,0.46781,0.47109,0.47524,0.47942,0.48162,0.48388,0.49,0.48982,0.49153,0.49209,0.49546,0.49531,0.49578,0.49592,0.49557,0.49479,0.49503,0.49438,0.49406,0.49396,0.49344,0.49299,0.49137,0.48641,0.48778,0.48436,0.48192,0.47843,0.47482
0.9343,0.93429,0.93429,0.93433,0.93439,0.934,0.93279,0.93027,0.92666,0.92237,0.91644,0.91117,0.90859,0.90445,0.90059,0.89917,0.89669,0.89275,0.88782,0.88737,0.88703,0.88707,0.88516,0.8859,0.88596,0.88531,0.88505,0.88489,0.88531,0.88672,0.88622,0.88708,0.88718,0.88725,0.88723,0.88763,0.88875,0.88983,0.89122,0.89359,0.89655,0.89691,0.89986,0.90287
0.98583,0.98613,0.98629,0.98643,0.98642,0.98587,0.98421,0.98048,0.9724,0.97095,0.96613,0.95945,0.9591,0.95294,0.95059,0.94595,0.94711,0.94402,0.94358,0.94381,0.94343,0.94343,0.9435,0.94381,0.94386,0.94434,0.94525,0.9448,0.9459,0.9457,0.9471,0.94746,0.94892,0.95025,0.95145,0.95214,0.95357,0.95591,0.95582,0.95854,0.95912,0.96159,0.96305,0.96566
0.94068,0.92004,0.9595,0.96973,0.98019,0.98721,0.99099,0.99329,0.99429,0.99518,0.99458,0.99242,0.98934,0.98745,0.98656,0.98643,0.98629,0.98671,0.98633,0.98782,0.98866,0.99181,0.99379,0.99358,0.99266,0.99058,0.9901,0.99049,0.98993,0.98901,0.98697,0.98784,0.98783,0.98796,0.98714,0.98729,0.98665,0.98593,0.98544,0.98633,0.98732,0.98867,0.99105,0.99379
0.43387,0.43379,0.43456,0.44217,0.43638,0.44162,0.43979,0.44153,0.44318,-0.45458,-0.4697,-0.48359,-0.49424,0.50278,0.52054,0.52304,0.54701,-0.51729,-0.49939,-0.49259,0.50526,0.51937,0.52369,0.52234,0.52071,-0.50497,-0.48706,-0.47964,-0.4814,0.49578,0.51127,0.52536,0.52575,0.5231,-0.51312,-0.50034,-0.49197,-0.48464,-0.47871,-0.47267,-0.46469,-0.46262,-0.4512,-0.44742
0.92215,0.92124,0.91948,0.91532,0.90878,0.89768,0.88514,0.87764,0.87616,0.87391,0.87239,0.87175,0.87072,0.8646,0.84643,0.80547,0.79198,0.83907,0.85304,0.8632,0.85882,0.8357,0.81685,0.80357,0.79116,0.80408,0.8238,0.8355,0.84291,0.83582,0.83101,0.82814,0.82316,0.82407,0.82961,0.84889,0.85507,0.87965,0.89429,0.90273,0.90809,0.9095,0.91349,0.91736
0.99079,0.9897,0.97878,0.9507,0.91893,0.88052,0.86118,0.83807,0.80695,0.78502,0.76588,0.74839,0.73389,0.71596,0.7028,0.72621,0.72452,0.69569,0.67457,0.65144,0.6428,0.65338,0.66332,0.67632,0.6916,0.68412,0.6729,0.66016,0.65093,0.65162,0.63701,0.62827,0.62862,0.64557,0.67267,0.67738,0.68901,0.74269,0.77993,0.84541,0.87792,0.92004,0.94303,0.96127
0.99623,0.99568,0.99276,0.99015,0.9899,0.99141,0.99012,0.99003,0.99707,0.99817,0.83203,0.81044,0.75035,0.96155,0.98106,0.64543,0.98156,0.96103,0.96959,0.97267,0.97239,0.97685,0.96862,-0.75907,-0.66979,0.89602,0.91436,0.92799,0.96644,0.90399,0.95996,0.96901,0.991,0.89716,0.99096,0.98589,0.98735,0.99384,0.99482,0.99366,0.99311,0.99286,0.99389,0.99559
0.38007,0.37992,0.37997,0.38009,0.37999,0.38003,0.38015,0.38072,0.38138,0.38539,0.38376,0.38693,0.3863,0.38979,0.39027,0.39112,0.39261,0.39174,0.393,0.39283,0.3929,0.393,0.3932,0.39336,0.3933,0.39312,0.39317,0.39303,0.3928,0.39274,0.39261,0.39255,0.39256,0.39247,0.39214,0.39129,0.3903,0.39035,0.38965,0.3887,0.38816,0.38723,0.38758,0.3864
0.9652,0.96516,0.96493,0.96299,0.96227,0.96153,0.96103,0.9601,0.95928,0.95874,0.95824,0.95753,0.95633,0.9537,0.95341,0.95113,0.95147,0.95129,0.95053,0.95017,0.94953,0.949,0.94824,0.94738,0.94442,0.94469,0.94437,0.94425,0.94395,0.9438,0.94344,0.94307,0.94263,0.94192,0.94149,0.9417,0.94135,0.94085,0.94009,0.93874,0.93752,0.93807,0.93833,0.93791
0.99699,0.99696,0.99694,0.99701,0.99694,0.99666,0.99672,0.99657,0.99628,0.99613,0.99596,0.99601,0.99601,0.99614,0.9963,0.99644,0.99667,0.99674,0.99702,0.99775,0.9979,0.99792,0.99797,0.99793,0.99803,0.99815,0.99807,0.99809,0.99816,0.99817,0.99819,0.99817,0.99819,0.99819,0.9982,0.99824,0.99828,0.99843,0.99847,0.99863,0.99875,0.99882,0.99886,0.999
