-0.020621,-0.021213,-0.022482,-0.023638,-0.029306,-0.027564,-0.028542,-0.031228,-0.031874,-0.032627,-0.034717,-0.049553,-0.048953,-0.054174,-0.057146,-0.067315,-0.05919,-0.063325,-0.064855,-0.064387,-0.063927,-0.064843,-0.06536,-0.06592,-0.066735,-0.067705,-0.068605,-0.066363,-0.06227,-0.057349,-0.054213,-0.050244,-0.047102,-0.046723,-0.044575,-0.043469,-0.042219,-0.039747,-0.037253
0.96665,0.96596,0.96522,0.96549,0.96606,0.96728,0.97058,0.97206,0.97553,0.97818,0.98242,0.98413,0.98415,0.98534,0.98538,0.98564,0.98585,0.98625,0.98658,0.98675,0.98674,0.98678,0.98678,0.98676,0.98663,0.98644,0.98591,0.98481,0.98372,0.98165,0.97973,0.97727,0.9767,0.97583,0.97442,0.97249,0.97227,0.97115,0.97025
0.94653,0.94592,0.94616,0.94557,0.948,0.95065,0.95412,0.95581,0.96052,0.96438,0.968,0.97113,0.97413,0.97395,0.97499,0.97554,0.97621,0.97622,0.97651,0.97637,0.97622,0.97605,0.97629,0.97627,0.9762,0.97597,0.9754,0.9741,0.97176,0.9648,0.96474,0.96268,0.95799,0.95806,0.95563,0.95382,0.95252,0.94926,0.94904
0.99952,0.99955,0.99958,0.99966,0.99974,0.99973,0.99977,0.99977,0.99977,0.99964,0.99951,0.99942,0.99897,0.99896,0.99887,0.99881,0.99874,0.99877,0.99879,0.99884,0.99888,0.9989,0.99894,0.99892,0.99892,0.99891,0.99889,0.99884,0.99879,0.99882,0.99873,0.99811,0.99796,0.99743,0.99714,0.99737,0.99765,0.99791,0.99843
0.42647,0.42811,0.43249,0.43248,0.42945,0.43037,0.43021,0.43129,0.43258,0.43292,0.43208,0.43082,0.43168,0.43101,0.43088,0.43076,0.43048,0.42996,0.42922,0.42925,0.42866,0.42844,0.42777,0.42714,0.42662,0.42601,0.42611,0.42593,0.42627,0.43015,0.43494,0.43549,0.4356,0.43397,0.42992,0.43047,0.42998,0.42986,0.42842
0.92102,0.9168,0.91159,0.90734,0.90685,0.90568,0.90306,0.90056,0.8915,0.87037,0.85635,0.84118,0.82696,0.82193,0.82007,0.82069,0.8189,0.81897,0.81437,0.81231,0.81441,0.80409,0.78995,0.78245,0.78586,0.79325,0.79315,0.79109,0.78735,0.78368,0.79271,0.84276,0.87437,0.88557,0.89902,0.90959,0.91829,0.92734,0.93472
0.87514,0.84563,0.80781,0.77155,0.73307,0.69758,0.6767,0.66771,0.65587,0.65823,0.66493,0.66877,0.66835,0.66761,0.66795,0.66567,0.66401,0.6598,0.66568,0.66762,0.66284,0.67638,0.69245,0.70664,0.69422,0.68596,0.68859,0.69655,0.71418,0.73043,0.75195,0.83017,0.91228,0.95306,0.97789,0.99043,0.9963,0.99871,0.99943
0.98376,0.98399,0.97495,0.97057,0.97023,0.96921,0.97001,0.96973,0.97932,0.98097,0.97067,0.9623,0.95433,0.95254,0.95385,0.95397,0.9526,0.95294,0.95033,0.94897,0.94933,0.93937,0.92474,0.91785,0.92246,0.93063,0.96143,0.98093,0.98987,0.99531,0.93509,0.99533,0.99813,0.99939,0.99887,0.99797,0.99805,0.99825,0.99817
-0.42695,-0.4285,-0.42954,-0.42851,-0.42691,-0.42575,-0.42551,-0.42584,-0.42536,-0.42527,-0.42353,-0.42201,-0.42185,-0.42114,-0.41932,-0.41927,-0.42029,-0.42133,-0.42231,-0.42341,-0.42255,-0.42243,-0.4222,-0.4222,-0.42193,-0.42179,-0.42096,-0.4209,-0.42064,-0.42171,-0.41921,-0.41789,-0.41005,-0.40867,-0.409,-0.40789,-0.40633,-0.40697,-0.40762
0.91219,0.91253,0.90515,0.89566,0.89217,0.88793,0.88088,0.87795,0.87743,0.87482,0.87361,0.86791,0.85943,0.85008,0.84927,0.84886,0.84699,0.8465,0.84458,0.84425,0.84519,0.84497,0.84533,0.84571,0.84635,0.84693,0.84792,0.84895,0.85202,0.85516,0.86261,0.87113,0.87255,0.89768,0.90552,0.92059,0.93263,0.94302,0.95076
0.86098,0.81536,0.76855,0.72664,0.69593,0.67871,0.65428,0.65693,0.6567,0.65562,0.63784,0.62282,0.61962,0.61864,0.61486,0.61815,0.60646,0.59276,0.59055,0.59055,0.5879,0.58421,0.58085,0.57439,0.57404,0.57173,0.57311,0.58001,0.60548,0.639,0.71441,0.7629,0.86178,0.92262,0.9605,0.97624,0.98727,0.99328,0.99591
0.98194,0.9919,0.95997,0.96088,0.93669,0.90629,0.88701,0.9386,0.9446,0.96463,0.97901,0.98613,0.98902,0.95736,0.94911,0.9317,0.92136,0.92099,0.91556,0.91131,0.9113,0.91123,0.91058,0.91073,0.91074,0.91074,0.91074,0.91005,0.90136,0.88334,0.9372,0.97298,0.98907,0.99526,0.99777,0.99884,0.99976,0.99996,0.99957
0.38773,0.38622,0.38373,0.38194,0.38107,0.38116,0.38118,0.38119,0.38101,0.38103,0.38119,0.38126,0.38142,0.38169,0.38195,0.38213,0.38217,0.38219,0.38221,0.38227,0.38231,0.38233,0.38236,0.38239,0.38247,0.38253,0.38259,0.38258,0.38258,0.38226,0.38051,0.38002,0.37971,0.3798,0.37986,0.3799,0.38004,0.38028,0.38085
0.95246,0.9531,0.95535,0.95774,0.95979,0.9616,0.96222,0.96266,0.96262,0.96231,0.96227,0.96235,0.96251,0.96282,0.96303,0.96315,0.96296,0.96297,0.96304,0.96318,0.96326,0.9633,0.96337,0.96341,0.96348,0.96418,0.96509,0.96522,0.96557,0.96567,0.96592,0.96608,0.96448,0.96097,0.95797,0.95428,0.95438,0.95329,0.95275
0.99893,0.99891,0.99853,0.99804,0.99768,0.99722,0.99666,0.99535,0.9957,0.9954,0.9952,0.99507,0.99512,0.99523,0.99514,0.99502,0.99487,0.99476,0.99469,0.99459,0.99453,0.99449,0.99449,0.99437,0.99402,0.99399,0.9934,0.99134,0.99061,0.98685,0.98765,0.98788,0.98841,0.98976,0.99164,0.99362,0.99552,0.99786,0.99802
0.87033,0.86755,0.86802,0.86718,0.86644,0.97464,0.92428,0.91624,0.91087,0.89764,0.89418,0.8894,0.88691,0.88526,0.88515,0.88519,0.88454,0.88478,0.88488,0.88499,0.88485,0.88473,0.88465,0.88454,0.88421,0.88358,0.88169,0.87952,0.87839,0.87773,0.87728,0.87715,0.87744,0.87772,0.87675,0.87633,0.87617,0.87561,0.87483
-0.3761,-0.3764,-0.37629,-0.3763,-0.37633,-0.37627,-0.37616,-0.37619,-0.37611,-0.37579,-0.37507,-0.37438,-0.37307,-0.37043,-0.37168,-0.3719,-0.37248,-0.37299,-0.37219,-0.37223,-0.37238,-0.3722,-0.37212,-0.3721,-0.37198,-0.37187,-0.3718,-0.37147,-0.37137,-0.37125,-0.37102,-0.37043,-0.37111,-0.37504,-0.37243,-0.37377,-0.37373,-0.37413,-0.37432
0.951,0.95208,0.95368,0.95569,0.95695,0.95731,0.95718,0.95731,0.95747,0.95712,0.95621,0.95445,0.95327,0.95221,0.9517,0.95111,0.94998,0.94926,0.94873,0.94789,0.94711,0.94669,0.94676,0.94686,0.9467,0.94681,0.94822,0.94933,0.95409,0.9551,0.95886,0.96184,0.96226,0.96139,0.96019,0.95851,0.95728,0.95385,0.9539
0.99788,0.99785,0.99764,0.9974,0.99683,0.99667,0.99564,0.99532,0.99421,0.99341,0.99298,0.99255,0.99216,0.99152,0.99097,0.99037,0.98995,0.98997,0.98953,0.98932,0.98928,0.98917,0.98847,0.98848,0.98799,0.98771,0.98759,0.98713,0.98633,0.9868,0.9876,0.98882,0.98998,0.99182,0.99504,0.99495,0.99592,0.99709,0.99778
0.97153,0.97091,0.97044,0.96806,0.96373,0.95521,0.98032,0.9771,0.96372,0.94385,0.92801,0.91631,0.90536,0.90515,0.8998,0.89993,0.89813,0.89739,0.89662,0.89581,0.89507,0.89391,0.89291,0.89197,0.89112,0.89023,0.88784,0.8851,0.87978,0.87913,0.96288,0.97147,0.95798,0.94012,0.92631,0.91106,0.9013,0.89394,0.88566
