-0.037461,-0.034903,-0.030423,-0.030521,-0.02754,-0.021635,-0.019991,-0.017163,-0.014823,-0.010921,-0.0081547,-0.0075544,-0.0075066,-0.0053323,-0.0042697,-0.0039721,-0.0042954,-0.0048063,-0.0049719,-0.00609,-0.0071628,-0.0072244,-0.0070084,-0.0075291,-0.008069,-0.0083333,-0.0084914,-0.0085956,-0.0088503,-0.0089987,-0.0093393,-0.0098098,-0.010282,-0.010916,-0.013102,-0.01339,-0.02055,-0.021062,-0.023172,-0.02397,-0.023454,-0.024624,-0.024215,-0.023349,-0.022209,-0.020719,-0.018535,-0.019279
0.96473,0.96365,0.96406,0.96326,0.9629,0.96307,0.96284,0.96269,0.96272,0.96259,0.96241,0.96242,0.96221,0.96224,0.96225,0.96204,0.96202,0.96188,0.96176,0.96162,0.9616,0.96155,0.96147,0.96117,0.96079,0.96084,0.96086,0.96085,0.96045,0.96006,0.95972,0.95948,0.95926,0.95904,0.9589,0.9587,0.95871,0.95839,0.95819,0.95814,0.95822,0.95835,0.95868,0.95915,0.95988,0.96222,0.96452,0.96504
0.94324,0.94344,0.94219,0.94161,0.94098,0.93926,0.9391,0.93928,0.93868,0.93819,0.93772,0.93781,0.93683,0.93591,0.93512,0.93523,0.93479,0.93437,0.93375,0.93341,0.93323,0.93325,0.93288,0.93255,0.93228,0.93225,0.93188,0.93184,0.93174,0.93163,0.93156,0.93139,0.93121,0.93103,0.93088,0.93086,0.93078,0.93077,0.93076,0.93081,0.93086,0.93103,0.9314,0.93181,0.93457,0.93725,0.93842,0.94473
0.99814,0.9986,0.9989,0.99901,0.99913,0.99907,0.99906,0.99907,0.99906,0.99902,0.99902,0.99896,0.99878,0.9983,0.99825,0.99793,0.9976,0.99731,0.9969,0.9962,0.99589,0.99538,0.99456,0.99401,0.99348,0.99258,0.99232,0.99185,0.99139,0.99092,0.99008,0.99012,0.98985,0.98855,0.98878,0.98863,0.98822,0.98842,0.98852,0.98862,0.98928,0.99055,0.99174,0.99358,0.9951,0.99662,0.99751,0.99808
0.42443,0.42636,0.42582,0.43032,0.42832,0.42976,0.43112,0.43089,0.43301,0.43282,0.43489,0.43468,0.43461,0.43613,0.43791,0.44262,0.44349,0.44302,0.446,0.4506,0.4542,0.45454,0.45679,0.45849,0.45852,0.46006,0.46031,0.46224,0.46415,0.46378,0.46341,0.46332,0.46443,0.46552,0.46685,0.4658,0.46638,0.4665,0.46667,0.46647,0.46294,0.46193,0.45613,0.45325,0.44848,0.44804,0.44481,0.44265
0.92441,0.92016,0.91584,0.91169,0.90821,0.90646,0.90262,0.90014,0.89665,0.89601,0.8962,0.89553,0.89585,0.89524,0.89489,0.89451,0.89451,0.89457,0.89444,0.89438,0.89276,0.89269,0.89278,0.89273,0.89132,0.8918,0.88738,0.88752,0.88672,0.88535,0.88568,0.88565,0.88319,0.88332,0.88349,0.88552,0.89038,0.89042,0.89287,0.88182,0.87434,0.90005,0.90782,0.91975,0.92905,0.93725,0.9434,0.94728
0.82209,0.78736,0.7487,0.71489,0.69902,0.69359,0.68314,0.67674,0.67391,0.67113,0.66712,0.67029,0.67663,0.6732,0.6603,0.65086,0.65321,0.65551,0.66024,0.66054,0.65609,0.6535,0.65678,0.66223,0.66767,0.66694,0.66571,0.66438,0.66817,0.67192,0.67487,0.674,0.67263,0.67306,0.67448,0.68226,0.70334,0.7467,0.78008,0.84601,0.89461,0.94515,0.96533,0.97533,0.98119,0.98502,0.98701,0.9912
0.98974,0.98787,0.98678,0.98682,0.98615,0.98714,0.98731,0.98919,0.98801,0.98655,0.98716,0.98736,0.98804,0.99039,0.99022,0.99014,0.99246,0.9955,0.99586,0.99358,0.9897,0.98589,0.98739,0.99019,0.99061,0.98708,0.98752,0.98718,0.99329,0.99422,0.99285,0.98833,0.98656,0.99479,0.99495,0.99019,0.98479,0.99663,0.99528,0.99462,0.9957,0.99654,0.99728,0.99831,0.99883,0.99851,0.99801,0.99797
-0.41023,-0.41053,-0.4113,-0.41261,-0.41409,-0.41535,-0.41618,-0.41599,-0.41803,-0.42029,-0.41997,-0.42199,-0.42337,-0.42425,-0.42443,-0.42448,-0.42523,-0.42626,-0.42613,-0.42609,-0.42754,-0.43081,-0.4294,-0.4291,-0.43071,-0.43196,-0.43267,-0.43342,-0.43454,-0.43423,-0.43477,-0.43497,-0.43574,-0.4368,-0.43648,-0.43717,-0.43717,-0.437,-0.43676,-0.43672,-0.43443,-0.43296,-0.42847,-0.42899,-0.4278,-0.42688,-0.42605,-0.42402
0.91207,0.90928,0.90482,0.9019,0.90225,0.90167,0.90168,0.89995,0.89509,0.89348,0.89012,0.88972,0.89017,0.88954,0.88967,0.88966,0.88832,0.8875,0.8873,0.88749,0.88529,0.88103,0.87849,0.87838,0.87642,0.87193,0.86855,0.87125,0.87469,0.87757,0.87661,0.87614,0.87638,0.8761,0.87769,0.87814,0.88008,0.88417,0.88788,0.89003,0.88718,0.88104,0.92189,0.90765,0.90728,0.91142,0.91205,0.91562
0.82493,0.79016,0.74253,0.70533,0.69193,0.69524,0.68851,0.69628,0.69419,0.70153,0.70805,0.70663,0.70803,0.70519,0.69867,0.69601,0.69455,0.69444,0.69439,0.69872,0.7048,0.70565,0.70462,0.70538,0.71746,0.72467,0.71961,0.70599,0.70437,0.70501,0.70376,0.69249,0.6936,0.69262,0.69511,0.69676,0.70751,0.75923,0.79278,0.82677,0.88969,0.91661,0.95081,0.95834,0.9634,0.96721,0.96809,0.9693
0.978,0.98786,0.97338,0.96253,0.93622,0.90789,0.88023,0.8499,0.8212,0.9258,0.94843,0.90822,0.87502,0.84607,0.81768,0.7996,0.78655,0.77939,0.77548,0.7634,0.90677,0.93372,0.96428,0.98335,0.99183,0.99634,0.94422,0.92257,0.88527,0.84679,0.82091,0.79974,0.91736,0.91825,0.93373,0.94358,0.95449,0.97204,0.98603,0.9922,0.99823,0.99972,0.99968,0.9996,0.99957,0.9996,0.99962,0.99957
0.37739,0.37726,0.37677,0.37627,0.37597,0.37597,0.37601,0.37602,0.37586,0.37574,0.37568,0.37528,0.37453,0.37431,0.3736,0.3737,0.37349,0.3723,0.37252,0.37178,0.37148,0.37138,0.37144,0.37104,0.37093,0.37096,0.37098,0.37061,0.37054,0.37021,0.36987,0.36964,0.36953,0.36954,0.36954,0.36957,0.36948,0.36934,0.36932,0.36957,0.37027,0.37009,0.37121,0.37263,0.37293,0.37271,0.37354,0.37404
0.9426,0.94276,0.94286,0.94308,0.94299,0.94304,0.9431,0.94313,0.94316,0.94324,0.94341,0.94359,0.94391,0.94423,0.94454,0.94463,0.94478,0.945,0.94536,0.9453,0.94556,0.94557,0.94554,0.94552,0.94565,0.94579,0.94589,0.94596,0.94601,0.94602,0.94606,0.94607,0.94609,0.94606,0.94603,0.946,0.94599,0.94596,0.94581,0.94569,0.94309,0.94375,0.94248,0.94143,0.93949,0.93969,0.93973,0.93984
0.99889,0.9989,0.99892,0.99891,0.99893,0.99893,0.99893,0.99893,0.99894,0.99892,0.99891,0.99889,0.99887,0.99879,0.99885,0.9988,0.9988,0.99879,0.9987,0.9987,0.9987,0.99868,0.99866,0.99865,0.99864,0.99863,0.99863,0.99862,0.99862,0.99862,0.99863,0.99865,0.99866,0.9987,0.99873,0.99876,0.99879,0.99885,0.99887,0.99903,0.99903,0.99912,0.99922,0.99935,0.99947,0.99944,0.99948,0.99951
0.86187,0.86186,0.86185,0.86181,0.86174,0.86173,0.86174,0.86169,0.86164,0.86164,0.86165,0.86164,0.86165,0.86166,0.86165,0.86165,0.86165,0.86166,0.86167,0.86168,0.86169,0.86171,0.86177,0.86178,0.86181,0.86182,0.86186,0.86188,0.86188,0.86194,0.86198,0.86199,0.86198,0.86198,0.86196,0.86192,0.86187,0.86185,0.8618,0.86177,0.86175,0.8617,0.8616,0.8615,0.86136,0.86126,0.86105,0.86087
-0.38466,-0.38489,-0.38494,-0.38482,-0.38474,-0.3845,-0.38415,-0.38372,-0.38301,-0.38292,-0.38235,-0.38211,-0.38204,-0.38096,-0.38093,-0.38091,-0.38066,-0.38038,-0.38007,-0.37998,-0.37997,-0.37974,-0.37942,-0.37912,-0.37883,-0.37879,-0.3786,-0.37843,-0.37836,-0.37809,-0.37804,-0.37804,-0.37786,-0.37783,-0.37784,-0.37767,-0.37746,-0.37725,-0.37716,-0.37718,-0.37804,-0.37903,-0.38009,-0.38077,-0.38192,-0.38321,-0.38275,-0.38262
0.94898,0.94908,0.94908,0.94911,0.9492,0.94931,0.94949,0.94974,0.9495,0.9494,0.9493,0.94951,0.94949,0.94946,0.94958,0.9496,0.94964,0.94976,0.9498,0.94993,0.94994,0.94991,0.94988,0.94997,0.95009,0.95016,0.9502,0.95029,0.95043,0.95059,0.95074,0.95075,0.95072,0.9508,0.95097,0.95112,0.95132,0.95151,0.95172,0.95158,0.95119,0.95018,0.95084,0.95009,0.94988,0.94907,0.94962,0.94976
0.99872,0.99873,0.99875,0.99878,0.9988,0.99883,0.99887,0.9989,0.99891,0.99891,0.9989,0.9989,0.99889,0.99885,0.99887,0.99887,0.99885,0.99882,0.9988,0.9988,0.99878,0.99877,0.99876,0.99875,0.99875,0.99875,0.99875,0.99874,0.99874,0.99872,0.99868,0.99865,0.99863,0.99861,0.99859,0.99858,0.99859,0.99858,0.9986,0.99865,0.99896,0.99878,0.99885,0.999,0.99905,0.99913,0.99922,0.99932
0.86034,0.86042,0.86042,0.86043,0.86047,0.8605,0.86054,0.86063,0.86078,0.86094,0.86108,0.86121,0.86134,0.86135,0.8614,0.86142,0.86144,0.86145,0.86149,0.86151,0.86152,0.86159,0.86171,0.86175,0.86188,0.86187,0.86207,0.86206,0.86225,0.86224,0.86241,0.86263,0.86264,0.86268,0.86268,0.86267,0.86265,0.86257,0.86248,0.86247,0.86241,0.86238,0.86236,0.86227,0.86219,0.86207,0.86196,0.86186
