-0.053466,-0.053504,-0.053508,-0.05363,-0.054233,-0.055113,-0.058852,-0.063893,-0.079327,-0.090317,-0.10327,-0.10874,-0.12502,-0.13739,-0.15064,-0.16883,-0.18139,-0.18156,-0.19212,-0.19277,-0.196,-0.1996,-0.20303,-0.22044,-0.21933,-0.2243,-0.22838,-0.2282,-0.23016,-0.23197,-0.24027,-0.23982,-0.24467,-0.25549,-0.2628,-0.27406,-0.28146,-0.28974,-0.28962,-0.29,-0.28376,-0.26936,-0.25098,-0.22435,-0.19166,-0.16255,-0.13476,-0.10912,-0.088425,-0.069888,-0.041367,-0.034461,-0.031583,-0.021127,-0.021463,-0.02047,-0.017815,-0.017227,-0.016733,-0.016926,-0.017674,-0.018691,-0.020415,-0.026064,-0.023352,-0.026802,-0.026285,-0.028298,-0.030021,-0.031442,-0.032547,-0.033615,-0.034701,-0.035805,-0.036675,-0.038059,-0.03878,-0.039308,-0.039502,-0.039493
0.964,0.96362,0.96327,0.96298,0.96292,0.96273,0.96253,0.96213,0.96123,0.96183,0.9618,0.96146,0.9608,0.96049,0.95967,0.9597,0.95969,0.95959,0.95843,0.95935,0.95891,0.95855,0.95838,0.95822,0.95825,0.95829,0.95827,0.95828,0.95827,0.95823,0.95799,0.9577,0.95765,0.95802,0.9581,0.95842,0.95856,0.95883,0.95899,0.95922,0.95952,0.95974,0.96055,0.96117,0.96446,0.96447,0.96781,0.96698,0.96851,0.96937,0.96959,0.96955,0.96922,0.96971,0.96969,0.96952,0.9692,0.96888,0.96785,0.96776,0.96722,0.96693,0.96669,0.96638,0.96605,0.96608,0.96523,0.96535,0.96524,0.96465,0.965,0.96462,0.96431,0.96415,0.96404,0.96399,0.96389,0.96381,0.96364,0.96348
0.94051,0.94043,0.94027,0.94016,0.93991,0.93992,0.93958,0.93918,0.93861,0.93811,0.93768,0.93732,0.9364,0.93583,0.93479,0.93518,0.93428,0.93375,0.93343,0.93316,0.93259,0.93255,0.93232,0.93209,0.93203,0.93204,0.93186,0.93169,0.93159,0.93156,0.93154,0.93146,0.93136,0.93146,0.93168,0.9318,0.93196,0.93304,0.93308,0.93313,0.93378,0.93517,0.93608,0.93917,0.94177,0.94451,0.94891,0.94999,0.95028,0.9508,0.9506,0.95126,0.9512,0.95103,0.95036,0.94926,0.9482,0.9477,0.94669,0.94585,0.94527,0.94461,0.94405,0.94349,0.94297,0.94113,0.94227,0.94239,0.94242,0.94239,0.94111,0.94001,0.93929,0.9388,0.93843,0.93815,0.93791,0.93788,0.93772,0.93769
0.99452,0.99452,0.9945,0.99446,0.994,0.99381,0.99316,0.99066,0.99053,0.98934,0.98772,0.98645,0.987,0.9862,0.98591,0.98593,0.98604,0.98593,0.98591,0.98571,0.98559,0.98554,0.98553,0.98548,0.98525,0.98535,0.98509,0.98492,0.98482,0.9848,0.98525,0.98608,0.98524,0.98369,0.98157,0.97969,0.97758,0.97731,0.97724,0.97701,0.97957,0.97949,0.98177,0.98664,0.98697,0.98857,0.99008,0.99036,0.9913,0.99149,0.99163,0.9917,0.99155,0.99137,0.99121,0.9911,0.99099,0.99088,0.9907,0.99056,0.99039,0.99047,0.9901,0.99018,0.98986,0.98963,0.98948,0.98947,0.9895,0.98943,0.98943,0.98945,0.98941,0.98938,0.98938,0.98939,0.9894,0.98942,0.98943,0.98945
0.42243,0.42241,0.42241,0.42244,0.42264,0.42291,0.42431,0.42758,0.4372,0.44152,0.43753,0.43643,0.4391,0.4409,0.43953,0.44086,0.44093,0.44204,0.44357,0.4467,0.45057,0.44942,0.44812,0.44689,0.44836,0.44871,0.4495,0.44948,0.44969,0.44956,0.44889,0.44789,0.448,0.44649,0.44429,0.442,0.42948,0.43396,0.42628,0.42611,0.42583,0.42688,0.42964,0.43115,0.43458,0.43787,0.44047,0.44307,0.44451,0.44513,0.44676,0.44839,0.44819,0.44794,0.44905,0.44986,0.44977,0.44949,0.44932,0.44925,0.4486,0.44702,0.44606,0.44587,0.4459,0.4459,0.44491,0.44398,0.4441,0.44337,0.44346,0.44286,0.44282,0.44252,0.44222,0.442,0.44198,0.44187,0.44176,0.44171
0.95366,0.95342,0.95013,0.94771,0.94997,0.94847,0.95756,0.96495,0.96166,0.95975,0.93939,0.93517,0.92056,0.90562,0.87695,0.85823,0.82182,0.7976,0.76896,0.74413,0.72421,0.7076,0.69533,0.68383,0.68394,0.68192,0.68329,0.69017,0.69965,0.71925,0.75499,0.78255,0.84696,0.87202,0.92309,0.93786,0.95241,0.93842,0.9787,0.97975,0.97943,0.9763,0.97075,0.96426,0.95834,0.95346,0.94991,0.94677,0.94672,0.94398,0.94036,0.9385,0.93696,0.9359,0.93477,0.93468,0.93384,0.93308,0.93729,0.94169,0.94357,0.94484,0.94539,0.94603,0.94607,0.94616,0.94633,0.94642,0.94658,0.94649,0.94649,0.94654,0.94648,0.94645,0.9464,0.94638,0.94631,0.94629,0.94624,0.94618
0.98753,0.98741,0.98535,0.97761,0.96233,0.94896,0.92176,0.90149,0.8692,0.84643,0.82974,0.82252,0.83907,0.86744,0.89383,0.91305,0.92643,0.93629,0.94279,0.9491,0.95142,0.95243,0.95248,0.95311,0.95393,0.95485,0.95513,0.95597,0.95687,0.95818,0.9566,0.95402,0.94546,0.93264,0.93363,0.93583,0.94577,0.95758,0.97993,0.98601,0.99039,0.9927,0.99359,0.99372,0.99398,0.99415,0.99398,0.99238,0.99021,0.98965,0.98708,0.98471,0.98269,0.98218,0.98144,0.98117,0.98154,0.98233,0.98342,0.98476,0.98578,0.98698,0.98843,0.98849,0.98891,0.98929,0.98945,0.98937,0.9893,0.98889,0.98866,0.98834,0.98783,0.98732,0.98743,0.98758,0.9874,0.98753,0.98801,0.98869
0.99767,0.99766,0.99843,0.99909,0.99602,0.99763,0.9837,0.97539,0.96679,0.95257,0.98782,0.99209,0.99599,0.99739,0.99726,0.99627,0.99528,0.99412,0.99354,0.99202,0.99146,0.9896,0.98766,0.98525,0.98536,0.98444,0.9841,0.98409,0.98452,0.98571,0.98624,0.98642,0.99091,0.99553,0.99507,0.99291,0.99151,0.99036,0.99236,0.99282,0.99228,0.99112,0.99029,0.99049,0.99186,0.99374,0.995,0.9958,0.99624,0.99666,0.99669,0.99665,0.9967,0.99666,0.99669,0.99684,0.9967,0.99672,0.99666,0.99653,0.99648,0.99634,0.9962,0.99598,0.99561,0.99497,0.99503,0.99493,0.99483,0.9949,0.995,0.99505,0.99506,0.99506,0.99517,0.99532,0.99537,0.99556,0.99574,0.99599
0.40611,0.4061,0.40612,0.40613,0.40615,0.40618,0.40622,0.40666,0.40757,0.40823,0.40892,0.40924,0.41033,0.41306,0.41681,0.41801,0.41853,0.41987,0.41967,0.42105,0.42256,0.42206,0.42183,0.42204,0.42218,0.42229,0.42236,0.42234,0.42237,0.4224,0.4224,0.42242,0.42403,0.42549,0.4254,0.425,0.42445,0.42354,0.42264,0.42304,0.42224,0.42088,0.42083,0.41995,0.41851,0.41741,0.41714,0.41699,0.41581,0.41655,0.41598,0.41619,0.41672,0.41774,0.41769,0.41764,0.41765,0.41859,0.41903,0.41941,0.41975,0.42031,0.42068,0.42072,0.42099,0.42093,0.42117,0.42113,0.42127,0.42126,0.42131,0.42134,0.42132,0.42131,0.42128,0.42125,0.42124,0.4212,0.42117,0.42118
0.94038,0.94034,0.9401,0.94008,0.94003,0.93999,0.93974,0.93851,0.93765,0.93564,0.93662,0.93599,0.93505,0.93434,0.93086,0.93352,0.93442,0.93304,0.93225,0.93169,0.93142,0.93182,0.93204,0.932,0.9319,0.93166,0.93217,0.9326,0.93286,0.93199,0.9317,0.93108,0.93111,0.93002,0.92914,0.9289,0.92982,0.93085,0.9302,0.92886,0.92926,0.92972,0.93044,0.93177,0.93387,0.93452,0.93554,0.93691,0.93825,0.93666,0.93349,0.92959,0.92411,0.92196,0.92021,0.92802,0.93148,0.93329,0.93434,0.93467,0.93488,0.9353,0.93571,0.93591,0.93626,0.93654,0.93695,0.93714,0.93751,0.93772,0.93785,0.93787,0.93788,0.93798,0.93801,0.93801,0.93803,0.93806,0.93819,0.93822
