0.01568,0.015511,0.015412,0.014809,0.013912,0.012943,0.012526,0.012003,0.011366,0.010703,0.0097048,0.0089886,0.008827,0.0086607,0.0084224,0.0083045,0.0081371,0.008195,0.00761,0.0075816,0.0069179,0.0069138,0.0064682,0.0065697,0.0067557,0.0071167,0.0073423,0.0080156,0.0086228,0.0081196,0.0072893
0.13271,0.13229,0.13203,0.13016,0.12966,0.13078,0.13061,0.13159,0.13424,0.13788,0.14096,0.14061,0.14604,0.14386,0.1516,0.14698,0.14804,0.15168,0.1587,0.15889,0.16245,0.16487,0.16839,0.17179,0.17092,0.17111,0.16482,0.16305,0.15669,0.14662,0.13355
-0.18158,-0.17901,-0.17069,-0.17672,-0.17188,-0.17234,-0.17289,-0.17451,-0.18169,-0.18129,-0.18519,-0.18874,-0.19173,-0.19501,-0.19708,-0.19896,-0.20149,-0.20598,-0.21343,-0.21178,-0.21372,-0.215,-0.2157,-0.21718,-0.21706,-0.21596,-0.21409,-0.20939,-0.20312,-0.17984,-0.16403
-0.048842,-0.051603,-0.051477,-0.052215,-0.055138,-0.060609,-0.060955,-0.066139,-0.068463,-0.07011,-0.073201,-0.073409,-0.075191,-0.075598,-0.07727,-0.078766,-0.088485,-0.088843,-0.088613,-0.091443,-0.093715,-0.095014,-0.095745,-0.095608,-0.094573,-0.088323,-0.088182,-0.08342,-0.078135,-0.068792,-0.072725
0.0062156,0.0062029,0.0060812,0.0058791,0.0059331,0.0059497,0.0058557,0.005526,0.0048428,0.0033961,0.00051555,0.0029599,0.0015877,-0.00084834,0.0010516,0.00014078,-0.00061343,-0.00065827,-0.00070799,-0.00094308,-0.0011318,-0.0011523,-0.00058737,-0.00013287,-0.00010317,0.0011678,0.0025272,0.004061,0.0052202,0.0063664,0.0089047
-0.043894,-0.050488,-0.06089,-0.065843,-0.069847,-0.075222,-0.062815,-0.067713,-0.076048,-0.07718,-0.08022,-0.082224,-0.08192,-0.082843,-0.082662,-0.082748,-0.082607,-0.082253,-0.081297,-0.081063,-0.080446,-0.080559,-0.081507,-0.082461,-0.083687,-0.08921,-0.08966,-0.094594,-0.093783,-0.084875,-0.073002
-0.16796,-0.16979,-0.17376,-0.17311,-0.17318,-0.17355,-0.17044,-0.16957,-0.17204,-0.17483,-0.17637,-0.17564,-0.17722,-0.17774,-0.17851,-0.17998,-0.18314,-0.18128,-0.18258,-0.18229,-0.18297,-0.1833,-0.18341,-0.18353,-0.18363,-0.18369,-0.18353,-0.18315,-0.18303,-0.17913,-0.17455
0.012856,0.011525,0.00946,0.0084407,0.0072111,0.0039783,0.0027189,0.00018353,0.0024371,0.0042477,0.011713,0.020628,0.020437,0.022651,0.02512,0.027721,0.027803,0.028743,0.028296,0.027675,0.026299,0.026388,0.023971,0.027199,0.027225,0.028514,0.029015,0.028946,0.02885,0.028477,0.028224
-0.0078516,-0.0074536,-0.0071984,-0.0065446,-0.0067072,-0.0064492,-0.0059568,-0.0052109,-0.004323,-0.0033574,-0.0021669,-0.0012794,-0.00062488,-0.00014758,6.0177e-05,0.00098038,0.0016245,0.0020274,0.0023437,0.002499,0.0024693,0.0023399,0.0019961,0.0012108,-0.00095635,-0.0039774,-0.0036803,-0.0046338,-0.0055453,-0.0066517,-0.0076828
-0.16733,-0.19988,-0.21952,-0.25722,-0.29042,-0.31296,-0.33794,-0.36825,-0.39041,-0.39911,-0.41226,-0.42509,-0.43632,-0.43492,-0.43511,-0.43465,-0.42387,-0.42514,-0.41797,-0.40875,-0.37256,-0.34177,-0.31547,-0.28839,-0.25493,-0.21415,-0.17658,-0.14596,-0.12329,-0.1025,-0.083075
-0.73321,-0.75699,-0.76705,-0.75432,-0.72139,-0.6385,-0.58611,-0.54248,-0.53027,-0.54787,-0.54251,-0.54344,-0.54406,-0.54394,-0.5436,-0.54285,-0.54281,-0.54139,-0.53246,-0.51247,-0.49266,-0.46358,-0.42001,-0.38676,-0.34999,-0.31112,-0.28033,-0.236,-0.19464,-0.15491,-0.13307
-0.27488,0.17,0.17028,0.16581,-0.139,-0.27627,-0.22123,-0.21792,-0.20888,-0.20588,-0.21831,-0.2307,-0.22457,-0.21475,-0.21605,-0.22148,-0.22489,-0.22418,-0.22839,-0.23285,-0.24845,-0.25031,-0.23617,-0.16184,-0.16142,-0.15057,-0.11559,-0.099102,-0.064257,-0.051009,-0.035396
